,,,,StreetHearts Animal Rescue,https://www.streetheartsanimalrescue.org/,streethearts.animal.rescue@Gmail.com,,,
,,,,The Life of Fostering Furbabies,http://www.fosteringfurbabies.com/,thelifeoffosteringfurbabies@gmail.com,,,
,,,,Homeward Bound Rescue League,http://www.hbrlmi.com/,HBRL.Fosters@gmail.com,,,
,,,,Lend A Helping Paw Shih Tzu Rescue,https://www.lahpstr.com/,info@lahpstr.com,,,
,,,"43.424845145671334, -82.67623385022561",Sanilac County Humane Society,https://www.sanilaccountyhumanesociety.org/,societypets@att.net,,,
,,,"42.81860072680155, -85.68289951401648",Focus on Ferals,https://www.focusonferals.org/,crazyforferals@yahoo.com,,,
,,,,New Hope Pet Rescue,https://www.newhopepetrescue.com/,dogadoption@newhopepetrescue.com,nhpr@newhopepetrescue.com,,
,,,,Paws For The Cause Feral Cat Rescue ,http://www.pawsforthecauseferalcatrescue.org/,http://www.pawsforthecauseferalcatrescue.org/contact-us.html,,,
,,,"42.8150682451355, -82.56202521880681",Humane Society of St. Clair County SNAP,https://humanesocietysnap.com/,humanesocietysnap@gmail.com,,,
,,,,Silver Lake Animal Rescue,https://silverlakeanimalrescue.org/,fourhounds@comcast.net,,,
,,,"42.99297336850565, -82.57883592604749",Blue Water Area Humane Society,https://bluewaterareahs.animalservices.website/shelterpronet/home.spn,bluewaterareahs@comcast.net,,,
,,,"42.58088387052596, -83.50699816453134",RetroDoggy Rescu,https://www.retrodoggyrescue.com/,petrealtors@gmail.com,,,
,,,"42.31238299202831, -83.19907081804189",Friends for Animals of Metro Detroit,https://www.metrodetroitanimals.org/,friends@metrodetroitanimals.org,SRood@MetroDetroitAnimals.org,,
,,,,Home Fur-Ever Rescue,http://homefurever.com/,homefurever@comcast.net,,,
,,,,MotorCity Greyhound Rescue,http://motorcitygreyhoundrescue.org/,motorcitygreyhound@gmail.com,,,
,,,,Rebel Dogs Detroit,https://rebeldogsdetroit.com/,info@rebeldogsdetroit.com,,,
,,"42.58443011864992, -85.86881350323901","42.64045351724738, -86.2090099804297",Wishbone Pet Rescue Alliance,https://wishbonepetrescue.org/,shelter@wishbonepetrescue.org,,,
,,,"41.9553647546972, -83.65713305553372",Monroe SPCA,https://www.monroespca.org/,info@monroespca.org,,,
,,,,"Just Cats, Inc.",https://justcatsinc.org/,karren@justcatsinc.org,,,
,,,"45.7998600856216, -87.0877760361105",Delta Animal Shelter,https://deltaanimal.org/,deltaanimals@yahoo.com,,,
,,,,Michigan Pug Rescue,https://www.michiganpugrescue.com/,pugluv@michiganpugrescue.com,,,
,,,,Backdoor Friends Purebred Cat Rescue,http://www.backdoorfriendspurebredcatrescue.org/,BDFCatRescue@gmail.com,,,
,,,"42.827494074066, -83.70051268488143",Adopt-A-Pet Fenton,https://www.adoptapetfenton.com/,info@adoptapetfenton.com,,,
,,,"42.45188409120721, -83.14231584669356",Ferndale Cat Shelter,https://ferndalecatshelter.org/,admin@ferndalecatshelter.org,,,
,,,,"HELP US, HELP THEM Animal Rescue",https://www.lahpdogrescue.com/,lendingahelpingpaw313@gmail.com,,,
,,,"43.320176160466296, -83.7312603128875",Pet Angel Adoption and Rescue Inc,,PetAngelAdoption@hotmail.com,,,
,,,,Bellwether Harbor,http://www.bellwetherharbor.org/,contactus@bellwetherharbor.org,,,
,,,,PapAdopters & Placement Service,https://papadopters.com/,info@papadopters.com,,,
,,,,Lucky Day Animal Rescue,https://www.luckydayanimalrescue.org/,https://www.luckydayanimalrescue.org/,,,
,,,"42.32018009247359, -84.80401212287423",Mid-Michigan Cat Rescue,http://midmichigancatrescue.org/,info@midmichigancatrescue.org,,,
,,,,CRASH’S LANDING,https://www.crashslanding.org/,volunteer@crashslanding.org,fundraising@crashslanding.org,,
,,,,Fig and Friends Pet Rescue,https://www.figandfriendspetrescue.org/,figandfriendspetrescue@gmail.com,,,
,,,,Reuben's Room,https://reubensroom.org/,catrescuereubensroom@gmail.com,,,
,,,"44.69892994430754, -84.72466819209087",AuSable Valley Animal Shelter,https://www.ausablevalleyanimalshelter.org/,avascares2@gmail.com,,,
,,,,"TAILS, Inc.",https://tailsgi.org/,tails.grosseile@yahoo.com,,,
,,,"45.4270380217903, -84.88692963752526",Little Traverse Bay Humane Society,https://ltbhs.com/,shelterpets@ltbhs.com,,,
,,,"42.4437761170177, -82.9172539076681",Grosse Pointe Animal Adoption Society (GPAAS),https://www.gpaas.org/,gpaas@wowway.biz,,,
,,,,Furget Us Not Rescue,https://www.furgetusnotrescue.org/,furgetusnotrescue@gmail.com,,,
,,,"42.89047809248736, -86.12523868388705",BestPals Animal Rescue Center,https://bestpalsarc.wixsite.com/bestpals,info@bestpalsrescue.org,,,
,,,"47.10348785271828, -88.51918313331599",Copper Country Humane Society,https://www.cchumanesociety.com/,contactus@cchumanesociety.com,,,
,,,,Humane Society of Livingston County,http://www.humane-livingston.org/,henderson.bechtelar@bernhard.com,,,
,,,,Community Cat Crew,https://communitycatcrew.org/,erin@gmail.com,admin@gmail.com,,
,,,"43.02522339559725, -82.98928481525432",Hawkeye & Friends Dog Rescue & Sanctuary,https://www.hawkeyeandfriends.org/,https://www.hawkeyeandfriends.org/,,,
,,,,"Malinois and Dutch Shepherd Rescue, Inc.",http://www.madrescueinc.org/,info@madrescueinc.org,,,
,,,"46.46001243311316, -90.13745863899",HOPE Animal Shelter,,hopemi@chartermi.net,,,
,,,"42.27209933151484, -84.38989811366216",Cascades Humane Society,https://chspets.com/,edoffice@chspets.org,,,
,,,"42.2536481339178, -85.57779130998888",Animal Rescue Project,https://www.animalrescueproject.org/,info@animalrescueproject.org,,,
,,,"42.22762173383165, -85.5338793485891",Kalamazoo Animal Rescue,http://www.kalamazooanimalrescue.org/,kar@kalamazooanimalrescue.org,,,
,,,"42.24877152530384, -85.58927545627353",Kzoo Cat Cafe & Rescue,http://www.kzoocatcafe.com/,kzoocatcafe@gmail.com,,,
,,,"42.280674629554376, -85.68551543448989",SPCA of Southwest Michigan,https://www.spcaswmich.org/,info@spcaswmich.org,,,
,,,"44.33956873808704, -85.20104130048544",Missaukee Humane Society,https://www.mhspets.org/,info@mhspets.org,,,
,,,"42.79644809281857, -85.24746973890642",Mackenzie's Animal Sanctuary,https://mackenzies.info/,info@mackpack.info,,,
,,,,Best Buddy Pet Rescue,https://www.bestbuddypetrescue.com/,bestbuddypetrescue@gmail.com,,,
,,,,Animal Placement Bureau ,https://apbdogs.org/,info@apbpets.com,,,
,,,"43.094888897124385, -83.30731418750176",Paradise Animal Rescue,https://www.parpets.org/,adopt@parpets.org,,,
,,,,Guardian Angel Animal Rescue,https://gaarmi.com/,guardian_angel_rescue@hotmail.com,,,
,,,,Happy Days Dog and Cat Rescue,https://www.happydaysdogandcatrescue.org/,info.hddcr@gmail.com,,,
,,,,"Last Day Dog Rescue, Inc.",https://www.lastdaydogrescue.org/,ourlastdaydogs@gmail.com,,,
,,,,Cat Tail Kitties Rescue,https://cattailkitties.org/,https://cattailkitties.org/contact-us,,,
,,,"42.65359300940829, -83.01851515315266",Humane Society of Macomb Animal Clinic,https://humanesocietyofmacomb.org/,info@humanesocietyofmacomb.org,,,
,,,"42.496942994670356, -83.10519126385901",Animal Welfare Society of Southeastern Michigan,https://www.animalwelfaresociety.net/,animalwelfaresociety@yahoo.com,,,
,,,,Happy Hearts Feline Rescue,http://www.happyheartsfelinerescue.org/,happyheartsfelinerescue@gmail.com,,,
,,,,Manistee County Humane Society ,https://homewardboundmanistee.org/,https://homewardboundmanistee.org/contact-us,,,
,,,"45.968329696530915, -86.18347502699075",Eva Burrell Animal Shelter,https://www.upebas.org/,shelter@upebas.org,,,
,,,"43.627080816151036, -84.17310741806041",Humane Society Of Midland County,https://hsomc.org/,info@hsomc.org,,,
,,,,Humane Society of Monroe County,https://www.monroehumane.com/,workspace@shantelllc.com,,,
,,,"42.62556198580201, -82.86601295378325",A ReJoyceful Animal Rescue,https://www.rejoycefulrescue.com/,office@rejoycefulrescue.com,,,
,,,"43.624602263143565, -84.74749523019373",Humane Animal Treatment Society,https://www.hatsweb.org/,hats.community@gmail.com,,,
,,,"46.407393479129176, -86.64666544581762",Alger County Animal Shelter,https://www.algercountyanimalshelter.com/contacts/,algercountyanimal@yahoo.com ,,,
,,,,Cat Tales Rescue Muskegon,,zzang@comcast.net,,,
,,,,Christine's Critter Cafe Rescue,https://www.facebook.com/CRITTER.CAFE.RESCUE/,ChristineLea1@yahoo.com,,,
,,,"43.248254416711056, -86.18063657174129",Faithful to Felines,https://www.faithful2felines.com/,info@faithful2felines.com,,,
,,,"43.2457050403131, -86.17791558924026",Big Lake Humane Society,https://biglakehumane.org/,BigLakeHumane@gmail.com,,,
,,,"43.15748330851921, -86.18459659201604",Noah Project Muskegon,https://www.noahprojectmuskegon.org/,info@noahprojectmuskegon.org,,,
,,,"46.4409109828116, -87.42161358493868",Upper Peninsula Animal Welfare Shelter,https://upaws.org/,info@upaws.org,president@upaws.org,,
,,,,Lake Haven Rescue,https://www.lakehavenrescue.org/,info@lakehavenrescue.org,,,
,,,,Forgotten Paws Animal Rescue,,milospetservices@gmail.com,,,
,,,,Furever Tails Animal Rescue,https://www.furevertails.com/,rescue@furevertails.com,,,
,,,"42.44732888558253, -84.92356436441474",Eaton County Humane Society ,https://www.eatoncountyhumanesociety.org/, info@eatoncountyhumanesociety.org,,,
,,,"41.8325604738351, -84.5147046990395",Greater Hillsdale Humane Society,,greaterhhs@gmail.com,,,
,,,"42.9363381496595, -84.2182181998875",Shiawassee Humane Society,https://shspets.org/,shsstaff@yahoo.com,,,
,,,,Canine Companions Rescue Center,https://www.ccrcdogs.com/,ccrcdogs@ccrcdogs.com,,,
,,,,Adopt a Friend for Life of SW Michigan,https://adoptafriendforlife.org/,afl-president@adoptafriendforlife.org,,,
,,,,Advocates For Animal Rights (AFAR),https://www.facebook.com/AdvocatesForAnimalRights.org/,Info@MyAFAR.org,,,
,,,,The Un-Shelter,https://www.theunshelter.org/,theunshelter@gmail.com,,,
,,,,Michigan Animal Adoption Network,https://michigananimaladoptionnetwork.org/,miaan@att.net,,,
,,,"41.91129112997861, -84.88984050956006",Humane Society of Branch County,,hsbc@frontier.com,,,
,,,,Companion Pet Rescue,,CPResc@comcast.net,,,
,,,,Heavenly Paws of Michigan,https://heavenlypawsmi.com/,rescue@heavenlypawsmi.com,,,
,,,"42.8718320925121, -83.00094554320741",Detroit Animal Welfare Group (D.A.W.G),https://dawghous.com/,dawghous.detroit@gmail.com,,,
,,,"42.4961958345935, -83.16419227936863",Animal House of SE Michigan,https://sites.google.com/view/animal-house-of-se-michigan/home,,,,
,,,"42.511479314426914, -83.14109397487385",New Beginnings Animal Rescue,https://www.nbarmichigan.org/index.html,nbarmichigan@gmail.com,,,
,,,,The Cat Connection,https://www.catconnection.org/,momcat6369@gmail.com,,,
,,,"43.523098010993074, -83.98189815528201",Amazing Grace Animal Rescue,https://www.aganimalrescue.com/,pross@rossgrp.biz,,,
,,,,Michigan Cat Rescue,https://micatrescue.wixsite.com/micatrescue,adopt@micatrescue.org,,,
,,,,Mason County PAWS,https://masoncountypaws.org/,paws@masoncountypaws.org,,,
,,,,Cat Tail Acres,http://www.cattailacres.com/,cattailacressanctuary@gmail.com,,,
,,,,Michigan Animal Crew,https://www.facebook.com/Michigananimalcrew/,labuej@comcast.net ,,,
,,"42.38864161595933, -86.25724366266262","42.39027128476036, -86.25954123659402",Al-Van Humane Society,https://www.al-van.org/,info@mysite.com,,,
,,,,ALMOST HOME ANIMAL RESCUE LEAGUE ,https://almosthomeanimals.org/,info@almosthomeanimals.org,,,
,,,,Great Lakes Bully Brigade,https://sites.google.com/view/greatlakesbullybrigade/home,greatlakesbullybrigade@gmail.com,,,
,,,,K9 Resque,https://www.k9resque.org/,k9resque@gmail.com,,,
,,,,DETROIT DOG RESCUE,https://detroitdogrescue.com/,support@detroitdogrescue.com,,,
,,,,Precious Pets Adoption League,,vinnigrl99@aol.com,,,
,,,,Tigerlily Cat Rescue,,tigerlilyrescue@aol.com,,,
,,,,PAWS Animal Rescue,http://www.pawsanimalrescue.net/,pawsrescuemail@gmail.com,,,
,,,,"Little Mews Rescue, Inc",https://littlemews.org/,littlemews@yahoo.com,,,
,,,,AC PAW – Antrim County Pet & Animal Watch,https://acpaw.org/,ACpaw-2@torchlake.com,,,
,,,,Cherryland Humane Society,https://cherrylandhumane.org/,info@cherrylandhumane.org,,,
,,,,H.A.N.D.D.S. to the Rescue,https://handdstotherescue.com/,handds09@yahoo.com,grants@handdstotherescue.com,,
,,,,Guardians For Animals,https://www.guardiansforanimals.org/,gfainfo@comcast.net,,,
,,,"42.56771703198641, -83.19140096251306",Happy Homes Rescue,,happyhomesrescue@hotmail.com,,,
,,,,Paws for Life Rescue ,https://www.pawsforliferescue.org/,info@pawsforliferescue.org,,,
,,,,Elizabeth Lake Animal Rescue,http://elar.www1.50megs.com/,elarmom1@aol.com,,,
,,,,Making Miracles Animal Rescue,https://www.facebook.com/makingmiraclesanimalrescue,rescueme93@yahoo.com,,,
,,,,For The Love of Cats Rescue and Adoption,https://www.locrami.com/,info@locrami.com,,,
,"42.30999855785009, -83.12601093724953","42.98872399595506, -83.68131192988533","42.46584488278369, -83.04774678360747",All About Animals Rescue,https://allaboutanimalsrescue.org/,clinic@allaboutanimalsrescue.org,,,
,,,"42.46073806274748, -82.99458715562308",I Heart Dogs Rescue and Animal Haven,https://www.iheartdogs.org/,bark@iheartdogs.org,,,
,,,,Claws and Paws Rescue,https://www.clawsandpawsrescue.com/,clawsandpawsrescue1@gmail.com,,,
,,,,Ogemaw County Humane Society ,,ochs4paws@gmail.com,,,
,,,"42.912579508943324, -86.1410378150566",Harbor Humane Society,https://harborhumane.org/,office@harborhumane.org,,,
,,,,Good Karma Puppy Rescue,https://adoptgoodkarma.com/,char@adoptgoodkarma.com,,,
,,,,WAG Animal Rescue,https://waganimalrescue.com/,waganimalrescue@yahoo.com,,,
,,,"42.19261015127684, -83.16773160300016",Wyandotte Animal Shelter,https://wacshelter.com/about.html,wacvolunteers@gmail.com,,,
,,,,,,,,,
,,MINNESOTA,,,,,,,
,,,"43.64176787258986, -93.35928399334951",Humane Society of Freeborn County,https://www.freeborncountyhs.org/,freeborncohumanesociety@gmail.com,,,
,,,"45.85581540591856, -95.40798273901598",Lakes Area Humane Society,https://lakesareahumanesociety.org/,lahs@gctel.net,,,
,,,"45.20307315843084, -93.38263480744772",Purrs - N - Paws,,shelleypurr@msn.com,,,
,,,,The Kittens Cradle Ltd. ,https://www.thekittenscradle.org/,info@thekittenscradle.org,,,
,,,"43.66654604027238, -92.93702748735187",Mower County Humane Society,https://mchs.rescuegroups.org/,mchs-dogs@yahoo.com,,,
,,,,Lake of the Woods Humane                         Society,http://www.lowhumanesociety.com/,lowhumanesociety@gmail.com,,,
,,,"47.43864746158776, -94.84501478259814",Great River Rescue,https://www.greatriverrescue.com/,info@greatriverrescue.com,director@greatriverrescue.com,,
,,,,ACT V Rescue and Rehabilitation,http://actvrescue.org/,info@actvrescue.org,,,
,,,"43.64723241813651, -94.1206226887377",Faribault County Humane Society,https://www.fchs-mn.org/,fchspaws@gmail.com,,,
,,,,Midwest Animal Rescue & Services,https://www.midwestanimalrescue.org/,adoptionatmars@gmail.com,,,
,,,"46.59706079561034, -92.51096820114289",Second Chance Ranch,https://www.facebook.com/profile.php?id=100067149321773,sharrattcar@q.com,,,
,,,"44.792127428742184, -93.59942922828252",Carver-Scott Humane Society,https://www.carverscotths.org/,reception@carverscotths.org,,,
,,,,Southwest Metro Animal Rescue and Adoption Society ,https://www.swmetroanimalrescue.org/,swmetroanimalrescue@outlook.com,,,
,,,"47.48784302286319, -92.88066309332312",Precious Paws Humane Society of Chisholm,https://www.pphsc.com/,preciouspaws2011@hotmail.com,,,
,,,"47.2871812481649, -93.4324362324905",Star of the North Humane Society,https://www.facebook.com/profile.php?id=100068284935262,starnorthhumanesociety@gmail.com,,,
,,,,Animal Humane Society ,https://www.animalhumanesociety.org/,info@animalhumanesociety.org,,,
,,,"47.76482919896376, -96.59705683687717",Scruffy Tails Humane Society,,info@scruffytails.org,,,
,,,"46.85754950694687, -95.876655361152",Humane Society of the Lakes,https://humanesocietyofthelakes.org/,info@humanesocietyofthelakes.org,,,
,,,"46.84436533838343, -95.83127404387508",The Marshmallow Animal Shelter,https://www.marshmallowfoundation.org/,themarshmallowfoundation@yahoo.com,,,
,,,"46.835481271712275, -92.15393539129778",Animal Allies Humane Society,https://www.animalallies.net/,info@animalallies.net,,,
,,,"44.57281809970691, -93.3528736883097",Windmill Animal Rescue,https://www.windmillanimalrescue.com/,windmillanimalrescue@yahoo.com,,,
,,,,Martin County Humane Society,http://www.mchsofmn.org/,pawprints01@hotmail.com,,,
,,,,"Last Hope, Inc.",https://last-hope.org/,mail@last-hope.org,,,
,,,,Contented Critters,https://www.contentedcrittersmn.org/,contentedcrittersmn@gmail.com,,,
,,,,St. Francis of Assisi Animal Rescue,https://www.stfrananimal.org/,stfrancisaar@gmail.com,,,
,,,,Happy Tails Rescue,https://www.tailsrescue.org/,happy@tailsrescue.org,,,
,,,"45.64717708470186, -95.33485358427914",Pope County Humane Society,https://pchsmn.org/,PCHSpets@gmail.com,,,
,,,"46.91248447711871, -94.51394368111453",Paws and Claws Animal Rescue and Resort,https://www.pawsandclawsrr.org/,info@pawsandclawsrr.org,,,
,,,,Happy Hound Rescue,http://happyhoundrescue.org/,contact us,,,
,,,"44.72193185940378, -92.84374653040146",Animal Ark,https://animalarkmn.org/,Shelter@animalarkMN.org,,,
,,,,Precious Animals Worth Saving,https://www.pawsofjackson.com/,pawsofjackson@gmail.com,,,
,,,"45.98445648158871, -94.35788236276933",Morrison County Animal Humane Society,https://www.mcahs.org/,mcahs2021@gmail.com,,,
,,,,"Gemini Rottweiler and Pitbull Rescue, Inc.",,wildflower@farmerstel.net,,,
,,,"44.18698359599369, -94.0104903742805",Blue Earth Nicollet County Humane Society,https://benchs.org/,info@benchs.org,rrps@hickorytech.net,,
,,,,Mille Lacs County Animal Care & Protection,https://www.facebook.com/millelacscountyanimalcontrol/,millelacscountyanimalcontrol@gmail.com,,,
,,,,"Pet Project Rescue - Minneapolis, MN",https://petprojectrescue.com/,Info@PetProjectRescue.com,,,
,,,,Bitty Kitty Brigade,https://bittykittybrigade.org/,info@bittykittybrigade.org,,,
,,,,Twin Cities Pet Rescue,https://twincitiespetrescue.org/,info@twincitiespetrescue.org,,,
,,,"44.895040959508805, -93.44662522316206",Secondhand Hounds ,https://www.secondhandhounds.org/,info@secondhandhounds.org,,,
,,,,Homeward Bound Rescue of MN,https://www.homewardboundrescue.com/,hbrescuemn@gmail.com,,,
,,,"45.57926367256661, -95.92895769529667",Stevens Community Humane Society,https://www.stevenscommunityhumanesociety.org/,stevenshumanesociety@gmail.com,,,
,,,"44.302448699752084, -94.44228287547398",Brown County Humane Society,https://bchsnu.com/,bchsnu@hotmail.com,,,
,,,,Coco's Heart Dog Rescue,https://www.cocosheartdogrescue.org/,ashley@cocosheartdogrescue.org,,,
,,,"46.912308535518285, -95.08006213957681",Headwaters Animal Shelter,https://headwatersanimalshelter.org/index1.html,HAS@HeadwatersAnimalShelter.org,,,
,,,"46.528124728897424, -94.43264789604314",The Babinski Foundation,https://www.babinskifoundation.org/,donna@babinskifoundation.org,,,
,,,,S.O.S Rescue Relief Inc,https://www.theadoptapetshop.org/,theadoptapetshop@gmail.com,,,
,,,"45.54766477912422, -93.58612851336021",Ruff Start Rescue,https://ruffstartrescue.org/,info@ruffstartrescue.org,,,
,,,,Duke Memorial Redwood Area Animal Shelter,,adoptashelteranimaltoday@gmail.com,,,
,,,"44.043050270407974, -92.51105822038232",Paws and Claws Humane Society,https://www.pawsandclaws.org/wpweb/,info@pawsandclaws.org,,,
,,,"44.01076027775673, -92.46140943386398",Safe Haven Pet Rescue,https://safehavenpetrescue.com/,safehavencat@yahoo.com ,,,
,,,,No Kitten Left Behind-MN,https://www.facebook.com/nokittenleftbehind.mn/,amtauer@hotmail.com,,,
,,,"45.576927551941274, -94.1494060912596",Tri-County Humane Society,https://tricountyhumanesociety.org/,pets@tricountyhumanesociety.org,,,
,,,,"B.A.R.K, Being Advocates for Rescued K9's",https://barkmn.org/,info@barkmn.org,,,
,,,"44.95919431727773, -93.177482611038","Feline Rescue, Inc.",https://felinerescue.org/,info@felinerescue.org,,,
,,,"48.10248112986309, -96.14102674600424",Pennington County Humane Society,https://pawstrf.org/,pawstrf@pawstrf.org,,,
,,,"47.50170246194674, -92.55244868059265",Mesabi Humane Society,https://mesabihumanesociety.org/,info@mesabihumanesociety.org,,,
,,,"46.44408150076973, -95.14026294357981",Wadena County Humane Society,https://www.wadenacountyhumanesociety.org/,wadenacountyhumanesociety@gmail.com,,,
,,,"45.120712785650575, -95.0785628208125",Hawk Creek Animal Shelter,https://www.thehskmc.com/,shelter@thehskmc.com,,,
,,,,Northwoods Humane Society,https://northwoodshs.org/,info@northwoodshs.org,,,
,,,"45.991876440168184, -95.9624935261998",Grant County Humane Society,https://www.gchumsoc.org/,gchumsoc@runestone.net,,,
,,,,,,,,,
,,MISSISSIPPI,,,,,,,
,,,,Amory Humane Society,https://www.amoryshelter.com/,amoryhumane@gmail.com,,,
,,,"31.95880451783313, -89.28874074162628",Happy Healthy Pet Adoption,https://www.hhpa4pets.com/,hhpaoffice@hhpa4pets.com,,,
,,,"31.602069642491696, -90.43107679360544",Brookhaven Animal Rescue League,https://barl.net/,info@barl.net ,,,
,,,"34.17434843928257, -90.55346621152607",CARES Clarksdale Animal Shelter,http://www.caresclarksdale.com/,caresdesk@gmail.com,,,
,,,,"Shaw Pit Bull Rescue, Inc",https://www.shawpitbullrescue.com/,https://www.shawpitbullrescue.com/contact-us/,,,
,,,"32.00970011306956, -90.35466134723107",Copiah animal shelter,https://copiahanimalshelter.net/,copiahanimalshelter@yahoo.com,,,
,,,,Hopeful Hearts Animal Rescue,https://hopefulheartsanimalrescue.org/,mshopefulhearts@gmail.com,,,
,,,,In Defense of Animals,https://www.idausa.org/sanctuaries/hope-animal-sanctuary/,media@idausa.org,,,
,,,,The Hub City Humane Society,https://www.hubcityhumanesociety.org/under-construction,hubcityhumsoc@aol.com,,,
,,,"31.352296916277197, -89.33481625696827",Southern Pines Animal Shelter,https://www.southernpinesanimalshelter.org/,info@southernpinesanimalshelter.org,,,
,,,"32.35892096385224, -90.26540309147009",CARA (Community Animal Rescue & Adoption),https://carams.org/,cara@carams.org,,,
,,,,Pretty Kitty TNR,,PKTNR@PrettyKittyTNR.org,,,
,,,"31.67988836452434, -89.15803458529298",Laurel Animal Rescue League,https://laurelarl.wixsite.com/my-site,Laurelarl@att.net,,,
,,,"31.69607895150235, -89.08809163787181",SCAR-Southern Cross Animal Rescue,https://www.scarofms.org/,scarofms@gmail.com,,,
,,,,PALS Rescue Inc.,https://www.facebook.com/palsrescuems/,palsrescuems@gmail.com,,,
,,!!!!!!!!!!,"31.54258330541201, -91.36250576891818",Natchez Adams County Humane Society,https://nachs.org/,nachs.shelter@gmail.com,,,
,,,"30.413892886267124, -88.81544198886199",Gulf Coast Canine Rescue and Rehab,,tammy@gulfcoastcaninerescue.org,,,
,,,,Drifters’ Place,https://driftersplace.wordpress.com/,driftersplace@att.net,,,
,,,"34.38137753449407, -89.53812536622661",MS Critterz,https://mscritterz.com/,info@mscritterz.com,,,
,,,"32.34454195125082, -90.18744726677306",Animal Rescue Fund of Ms Inc.,https://www.arfms.org/,ejackson@arfms.org,,,
,,,"32.03455070949915, -88.73100669702748",Creature Comforts Clarke County,https://www.facebook.com/CreatureComfortsCC/,CreatureComfortsMS@gmail.com,,,
,,,"33.4333295493025, -88.83733577104134",Oktibbeha County Humane Society - Starkville Animal Shelter,https://www.ochsms.org/,info@ochsms.org,president@ochsms.org,,
,,,"34.68821058134286, -90.41208918791524",Tunica Humane Society,http://www.tunicahumanesociety.com/,tmke1@aol.com,,,
,,,"34.223912701206004, -88.74481997977634",Tupelo Lee Humane Society,https://tupeloleehumane.org/,info@tupeloleehumane.org,,,
,,,"31.18353459218236, -90.20552864068308",ST. FRANCIS ANIMAL SANCTUARY,https://www.sfas.org/,director.sfas@gmail.com,,,
,,,"30.852232493275594, -89.17824770866399",Stone County Society for the Prevention of Cruelty to Animals (SPCA),https://www.stonecountyspca.org/,office@stonecountyspca.org,,,
,,,,,,,,,
,,MISSOURI,,,,,,,
,,,,Angels Left Behind,https://angelsleftbehind.wixsite.com/website,angelsleftbehind@yahoo.com,,,
,,,"37.61295956008267, -93.47964790867589",Polk County Humane Society,https://www.polkcountyhumanesociety.org/,info@polkcountyhumanesociety.org,,,
,,,"36.652197326454264, -93.27582764423693",Branson Humane Society,https://bransonhumanesociety.com/index.html,sohhs417@gmail.com,,,
,,,,Eden Animal Haven,,edenanimalhaven?@gmail.com ,,,
,,,"39.763342917935205, -93.08030266251978",Animal Shelter of Linn County,http://www.animalshelteroflinncounty.com/index.shtml,linncountyhs@yahoo.com,,,
,,,"37.418107555758326, -89.68322211723043",Mac's Mission,https://www.macsmission.org/,macthepitbull@yahoo.com,,,
,,,"37.35141074814918, -89.57382102002107",Southeast Missouri Pets,https://semopets.org/,hssemo@semopets.org,,,
,,,"37.09760733471848, -94.3085642118257", Carthage Humane Society,https://criggerb.wixsite.com/humane,neuterorspay@yahoo.com,,,
,,,,Clinton Animal Rescue Envdeavor,,clintonanimalshelter@yahoo.com,,,
,,,,Barnie's Place Feline Rescue,https://www.barniesplacefelinerescue.org/,barniesplacefelinerescue@gmail.com,,,
,,,"38.93042151283216, -92.59170645925643",Second Chance,https://www.columbia2ndchance.org/,info@columbia2ndchance.org,,,
,,,"38.55528359534912, -90.36509991820532",Crestwood Animal Shelter,https://crestwoodanimalshelter.com/,info@crestwoodanimalshelter.com,,,
