code,name,address,city,email,phone,website
CAN0131,Paws for Hope Animal Foundation,,,INFO@PAWSFORHOPE.ORG,,http://www.pawsforhope.org/
CAN0132,People for Animals of Saskatchewan Inc.,,,INFO@REGINACATRESCUE.COM,,http://www.reginacatrescue.com/
CAN0133,Pets Alive Animal Rescue Niagara Inc.,,,petsaliveniagara@gmail.com,,http://www.petsalivniagara.ca/
CAN0138,PAWPRINTS ANIMAL RESCUE FOUNDATION,,,PAMELA@PAWPRINTSANIMALRESCUE.ORG,,http://pawprintsanimalrescue.org/
CAN0139,PAWS AND CLAWS ANIMAL RESCUE FOUNDATION,,,JANET@PAWSANDCLAWSANIMALRESCUE.CA,,http://www.pawsandclawsanimalrescue.ca/
CAN0145,PROTECTING ANIMAL LIFE SOCIETY (P.A.L.S.),,,NAKUSP.PALS@GMAIL.COM,,http://www.nakusppals.com/
CAN0148,Rocky Mountain Animal Rescue Foundation,,,ROCKYMOUNTAINANIMALRESCUE@GMAIL.COM,,http://rockymountainanimalrescue.com/
CAN0149,Rocky Organization for Animal Rescue Society,,,ROARSOCIETY@YAHOO.CA,,http://www.roarsociety.ca/
CAN0150,RESEAU SECOURS ANIMAL (R.S.A.)/ANIMAL RESCUE NETWORK (A.R.N.),,,communications.rsa.arn@gmail.com,,http://www.animalrescuenetwork.org/
CAN0151,RESPONSIBLE ANIMAL CARE SOCIETY,,,INFO@TRAC-BC.CA,,http://www.tracs-bc.ca/
CAN0157,SASKATCHEWAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,,,FRANCES@SSPCA.CA,,http://www.sspca.ca/
CAN0161,SECOND CHANCE ANIMAL RESCUE SOCIETY,,,scars@scarscare.ca,,http://www.scarscare.ca/
CAN0163,SOCIETE QUEBECOISE POUR LA DEFENCE DES ANIMAUX QUEBEC SOCIETY FOR THE DEFENCE OF ANIMALS,,,SQDA1976@GMAIL.COM,,http://www.sqda.org/
CAN0164,SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS SWIFT CURRENT BRANCH,,,DQUEBEC@SASKTEL.NET,,http://www.spcaswiftcurrent.com/
CAN0165,STERI-ANIMAL,,,LINDA.H@SYMPATICO.CA,,http://www.steri-animal.petfinder.org/
CAN0169,The Parsons Animal Rescue Foundation,,,info@daynahammond.com,,http://www.daynahammond.com/home/our-rescue-foundation
CAN0171,THE ANIMAL CANCER THERAPY SUBSIDIZATION SOCIETY (ACTSS),,,info@actssalberta.ca,,http://www.actssalberta.ca/
CAN0178,THE NORTHERN ONTARIO ANIMAL WELFARE SOCIETY,,,LINDA@NOAWS.COM,,http://www.noaws.com/
CAN0182,Valley Animal Rescue,,,VALLEYANIMALRESCUE@HOTMAIL.COM,,http://www.valleyanimalrescue.ca/
CAN0188,WHISTLER ANIMALS GALORE SOCIETY,,,WAG@WHISTERWAG.COM,,http://www.whistlerwag.com/
CAN0195,DELKATLA SANCTUARY SOCIETY,,,HECATEBIRD@GMAIL.COM,,http://haidagwallbirds.com/
CAN0201,GREYHAVEN EXOTIC BIRD SANCTUARY,,,INFO@GREYHAVEN.BC.CA,,http://www.greyhavenbirds.com/
CAN0203,Horse Rescue Ontario and Sanctuary,,,DEBBI.S.BROWN@GMAIL.COM,,http://www.horserescueontario.org/
CAN0204,HAPPY CAT SANCTUARY SOCIETY OF ALBERTA,,,ROHLBARB@GMAIL.COM,,http://www.happycatsanctuary.net/
CAN0205,HEARTS ON NOSES A MINI PIG SANCTUARY,,,HEARTSONNOSES@SHAW.CA,,http://heartsonnoses.com/
CAN0211,PAWS AND WHISKERS SANCTUARY INC.,,,PAWS@BELLALIANT.NET,,http://www.pawssussex.ca/
CAN0212,Running Rabbit Farm Rabbit Rescue Sanctuary and Education Centre,,,BUNNYLADY2@YAHOO.CA,,http://www.runningrabbitfarm.com/
CAN0213,RIDEAU VALLEY WILDLIFE SANCTUARY,,,INFO@RIDEAUWILDLIFE.ORG,,http://www.rideauwildlife.org/
CAN0218,The Alice Sanctuary,,,info@thealicesanctuary.org,,http://www.thealicesanctuary.ca/
CAN0219,The Ass Menagerie Sanctuary,,,leisa@assmenageriesanctuary.com,,http://www.assmenageriesanctuary.com/
CAN0224,Yamnuska Wolfdog Sanctuary Ltd.,,,YAMNUSKAWOLFDOGSANCTUARY@GMAIL.COM,,
