code,name,address,city,email,phone,website
USA0235,High Plateau Humane Society,,,HPHS@Ymail.com,,https://highplateauhumanesociety.blogspot.com/
USA0245,ALPHA Canine Sanctuary,,,http://www.alphacanines.org/contact/,,http://www.alphacanines.org/
USA0250,Wings of Rescue,,,pilot@wingsofrescue.org,,https://wingsofrescue.org/
USA0251,Solano County Friends of Animals,,,scfoahelpme@gmail.com,,https://scfoarescue.org/
USA0255,Southern Counties Rescue,,,info@southerncountiesrescue.org,,https://www.southerncountiesrescue.org/
USA0256,One Love Animal Rescue and Sanctuary,,,Info@oneloveanimals.com,,https://oneloveanimals.org/
USA0257,Throw Me A Bone Dog Rescue,,,throwmeabonerescue@gmail.com,,https://throwmeabonedogrescue.org/
USA0259,"Milo's Sanctuary, Inc",,,info@milossanctuary.org,,https://www.milossanctuary.org/
USA0260,Wine Country Animal Lovers,,,info@winecountryanimallovers.org,,https://winecountryanimallovers.org/
USA0263,C.A.R.E. Companion Animal Rescue Effort (Campbell),,,care@carepets.org,,https://carepets.org/
USA0264,Itty Bitty Orphan Kitty Rescue,,,info@ibokrescue.org,,https://www.ibokrescue.org/
USA0266,Mutt Match LA,,,info@muttmatchla.org,,https://www.muttmatchla.org/
USA0270,Wags And Whiskers Pet Rescue (Chico),,,lucyparks21@gmail.com,,http://www.wagsandwhiskerspetrescue.com/
USA0273,Chasing Tails,,,Chasing_Tails@Hotmail.com,,
USA0276,Stella's Hope,,,stellashope@gmail.com,,http://www.stellashope.org/
USA0277,Happiness IS Inc. (Covina),,,adopt@happinessisrescue.org,,https://www.facebook.com/HappinessIsRescueShelter/
USA0279,A Wish for Animals,,,questions@awishforanimals.org,,https://awishforanimals.org/
USA0281,Stonecliffe Animal Rescue,,,contact@stoneclifferescue.org,,
USA0283,East County Animal Rescue,,,info@eastcountyanimalrescue.org,,https://www.eastcountyanimalrescue.org/
USA0287,Fat Kitty City,,,https://www.fatkittycity.org/contact.html#/,,https://www.fatkittycity.org
USA0289,PAL Rescue & Adoption,,,pal@palrescue.org,,
USA0290,SAS - Sisters Animal Sanctuary,,,sistersanimalsanctuary@frontiernet.net,,https://sistersanimalsanctuary.com/
USA0293,Precious Pals Pet Rescue,,,preciouspalspetrescue@gmail.com,,https://www.preciouspalspetrescue.org/site/
USA0295,Angels of Rawley Foundation - ARF,,,ARFadopt@angelsofrawley.org,,http://angelsofrawleyfoundation.org/?ado=adopt&page=photo-album
USA0297,Dobies and Little Paws Rescue,,,dobierescue@earthlink.net,,http://www.dobiesandlittlepawsrescue.org/
USA0298,CMSR - California Miniature Schnauzer Rescue,,,schnauzer@dslextreme.com,,http://www.schnauzers.us/
USA0305,Feral Paws Rescue Group,,,feralpawrescuegroup@gmail.com,,https://www.fprg.org/
USA0306,For the Sake of Dogs,,,forthesakeofdogs02@gmail.com,,http://forthesakeofdogs.org/
USA0310,Barks of Love,,,rescue@barksoflove.org,,https://barksoflove.org/index.html
USA0311,Orange County Cavy Haven,,,cavyhaven_info@yahoo.com,,http://www.cavyhaven.org/
USA0312,Save the Dals,,,info@savethedals.org,,http://savethedals.org/
USA0313,South County Tail Waggers,,,info@sctailwaggers.org,,https://www.sctailwaggers.org/
USA0314,D.E.L.T.A. Rescue,,,info@deltarescue.org,,https://deltarescue.org/
USA0316,NorCal Poodle Rescue,,,norcalpoodlerescueinc@gmail.com,,https://www.norcalpoodlerescueadoption.com/
USA0323,Animal Lives Matter Inc.,,,ALMsaveslives@gmail.com,,https://animallivesmatterinc.org/
USA0326,Opossum Society of the United States,,,OSUS@OpossumSocietyUS.org,,https://opossumsocietyus.org/
USA0329,Rescuing Cujo,,,Rescuingcujo@gmail.com,,https://www.rescuingcujo.com/
USA0332,Pawsitive Connections,,,info@pawsitiveconnections.org,,https://www.pawsitiveconnections.org/
USA0337,Hooks Home Bound Rescue,,,Hooks@hhbrescue.com,,https://www.hhbrescue.com/
USA0345,Tails of Gray,,,info@tailsofgray.org,,http://www.tailsofgray.org/
USA0347,"Hoofs, Paws and Claws Haven",,,hoofspawsandclawshaven@gmail.com,,https://hpchaven.wixsite.com/hpch
USA0350,Jellicle Cats Rescue Foundation,,,jelliclecatsrescuefoundation@gmail.com,,https://www.jelliclecatsrescuefoundation.com/
USA0352,ZAZZY CATS KITTY RESCUE,,,zazzycatsrescue@live.com,,https://www.zazzycats.org/
USA0353,Black Cat Holistic Rescue,,,blackcatholisticrescue@gmail.com,,https://www.blackcatholisticrescue.org/
USA0354,Bullys Rescued and Valued Equally - B.R.A.V.E. Rescue,,,braverescue101@gmail.com,,https://braverescue101.wixsite.com/brave/about-brave
USA0356,CatCafe Lounge,,,info@catcafelounge.com,,https://www.catcafelounge.com/
USA0357,Eastwood Ranch Foundation,,,Adoption@eastwoodranch.org,,https://eastwoodranch.org/
USA0361,Kitty Bungalow Charm School for Wayward Cats,,,Communications@kittybungalow.org,,https://www.kittybungalow.org/
USA0363,Michelson Found Animals Foundation,,,marketing@foundanimals.org,,https://www.foundanimals.org/
USA0366,Stray Cat Alliance,,,development@straycatalliance.org,,https://straycatalliance.org/
USA0367,Tails of the City Animal Rescue,,,tailsofthecityrescue@gmail.com,,https://www.tailsofthecityrescue.org/
USA0368,The Cat's Meow Animal Rescue,,,info@thecatsmeowanimalrescue.org,,https://thecatsmeowanimalrescue.org/
USA0375,SaveABunny,,,info@saveabunny.org,,https://saveabunny.org/
USA0377,New Beginnings for Animals,,,info@greatpets.org,,https://greatpets.org/
USA0379,LIFELINE FOR PETS,,,info@lifelineforpets.org,,https://www.lifelineforpets.org/
USA0380,Bubbas Hug A Pug Rescue & Friends,,,info@bubbashugapugrescue.org,,https://www.bubbashugapugrescue.org/
USA0383,Jameson Animal Rescue Ranch,,,helpinganimals@jamesonhumane.org,,https://www.jamesonanimalrescueranch.org/
USA0384,New Leash On Life,,,info@nlol.org,,https://www.nlol.org/
USA0388,Animals In Need Fund,,,ainfund2@gmail.com,,https://www.ainfund.org/
USA0389,Heaven on Earth,,,info@heavenlypets.org,,https://heavenlypets.org/
USA0390,Jake's Place,,,adoptions@jakesplacecatrescue.org,,http://www.jakesplacecatrescue.org/
USA1599,Almost Home Rescue,,,info_ahr@yahoo.com,,https://www.almosthomerescue.net/
USA0394,CAT TOWN,,,info@cattownoakland.org,,https://mainecoonadoptions.com/
USA0405,Fetching Companions (Palos Verdes),,,info@fetchingcompanions.org,,http://www.fetchingcompanions.org/
USA0408,GreySave,,,info@greysave.org,,https://www.greysave.org/
USA0409,Big Dog Rescue,,,info@homelesshounds.us,,https://www.homelesshounds.us/
USA0411,North Bay Canine Rescue & Placement,,,lucindainf@gmail.com,,https://northbaycanine.org/
USA0412,"Save a Small Dog Rescue, Inc.",,,saveasmalldogrescue@gmail.com,,https://www.saveasmalldogrescue.org/
USA0413,K9 Paw Print Rescue,,,k9pawprintrescue@gmail.com,,https://www.k9pawprintrescue.org/
USA0417,Cats in Need - Southern California,,,catsinneed@yahoo.com,,https://catsinneed.com/
USA0419,"Rescue and Rehome, Inc.",,,rescuenrehome@gmail.com,,https://www.facebook.com/rescueqv/
USA0420,H.E.L.P. (a Home for Every Living Pet),,,helppets12@gmail.com,,https://www.homeforeverylivingpet.org/
USA0423,Mutts Transport Service (DBA) Tails of Rescue,,,dogvolunteer@gmail.com,,https://tailsofrescue.org/
USA0424,The Redlands Humane Society,,,redlandshumane@yahoo.com,,http://redlandshumane.org/
USA0425,A Cat’s Tale Rescue,,,contact@acatstale.org,,https://acatstale.org/
USA0426,PURRfect Partners,,,cats@purrfectpartners4cats.com,,https://purrfectpartners4cats.com/
USA0427,Rover Rescue,,,https://www.roverrescue.com/page/contact/,,https://www.roverrescue.com/
USA0428,Humanimal Connection,,,info@humanimalconnection.com,,http://humanimalconnection.com/
USA0431,Pound Puppy Rescue,,,info@poundpuppyrescue.org,,http://poundpuppyrescue.org/
USA0435,Change of Heart Pit Bull Rescue,,,cohpitbullrescue@yahoo.com,,
USA0437,PetEmber Animal Rescue,,,petemberrescue@gmail.com,,
USA0438,Sunny Oasis Rescue,,,sunnyoasisrescue@sbcglobal.net,,https://www.facebook.com/SunnyOasisDoxieRescue/
USA0444,SPCA Monterey County,,,info@spcamc.org,,https://www.spcamc.org/
USA0445,Bay Area Alliance for Animals,,,info@bayareaA4A.org,,http://www.bayareaa4a.org/
USA0446,Homeless Cat Network,,,info@homelesscatnetwork.com,,https://www.homelesscatnetwork.com/
USA0447,Feral Cat Coalition,,,feralcats@cox.net,,https://www.feralcat.com/
USA0448,"Rescue House, Inc.",,,mail@rescuehouse.org,,https://rescuehouse.org/
USA0450,Azaya Ranch Sanctuary,,,info@azayaranchsanctuary.org,,https://azayaranchsanctuary.org/
USA0451,Family Dog Rescue,,,adopt@ilovefamilydog.org,,https://ilovefamilydog.org/
USA0456,Rocket Dog Rescue,,,info@rocketdogrescue.org,,https://www.rocketdogrescue.org/
USA0460,13th Street Cat Rescue,,,info@13thstcats.org,,https://www.13thstcats.org/
USA0461,Nike Animal Rescue Foundation,,,linda@narfrescue.org,,https://narfrescue.org/
USA0462,Tailchaser Rescue,,,info@tcrescue.com,,https://tcrescue.com/
USA0466,San Francisco Samoyed Rescue (SFSR),,,rescue@sfsr.org,,https://www.sfsr.org/
USA0467,Baja Rescue,,,info@bajadogrescue.org,,https://bajadogrescue.org/
USA0470,Project Purr,,,info@projectpurr.org,,http://www.projectpurr.org/
USA0474,The Forgotten Dog Foundation,,,info@theforgottendog.org,,https://theforgottendog.org/
USA0475,Voice For the Animals Foundation,,,info@vftafoundation.org,,https://www.vftafoundation.org/
USA0480,The Rabbit Haven,,,director@therabbithaven.org,,http://therabbithaven.org/
USA0484,Animal Hope and Wellness Foundation,,,info@animalhopeandwellness.org,,https://www.animalhopeandwellness.org/
USA0485,"C.A.R.E., Cat/Canine Assistance, Referral & Education",,,mail@care4pets.org,,https://www.care4pets.org/
USA0486,Camp Cocker Rescue,,,CampCockerInformation@gmail.com,,https://www.campcocker.com/
USA0487,Heart of a Horse,,,contact@heartofahorse.org,,https://www.facebook.com/heartofahorse/
USA0490,Foundation for the Care of Indigent Animals,,,FCIAadoptions@aol.com,,
USA0492,The Rescue Train,,,info@therescuetrain.org,,https://therescuetrain.org/
USA0493,"Save A Rescue, Inc.",,,Bev@SaveARescue.org,,https://savearescue.org/orgsandrescues/listing/sun-city-k9-adoptions
USA0494,Leave No Paws Behind,,,info@leavenopawsbehind.com,,https://leavenopawsbehind.org/
USA0495,S.A.F.E. Rescue Team - Saving Animals from Euthanasia,,,safe@saferescueteam.org,,https://saferescueteam.org/
USA0498,STOP - Save Tehachapis Orphaned Pets,,,contact@stoprescue.org,,https://www.stoprescue.org/
USA0499,Retrievers and Friends of Southern California,,,info@retrieversandfriends.com,,http://www.retrieversandfriends.com/
USA0500,Domino Effect Animal Rescue,,,info@dominoeffectanimalrescue.org,,http://www.dominoeffectanimalrescue.org/
USA0501,Second Chance At Love,,,ilovedogs@tcsn.net,,https://www.secondchancelove.org/
USA0502,"Paw Works, Inc.",,,info@pawworks.org,,https://www.pawworks.org/
USA0504,Animal Rescue of Tracy,,,contact@AnimalRescueTracy.org,,https://www.animalrescuetracy.org/
USA0505,Humane Society of Truckee-Tahoe,,,info@hstt.org,,https://hstt.org/
USA0506,Friends of Turlock Animal Shelter,,,turlockanimals@aol.com,,http://www.turlockanimals.com/
USA0508,Lazy Dog Rescue,,,lazydogrescue@gmail.com,,http://www.lazydogrescue.net/
USA0512,Greyfoot Cat Rescue,,,greyfootcat@gmail.com,,
USA0513,P.A.T.C.H. Rescue,,,PatchRescue@gmail.com,,http://www.patchrescue.com/
USA0514,"Gabby’s Animal Rescue, Inc.",,,gabbysanimalrescue@hotmail.com,,https://gabbysanimalrescuevisalia.org/
USA0547,Douglas County Canine Rescue,,,ContactUs@douglascountycanine.org,,
USA0518,Second Chance Pet Adoptions,,,info@SecondChancePetAdoptions.org,,http://secondchancepetadoptions.org/
USA0520,Southern California Abyssinian Rescue,,,marla@socaabyrescue.com,,https://www.socaabyrescue.com/
USA0522,J.J. Woofin' Paws Rescue Agency,,,jjwoofinpaws@gmail.com,,https://www.jjwoofinpaws.com/
USA0523,"krazy for kats, inc.",,,michele@krazyforkats.com,,https://www.krazyforkats.org/
USA0524,Happier Tails Rescue,,,HappierTailsRescue@gmail.com,,https://htrescue.org/
USA0527,Luna Siberian Rescue,,,Lunasiberianrescue@aol.com,,https://lunasiberianrescue.dog/
USA0528,USA - COLORADO,,,,,
USA0532,Demi’s Animal Rescue,,,info@demisanimalrescue.com,,https://demisanimalrescue.com/
USA0534,Forgotten Felines Rescue,,,info@forgottenfelinesdenver.org,,https://forgottenfelinesdenver.org/
USA0536,"Rocky Mountain Great Dane Rescue, Inc",,,adoptadane@rmgreatdane.org,,http://rmgreatdane.org/
USA0539,Summit Dog Rescue,,,summitdogrescue@yahoo.com,,https://www.summitdogrescue.org/
USA0540,Animal Rescue of the Rockies,,,admin@arrcolorado.org,,https://arrcolorado.org/about/
USA0541,Creative Acres,,,CreativeAcre@aol.com,,https://www.facebook.com/profile.php?id=100067597956665
USA0543,Colorado House Rabbit Society,,,co-hrs@comcast.net,,
USA0544,Do Over Dogs,,,dooverdogs@hotmail.com,,https://dooverdogs.com/
USA0549,"9 Lives Rescue, Inc.",,,info@colorado9lives.com,,https://colorado9lives.com/
USA0550,Chihuahua & Small Dog Rescue,,,info@chihuahua-smalldogrescue.org,,https://chihuahua-smalldogrescue.org/
USA0551,El Paso County Canine Rescue,,,elpasocountycanine@gmail.com,,https://www.elpasocountycanine.org/
USA0556,Wild Blue Cats,,,contact@wbcats.org,,https://www.facebook.com/wbcats.org/
USA0558,Cayleb's Kindred Senior Dog Rescue,,,caylebskindred@gmail.com,,http://caylebskindred.weebly.com/
USA0561,Front Range German Shepherd Rescue,,,Gs44@aol.com,,https://frgsr.rescuegroups.org/
USA0562,Ho-Bo Care,,,info@hobocare.org,,https://www.hobocare.org/
USA0563,HomeComings Dog Rescue,,,homecomingsrescue@gmail.com,,
USA0565,PawsCo,,,director@pawscoadoptions.org,,https://pawsco.org/
USA0572,Eagle Valley Humane Society,,,humane@vail.net,,https://www.adoptafriend.org/
USA0573,Colorado Shiba Inu Rescue (COSIR),,,adopt@coloradoshibainurescue.org,,https://coloradoshibainurescue.org/
USA0575,Circle 2 Rescue,,,circle2rescue@yahoo.com,,https://www.circle2rescue.com/
USA0576,Evergreen Animal Protective League,,,eaplevergreen@eapl.com,,https://eapl.com/
USA0577,Retriever Rescue of Colorado,,,retrieversrroc@gmail.com,,https://retrieverrescueofcolorado.com/
USA0580,Bounce Animal Rescue,,,contact@bounceanimalrescue.org,,https://bounceanimalrescue.org/
USA0582,Izzy’s Place Senior Dog Rescue,,,Nicolerescue@gmail.com,,https://izzysplaceseniordogrescue.org/
