code,name,address,city,email,phone,website
ITA0109,ENPA Trento - Ente Nazionale Protezione Animali,"Via Briga Acqui 34, 38100 Trento",,trento@enpa.org,,https://www.enpa.org
ITA0110,PAN-E.P.P.A.A. ETS - Protezione Animali Natura / Gattile Trento + Gattile Rovereto + Gattile Riva del Garda,"Sede: Via Balteri 2, 38068 Rovereto | Gattile TN: Via San Martino 23, 38122 Trento | Gattile Riva: Viale dei Tigli 47/d, 38066 Riva del Garda",,info@pan-eppaa.org / gattilepantn@outlook.it,339 4141717 (Rovereto) / 0461 232810 (gattile TN) / 0464 522171 (Riva del Garda),https://www.pan-eppaa.org
ITA0111,Centro Felix - Gattile di Trento,"Vicolo dei Gaudenti 10, 38122 Trento",,,0461 981481,
ITA0112,"A.D.A. - Associazione Difesa Animali, Arco / Rifugio di Arco","Via Santa Caterina 113c, 38062 Arco",,info@adaarco.it,339 1905444,https://www.adaarco.it
ITA0114,Coop 90 - Rifugio temporaneo per randagi Pergine,"Via Al Lago 11/A, 38057 Pergine Valsugana",,coop90@gmail.com,0461 534034,
ITA0124,a.A.a. - Associazione Alto Atesina per gli Animali,"Via Bellini 3, 39012 Merano",,,,
ITA0125,TSV Überetsch / Tierschutzverein Oltradige e Bassa Atesina - Associazione Protezione Animali,Caldaro sulla Strada del Vino (BZ),,info@tsv-ueberetsch.it,,https://www.tsv-ueberetsch.it
ITA0126,ODV Tierschutzverein Vinschgau / Ass. Protezione Animali Val Venosta,Val Venosta (BZ),,,,
ITA0127,Homeless Pets APS - Bolzano,"Via Crispi 17, 39100 Bolzano",,info@homelesspetsbz.it,331 3534437,https://www.homelesspetsbz.it
ITA0135,OIPA - Sezione Verona / Nucleo Guardie Eco-Zoofile,,,verona@oipa.org,,https://www.oipa.org/italia/delegazioni/verona/
ITA0138,Tribù Animale ONLUS,37122 Verona,,,333 2162998,https://www.tribuanimale.org
ITA0144,OIPA - Sezione Padova,,,padova@oipa.org,,https://www.oipa.org/italia/delegazioni/padova/
ITA0145,Parco Zoofilo Hotel Dog's - Canile privato,"Via Bosco 12, Correzzola",,,049 5853320,
ITA0146,Felix & Fido ODV,Padova (PD),,,,
ITA0147,"LAV - Lega Anti Vivisezione, sportello Padova",,,padova@lav.it,,https://www.lav.it
ITA0154,"LAV - Lega Anti Vivisezione, sportello Treviso",,,treviso@lav.it,,https://www.lav.it
ITA0155,ENPA Venezia / Mira - Rifugio San Giuliano Mestre + Rifugio Mira,"Rifugio Mira: Via Maestri del Lavoro 101, Loc. Giare, Mira | Rifugio S.Giuliano: Via Forte Marghera 30, 30173 Venezia",,venezia@enpa.org / mira@enpa.org,329 6799926 / 347 6455649,https://enpamira.com
ITA0163,OIPA - Sezione Venezia,,,venezia@oipa.org,,https://www.oipa.org/italia/delegazioni/venezia/
ITA0164,"LAV - Lega Anti Vivisezione, sportello Venezia",,,venezia@lav.it,,https://www.lav.it
ITA0167,Canile privato di Lonigo,"Via San Vettore 21, 36045 Lonigo",,,0444 833499 / 335 6919967,
ITA0168,Rifugio del Cane Noventa Vicentina,"Via Saline 79, 36025 Noventa Vicentina",,,0444 860809,
ITA0171,Azienda Agricola Del Sengio - Recoaro Terme,"Contrada Benetti 7, 36076 Recoaro Terme",,radamesbenetti@libero.it,0445 76404 / 335 6532486,
ITA0172,OIPA - Sezione Vicenza,,,vicenza@oipa.org,,https://www.oipa.org/italia/delegazioni/vicenza/
ITA0173,"LAV - Lega Anti Vivisezione, sportello Vicenza",,,vicenza@lav.it,,https://www.lav.it
ITA0174,Canile sanitario ULSS 1 di Belluno,"Via Cappellari 46, 32100 Belluno",,icilio.manzi@ulss.belluno.it,0437 943941 / 0437 940183,
ITA0179,Canile Sanitario Fenil del Turco - ULSS 18,"Via Argine Zucca 3/D, 45100 Rovigo",,canile.sanitario@ulss18.rovigo.it,0425 35772,
ITA0180,Venus in Fur ODV - Colonie Feline + Volontariato,Provincia di Rovigo,,,,https://venusinfur.wordpress.com
ITA0181,OIPA - Sezione Rovigo,,,rovigo@oipa.org,,https://www.oipa.org/italia/delegazioni/rovigo/
ITA0184,ASTAD ODV - Associazione Maria Nora Economo per la Tutela dell'Animale Domestico / Rifugio Opicina,"Strada per Rupingrande 1098, 34151 Trieste (Opicina)",,rifugio.astad@gmail.com,040 211292,https://www.astadrifugioanimali.org
ITA0188,OIPA - Nucleo Guardie Eco-Zoofile Trieste,,,guardietrieste@oipa.org,349 8045912,https://www.guardiezoofile.info/nuclei/friuli-venezia-giulia/trieste/
ITA0193,La Cuccia ODV - Rifugio Cani (Canile Comunale Gorizia in gestione) + Gattile,"Via San Francesco 2, Loc. Dobbia, Staranzano (GO) | Sede: Via dei Boschetti 40, Monfalcone",,info@lacucciamonfalcone.it,392 5090011,
ITA0194,Canile Comunale di Gorizia (gestione La Cuccia),"Via del Camposanto, Lucinico, 34170 Gorizia",,info@lacucciamonfalcone.it,366 3701902,
ITA0195,Rifugio Gatti di Gorizia (AIPA),"Via degli Scogli 40, 34170 Gorizia",,sedeaipa@katamail.com,0481 82173,
ITA0197,OIPA - Nucleo Guardie Eco-Zoofile Gorizia,,,gorizia@oipa.org,,https://www.oipa.org/italia/delegazioni/gorizia/
ITA0200,Canile Comprensoriale di Rive d'Arcano,"Via Camin, Fraz. Arcano Superiore, 33030 Rive d'Arcano",,,0432 801288,
ITA0201,Canile Pubblico di Udine (gestione ENPA),"Via Lumignacco 333/337, 33100 Udine",,udine@enpa.org,0432 601228,
ITA0215,Canile Comprensoriale di Imola - COALA ODV,"Via Gambellara 44, 40026 Imola",,coalaimola@hotmail.it,0542 640485,http://canile.imola.info
ITA0223,Oasi Felix - Colonia Felina Medicina,"Via Caduti di Cefalonia 266, 40059 Medicina",,oasifelixmedicina@gmail.com,333 4725817 / 051 851678,
ITA0224,OIPA - Sezione Bologna,,,bologna@oipa.org,,https://www.oipa.org/italia/delegazioni/bologna/
ITA0229,Centro Protezione del Cane - Fiscaglia/Migliaro,"Via Pasubio 39, 44021 Fiscaglia",,,0533 539483,
ITA0230,Canile Intercomunale di Portomaggiore - Portoverrara,"Via Cavrea 4, 44015 Portomaggiore",,,0532 812885,https://canilediportoverrara.weebly.com
ITA0236,"LNDC - Rifugio La Pioppa, sez. Forlì","Via Bassetta 16/D, Loc. Villanova, 47122 Forlì",,lega.cane.forli@libero.it,339 2035984,https://rifugiolapioppa.wixsite.com/lndcforli
ITA0237,Canile Comunale di Cesena,"Via Cesuola 1351, Rio Eremo, 47521 Cesena",,,0547 27730,
ITA0216,Canile Intercomunale di Budrio - Ass. Rifugio di Bagnarola,"Via Fondazza 7/A, 40054 Budrio",,posta@canile.org,051 6929300 / 328 2297513,
ITA0219,Canile Intercomunale Savena - Coop. Lo Scoiattolo,"Via dei Mulini 20/2 Loc. Scascoli, 40053 Loiano",,canile@scoiattolo.org,328 1006998,
ITA0227,Canile Comunale di Ferrara Emma Verzella,"Via Gramicia 120, 44122 Ferrara",,canile.ferrara@tdbcenter.com,0532 751454,https://servizi.comune.fe.it/1099/canile-comunale
ITA0238,OIPA - Sezione Forlì-Cesena,,,forli@oipa.org,,https://www.oipa.org/italia/delegazioni/forli-cesena/
ITA0243,Canile Comunale di Spilamberto,"Via Ponte Marianna 54, 41057 Spilamberto",,canilespilamberto@gmail.com,320 4355755,
ITA0244,Canile Intercomunale di Pavullo nel Frignano,"Via della Fonte 36, 41026 Pavullo nel Frignano",,,0536 20362,
ITA0245,AIUTAPPENNIN ONLUS - Castelnovo ne' Monti / Modena,,,,339 3229144 / 346 2395893,https://www.aiutappennin.org
ITA0249,Canile di Fidenza Borgobau,"Via Milano 100 DX, 43036 Fidenza",,borgobaufidenza@gmail.com,0525 517274,https://borgobaufidenza.weebly.com
ITA0250,Canile Municipale di Parma Lilli e il Vagabondo,"Via Paradigna 63, 43122 Parma",,canile@comune.parma.it,0521 218743,
ITA0256,Canile Municipale di Piacenza,"Strada alla Madonnina 34, 29122 Piacenza",,,0523 610144,
ITA0257,Canile Comunale di Castell'Arquato - Asilo del Cane,"Loc. Fornace Verani, 29014 Castell'Arquato",,rifugio.delcane@libero.it,335 8359682,
ITA0258,OIPA - Sezione Piacenza,,,piacenza@oipa.org,,https://www.oipa.org/italia/delegazioni/piacenza/
ITA0263,Canile Comunale di Cervia,"Via delle Ghiane 186, 48015 Cervia",,canile.cervia@live.it,0544 995667,
ITA0264,Canile Comprensoriale di Lugo - Cinoservizio,"Via Borsellino 8, 48022 Lugo",,,0545 81422,
ITA0265,OIPA - Sezione Ravenna,,,ravenna@oipa.org,,https://www.oipa.org/italia/delegazioni/ravenna/
ITA0271,Canile La Quiete,"Via Claudia 73/A, 42024 Castelnovo di Sotto",,info@laquiete.info,0522 682374 / 338 4724780,https://www.laquiete.info
ITA0272,OIPA - Sezione Reggio Emilia,,,reggioEmilia@oipa.org,,https://www.oipa.org/italia/delegazioni/reggio-emilia/
ITA0273,"LAV - Lega Anti Vivisezione, sportello Reggio Emilia",,,reggioEmilia@lav.it,,https://www.lav.it
ITA0274,ENPA Rimini,,,rimini@enpa.org,,https://www.enpa.org
ITA0275,Canile Intercomunale di Riccione Emma e Murphy,"Viale Albana 12, 47838 Riccione",,info@canilericcione.it,0541 645454,https://www.canilericcione.it
ITA0286,Rifugio per Cani Agrilia ODV,"Strada Ponte Pattoli - Monte Bello 2, 06134 Perugia",,agrilia@agrilia.it,075 6940287 / 349 2810485 / 346 7473996 / 333 4000957,https://www.rifugiopercaniagrilia.org
ITA0287,Canile Comprensoriale di Gubbio,"Loc. Ferratelle, 06024 Gubbio",,,075 9274963,
ITA0288,Canile Municipale di Assisi,"Loc. Ponterosso, 06081 Assisi",,,340 2204362,
ITA0292,Rifugio Clitunno - Campello sul Clitunno,"Via 3 Ponti - Strada Vicinale Torrente Marroggia, 06042 Campello sul Clitunno",,,338 2671985,
ITA0296,OIPA - Sezione Perugia / Nucleo Guardie Zoofile,,,perugia@oipa.org,,https://www.oipa.org/italia/delegazioni/perugia/
ITA0299,Associazione B.I.O.S. di Terni - Attività ambientaliste/animaliste,"Voc. Sovano, Piediluco, 05100 Terni",,,,
ITA0300,ENPA Terni - Ente Nazionale Protezione Animali,"Corso Cornelio Tacito 5, 05100 Terni",,terni@enpa.org,,https://www.enpa.org
ITA0302,Canile Municipale Rifugio di Colleluna - Terni,"Strada di Lagarello, zona Colleluna, 05100 Terni",,,0744 241340,
ITA0304,Dog Paradise - ENPA Narni,"Loc. Campoforte, Fraz. Schifanoia, 05035 Narni",,dogparadisesrl@pec.it,0744 460384,
ITA0430,Canile Municipale di Piombino,"Loc. Macelli, 57025 Piombino",,,334 6643138 / 348 0391243,
ITA0305,Canile di Orvieto - Rifugio Castelgiorgio,"Via dei Tessitori, 05018 Orvieto (Castelgiorgio area)",,,0763 316110 / 333 4657716 / 333 9149516,
ITA0320,Ass. ASTA ODV,"Via Sante Bargellini 18, Roma",,info@associazioneasta.org,,https://www.associazioneasta.org
ITA0331,Ass. GrottaferrataFido ONLUS,Grottaferrata (RM),,,338 8729651,
ITA0337,Arcipelago 2000 ONLUS,Roma (RM),,,,https://www.arcipelago2000.it
ITA0338,LIPU Roma - Lega Italiana Protezione Uccelli,"Via Trevisani 35, Roma",,roma@lipu.it,,https://www.lipu.it
ITA0339,WWF Lazio - Sezione Regionale,"Via Po 25/c, 00198 Roma",,lazio@wwf.it,06 8558251,https://www.wwf.it
ITA0346,OIPA - Sezione Latina,,,latina@oipa.org,,https://www.oipa.org/italia/delegazioni/latina/
ITA0347,"LAV - Lega Anti Vivisezione, sportello Latina",,,latina@lav.it,,https://www.lav.it
ITA0349,Canile Iafrate Mara - Arpino,"Via Vagni 43, 03033 Arpino",,anna.aclonlus@gmail.com,0776 218416 / 333 9321894,
ITA0350,Canile Recchia Maria Teresa - Arpino,"Via Pallisco 6, 03033 Arpino",,anna.aclonlus@gmail.com,0776 849506 / 348 2378100,
ITA0351,Rifugio LAPA - Cassino,"Via Cimarosa 12, 03043 Cassino",,megdambrosio@gmail.com,320 4418463 / 338 2834789,
ITA0355,OIPA - Sezione Frosinone,,,frosinone@oipa.org,,https://www.oipa.org/italia/delegazioni/frosinone/
ITA0356,"LAV - Lega Anti Vivisezione, sportello Frosinone",,,frosinone@lav.it,,https://www.lav.it
ITA0358,ENPA Rieti,,,rieti@enpa.org,,https://www.enpa.org
ITA0359,OIPA - Sezione Rieti,,,rieti@oipa.org,,https://www.oipa.org/italia/delegazioni/rieti/
ITA0360,"LAV - Lega Anti Vivisezione, sportello Rieti",,,rieti@lav.it,,https://www.lav.it
ITA0361,Canile Comunale di Viterbo / Bagnaia - Ass. Animali Amici,"Strada Novepani, Bagnaia, 01100 Viterbo",,animaliamici@gmail.com,0761 288837 / 340 0667754,
ITA0362,Canile La Quercia Rossa - Viterbo,"Strada Grottana Km 2,400, Loc. S. Maria, Viterbo",,laquerciarossa@gmail.com,0761 367656 / 349 3230088,
ITA0367,ENPA Viterbo,,,viterbo@enpa.org,,https://www.enpa.org
ITA0368,OIPA - Sezione Viterbo,,,viterbo@oipa.org,,https://www.oipa.org/italia/delegazioni/viterbo/
ITA0363,Canile Bartolomei - Viterbo,"Via San Quirico, Viterbo",,lavocedelcane@yahoo.it,340 9644767 / 347 4374795,
ITA0373,"U.N.A. - Uomo Natura Animali, sez. San Piero a Sieve","Via Provinciale 58, 50037 San Piero a Sieve",,,055 848019,
ITA0375,Associazione Amici del Cane ADEC ONLUS - Campi Bisenzio,"Viale dei Mille 8, Campi Bisenzio",,,055 574433,
ITA0376,Gattile A.M.A. ONLUS - Amici del Mondo Animale,"Via da Bencistà a Gorioli, 50067 Bagno a Ripoli (già Via Mariti 47r Firenze)",,,055 3215532,
ITA0383,"LAV - Lega Anti Vivisezione, sez. Firenze","Via Masaccio 122, 50132 Firenze",,firenze@lav.it,055 572034,https://www.lav.it
ITA0384,"LIDA - Lega Italiana Difesa Animali, sez. Firenze",,,,,
ITA0390,Canile di Ossaia - Cortona,"Loc. Ossaia, 52044 Cortona",,lunga90@hotmail.it,338 3280570 / 339 1713973,
ITA0391,Rifugio di Artemide - Stia,Stia (AR),,renatab957@gmail.com,,
ITA0398,A.N.P.A.N.A. ONLUS - Poggibonsi,"Largo Campidoglio 4, 53036 Poggibonsi",,francescocaccioni@alice.it,328 1704509,https://www.anpana.it
ITA0374,Canile Parco degli Animali di Ugnano,"Via di Ugnano 21, 50142 Firenze",,,055 710263,
ITA0400,"LAV - Lega Anti Vivisezione, sportello Siena",,,siena@lav.it,,https://www.lav.it
ITA0401,ENPA Lucca - Canile Municipale Pontetetto,"Via Santeschi, Loc. Pontetetto, 55100 Lucca",,info@canilelucca.com / lucca@enpa.org,0583 55429,https://www.canilelucca.com
ITA0407,LIDA Versilia,,,,,
ITA0408,Canile Parezzana - Ass. Qua La Zampa,"Via della Chiesa, Parezzana, Capannori (LU)",,sefjyoog_85@tin.it,392 9841312 / 347 1752166,
ITA0411,A.S.A. ONLUS - Associazione Salvezza Animali / Rifugio Tom,"Via Landi 10, 56100 Pisa",,info@rifugiotom.it,050 576273 / 335 8083271,https://www.rifugiotom.it
ITA0412,Canile Sanitario di Santa Croce sull'Arno,"Via Benedetto Croce, 56029 Santa Croce sull'Arno",,,050 811162,
ITA0415,Gattile di Nugola - Ass. Amici del Gatto Livorno,"Loc. Nugola, Collesalvetti",,amicidelgatto@gmail.com,0586 895574,
ITA0416,OIPA - Sezione Pisa,,,pisa@oipa.org,,https://www.oipa.org/italia/delegazioni/pisa/
ITA0417,"LAV - Lega Anti Vivisezione, sportello Pisa",,,pisa@lav.it,,https://www.lav.it
ITA0422,Canile Il Rifugio - Prato,"Via Argine del Calice, 59100 Prato",,,328 4878011,
ITA0425,"LAV - Lega Anti Vivisezione, sportello Prato",,,prato@lav.it,,https://www.lav.it
ITA0426,ENPA Livorno - Guardie Zoofile + Gattile Campo di Marte,"Zona Campo di Marte, Livorno | Sede: Via della Cooperazione, Livorno",,livorno@enpa.org,0586 896706 / 338 9714826,https://www.enpa.org
ITA0429,La Perla del Tirreno - Livorno,"Via degli Agricoltori 49, 57100 Livorno",,,0586 406338,
ITA0434,OIPA - Sezione Livorno,,,livorno@oipa.org,,https://www.oipa.org/italia/delegazioni/livorno/
ITA0435,"LAV - Lega Anti Vivisezione, sportello Livorno",,,livorno@lav.it,,https://www.lav.it
ITA0436,ENPA Grosseto,"Via Damiano Chiesa 46, 58100 Grosseto",,grosseto@enpa.org,0564 24106,https://www.enpa.org
ITA0439,"LAV - Lega Anti Vivisezione, sportello Grosseto",,,grosseto@lav.it,,https://www.lav.it
ITA0445,ENPA Ancona - Ente Nazionale Protezione Animali,,,ancona@enpa.org,,https://www.enpa.org
ITA0446,A.N.T.A. ODV - Gattile Rifugio Comunale di Ancona / Vallemiano,"Via Valle Miano 44, 60131 Ancona",,ancona@antaonlus.org,071 85035 / 327 6842454,https://www.antancona.org
ITA0449,Associazione ANITA - Canile Falconara Marittima,"Via delle Caserme 3, 60015 Falconara Marittima",,info@associazioneanita.it,,
ITA0452,Canile Sanitario ASUR - Fabriano,"Loc. Piagge d'Olmo, 60044 Fabriano",,,0732 707941,
ITA0455,"LAV - Lega Anti Vivisezione, sez. Ancona",,,ancona@lav.it,,https://www.lav.it
ITA0456,WWF Sezione Regionale Marche,"Via Crispi 113, 62100 Macerata",,,0733 230485,https://www.wwf.it
ITA0457,ENPA Pesaro-Urbino - Coordinamento Regionale Marche,"Corso XI Settembre 225, 61100 Pesaro",,pesarourbino@enpa.org,,https://www.enpa.org
ITA0467,Il Giardino dei Cani - Petriolo / Ass. Amici Animali,"Via Vanni 8/10, 62014 Petriolo",,info@amicianimali.org,338 7584322 / 335 8048623,
ITA0469,Rifugio Comunale Potenza Picena,"Loc. Alvata, 62018 Potenza Picena",,canilepotenzapicena@meridiana.mc.it,349 4730667,
ITA0470,Parco Canile Comunale di Recanati - Ass. Amici Animali Recanati,"Loc. Montefiore, 62019 Recanati",,amicianimalirecanati@libero.it,338 9143171 / 347 7120794 / 071 7570420,
ITA0477,LIPU Macerata,"Via Ferrucci 57, 62100 Macerata",,,338 5433522,https://www.lipu.it
ITA0478,"LAV - Lega Anti Vivisezione, sportello Macerata",,,macerata@lav.it,,https://www.lav.it
ITA0479,ENPA Fermo,,,fermo@enpa.org,,https://www.enpa.org
ITA0480,A.N.T.A. ONLUS - Villaggio del Cane Montegranaro,"Villa Luciani, Via Alpi 300, 63812 Montegranaro",,info@antaonlus.org / ilvillaggiodelcane2016@gmail.com,0734 828391,
ITA0482,Tutto per il Cane - Capodarco di Fermo,"Contrada Casciotta, Capodarco di Fermo, 63900 Fermo",,simone.gazzoli@alice.it,0734 678721 / 338 8354120,
ITA0483,Ass. Amici di Gioia e Romeo ONLUS - Lapedona,"C.da Monti di Monterubbiano 6A, 63823 Lapedona",,,0734 278345,
ITA0484,City Dog - Sant'Elpidio a Mare,"Via Cretarola 1165, 63811 Sant'Elpidio a Mare",,info@citydog.it,347 6185607 / 339 5381242 / 348 5232520 / 0734 903560,https://www.citydog.it
ITA0485,LIPU Fermo,"Via Graziani 71, 63023 Fermo",,,338 4215168,https://www.lipu.it
ITA0486,OIPA - Sezione Fermo,,,fermo@oipa.org,,https://www.oipa.org/italia/delegazioni/fermo/
ITA0497,Rifugio per Cani Agrilia ODV,"Strada Ponte Pattoli - Monte Bello 2, 06134 Perugia",,agrilia@agrilia.it,075 6940287 / 349 2810485 / 346 7473996 / 333 4000957,https://www.rifugiopercaniagrilia.org
ITA0498,Canile Comprensoriale di Gubbio,"Loc. Ferratelle, 06024 Gubbio",,,075 9274963,
ITA0499,Canile Municipale di Assisi,"Loc. Ponterosso, 06081 Assisi",,,340 2204362,
ITA0503,Rifugio Clitunno - Campello sul Clitunno,"Via 3 Ponti - Strada Vicinale Torrente Marroggia, 06042 Campello sul Clitunno",,,338 2671985,
ITA0507,OIPA - Sezione Perugia / Nucleo Guardie Zoofile,,,perugia@oipa.org,,https://www.oipa.org/italia/delegazioni/perugia/
ITA0510,Associazione B.I.O.S. di Terni - Attività ambientaliste/animaliste,"Voc. Sovano, Piediluco, 05100 Terni",,,,
ITA0511,ENPA Terni - Ente Nazionale Protezione Animali,"Corso Cornelio Tacito 5, 05100 Terni",,terni@enpa.org,,https://www.enpa.org
ITA0514,Canile Sanitario di Acquasparta Massarelli,"Loc. Casa Rosati, 05021 Acquasparta",,,,
ITA0513,Canile Municipale Rifugio di Colleluna - Terni,"Strada di Lagarello, zona Colleluna, 05100 Terni",,,0744 241340,
ITA0523,"LIDA - Lega Italiana Difesa Animali, sez. Sulmona / Canile Sulmona",Sulmona (AQ),,,,
ITA0524,L.I.F.E. - Lega Italiana Fauna Esotica ODV,"Viale Stazione Centrale 52, 67039 Sulmona",,info@associazionelife.org,333 3558898,
ITA0534,LIPU - sez. L'Aquila,"Via Aia Prima 10, 67100 Roio Piano",,aquila@lipu.it,347 1558007,https://www.lipu.it
ITA0535,LNDC - sez. Teramo / Canile Carapollo,"Via Generale Carlo Spatocco 139, 64100 Teramo",,legadelcaneteramo@pec.it,331 1579567,https://www.lndcanimalprotection.org
ITA0537,A.N.T.A. ONLUS - sez. Alba Adriatica / Rifugio Canalba,"Via Ascolana 53, c/o Rifugio Canalba, 64011 Alba Adriatica",,responsabile.canalba@gmail.com,345 4840043,
