,,,,Circle of Friends Animal Society,https://cofas.org/,info@cofas.org,,
,,,"33.464194455458255, -83.24030955765292",Oconee Regional Humane Society,https://www.orhspets.org/,orhs@orhspets.org,,
,,,,Pregnant Dog Rescue,https://www.pregnantdogrescue.org/,info@pregnantdogrescue.org,,
,,,"32.746525671225506, -84.81401775551744",Humane Society of Harris County,https://hsharrisco.org/,example@example.com,,
,,,,Southern Souls Rescue,http://www.southernsoulsrescue.org/index.html,southernsouls@aol.com,,
,,,,"Hart County Animal Rescue, Inc.",https://hartcountyanimalrescue.org/,hartcoanimalrescue@gmail.com,,
,,,,Liberty Humane Shelter,http://libertyhumaneshelter.com/,libertyhumaneshelter@yahoo.com,,
,,,,"Hart County Animal Rescue, Inc.",https://hartcountyanimalrescue.org/,hartcoanimalrescue@gmail.com,,
,,,,Pick of the Litter,http://ourpickofthelitter.com/,ourpickofthelitter@gmail.com,,
,,,,BarkVille Dog Rescue ,https://www.barkvilledogrescue.org/,info@barktowndogrescue.org,,
,,,"34.53193532946583, -84.53415676935225",Pickens Animal Rescue,https://www.pickensanimalrescue.org/,director@pickensanimalrescue.org,,
,,,,Dog Days Rescue,https://www.facebook.com/DogDaysGa/?ref=page_internal,dogdaysrescue@gmail.com,,
,,,"34.03223072185603, -84.60697770763142","Mostly Mutts Animal Rescue and Adoption, Inc.",,info@mostlymutts.org,,
,,,,"Humane Society of Camden County, Inc.",https://humanecamden.org/,hscc@tds.net,,
,,,,Dog Pack Rescue,https://www.facebook.com/dogpackrescue1/,info@dogpackrescue.com,,
,,,,"Bliss Animal Haven, Inc",http://blissanimalhavenpets.blogspot.com/,blissdogs@gmail.com,,
,,,"31.689554651394396, -81.68305450340304","Safe Hollow Animal Sanctuary, Inc.",https://www.facebook.com/SafeHollow2/,safehollow@aol.com,,
,,,,All About Animals Rescue,,allaboutanimalsmacon@yahoo.com,,
,,,,Furever After Rescue,http://www.fureverafterrescue.org/index.html,fureverafterrescuega@gmail.com,,
,,,,"Habitat 4 Hounds, Inc.",https://www.facebook.com/Habitat4Hounds/,attentionh4h@gmail.com,,
,,,,Heart of Georgia Humane Societ,http://www.heartofgahs.org/about.html,adopt@heartofgahs.org ,,
,,,"32.837245493959315, -83.74043810468915",Kitty City Cat Rescue,https://www.kittycitycatrescue.com/,kittycitymacon@yahoo.com,,
,,,,"S.A.F.E. Saving Animals From Euthanasia, Inc ",https://nolitters.org/,info@nolitters.org ,,
,,,"33.56815241057256, -83.48017483533268",Humane Society of Morgan County,https://humanemorgan.org/,info@humanemorgan.org,,
,,,,"Mutt Madd-ness, Inc.",http://www.muttmaddness.org/,info@muttmaddness.org,,
,,,"33.97856207364889, -84.46190415216942",Animals Deserve Better | Paws for Life,https://animalsdeservebetter.org/,kimberly@animalsdeservebetter.org,admin@pawsforlifeusa.org,
,,,"33.96825770649616, -84.41237491950537",Good Mews Animal Foundation,https://www.goodmews.org/,admin@goodmews.org,,
,,,"33.95899067927058, -84.51327271838782",Homeless Pets Foundation,https://homelesspets.com/,https://homelesspets.com/contact-us/,,
,,,"33.948342016616756, -84.53620408536622",Humane Society of Cobb County ,https://humanecobb.com/,info@humanecobb.com,,
,,,"34.06120470728136, -84.52129534265683",Our Pal's Place,,helpanimals@ourpalsplace.org ,,
,,,"33.43412136311623, -84.16214343899506",Henry County Humane Society,https://www.henryhumane.com/,https://www.henryhumane.com/contact-us/,,
,,,,Fancy Feline Rescue of the South,https://www.fancyfelinerescue.org/,FancyFelineResQ@bellsouth.net,,
,,,"33.07209475940905, -83.226858316743",Animal Rescue Foundation,https://animalrescuefoundation.org/,animalrescuefoundationinc@gmail.com,,
,,,,"Save Our Strays, Inc.",https://www.saveourstraysatlanta.com/,info@saveourstraysatlanta.com,,
,,,"31.189944850608715, -83.26820873828396",Hearts To Homes Humane Society Inc.,https://www.hthhs.org/,ashleyskinner@hthhs.org,,
,,,,Georgia Heartland Humane Society,https://www.georgiaheartlandhumanesociety.org/,gaheartland3@yahoo.com,,
,,,"33.40286113650159, -84.79223122662495",Newnan-Coweta Humane Society,https://www.nchsrescue.org/,nchs@nchsrescue.org,,
,,,,The Bullpen Way Station & Sanctuary,http://www.bullpenrescue.org/,bullpenrescue@gmail.com,,
,,,"33.71632369507356, -83.87668193266607",The Lap Cat Rescue & Rehabilitation Inc,https://www.tlcrescueandrehab.org/,tlcrescueandrehab@gmail.com,,
,,,"33.4403240214569, -84.60559210022315",Royal Animal Refuge,https://royalanimalrefuge.org/,contact@royalanimalrefuge.org,,
,,,"32.194176330582046, -81.56495559448891","Georgia Animal Rescue & Defence, Inc",https://www.gardonline.org/,office@GARDonline.org,,
,,,"32.44375951744624, -83.7468515892631",Friends of Perry Animal Shelter,https://www.fopas.org/,friendsofperryanimalshelter@yahoo.com,,
,,,,Georgia Homeless Pets ,https://gahomelesspets.org/,adoptions@gahomelesspets.com,,
,,,,Husky Pack Rescue ,,huskypackrescue@live.com,,
,,,"34.01042552680896, -84.57062477009127",Kitty Angel Rescue,https://kittyangelrescue.org/,info@kittyangelrescueinc@gmail.com,,
,,,"34.29347909163358, -85.22320122505043",Misfit Haven Animal Rescue /Adoption Center Inc.,https://www.facebook.com/dr.nickadams1,misfithavenanimalrescue@yahoo.com,,
,,,"32.01536028898465, -80.97752205581234",One Love Animal Rescue,https://oneloveanimalrescue.com/,info@oneloveanimalrescue.com,karrie@oneloveanimalrescue.com,
,,,,"Save A Life, Inc.",https://www.savealifepets.org/,contact@savealifepets.org,,
,,,,Tabby Tales Rescue,https://tabbytalesrescue.org/,meow@tabbytalesrescue.org,,
,,,,Kudzu Cat Alliance,https://kudzucatalliance.org/,meow@kudzucatalliance.org,,
,,,"31.162112236876872, -81.3856263791519","No Kill Glynn County, Inc.",https://www.nokillglynncounty.org/,NoKillGlynnCounty@gmail.com,,
,,,,Save The Animals Rescue Society of Georgia,https://www.starsgeorgia.com/,starsgeorgia@yahoo.com,,
,,,,"The Humane Society of Statesboro & Bulloch County, Inc.",https://www.statesborohumane.org/,borohumane@gmail.com,,
,,,,TLC Pet Rescue,https://tlcpetrescue.wixsite.com/tlc-pet-rescue-,tlcpetrescue@gmail.com,,
,,,"33.80759819496398, -84.17026266323002",Atlanta Animal Rescue Friends,https://www.aarfatlanta.org/,info@aarfatlanta.org,,
,,,"30.855547635248666, -83.94348141822914",Thomasville-Thomas County Humane Society,https://www.thomasvillehumane.org/,INFO@thomasvillehumane.org,,
,,,"30.837616689678832, -83.95692861348753",Miss Kitty Feline Sanctuary,http://www.misskittysanctuary.com/,misskittysanctuary@gmail.com,,
,,,,2 HANDS SAVING 4 PAWS HUMANE SOCIETY INC,https://www.2handssaving4pawshs.com/,2handssaving4pawshumanesociety@gmail.com,,
,,,"34.81126281968782, -83.41900107268236",Paws4Life Humane Shelter,https://rabunpaws4life.com/,bmcclain@rabunpaws4life.com,,
,,,,D.A.R.E Animal Rescue,http://www.dareanimalrescue.com/,dareanimalrescue@gmail.com ,,
,,,"30.841869848801093, -83.30746341166163",Humane Society of Valdosta,https://www.humanesocietyofvaldosta.org/,info@humanesocietyofvaldosta.org,,
,,,,Pound Puppies 'N Kittens,http://www.ppnk.org/,info@ppnk.org&subject=[ppnk],,
,,,"33.74490200092357, -82.77823711141566",Washington-Wilkes Animal Shelter,https://washingtonwilkesanimalshelter.org/,358wwas@gmail.com,,
,,,"33.88854454566296, -83.4570236142559",Cat Adoption Center at Pet Supplies Plus,https://athenshumanesociety.org/,adopt@athenshumanesociety.org,,
,,,,Old Fella Burke County Animal Rescue,http://oldfella.net/,info@oldfella.org,,
,,,,Alcovy Pet Rescue,https://alcovypet.org/,https://alcovypet.org/contact-us/,,
,,,,Pup & Cat Co.,https://www.pupandcatco.com/,contact@pupandcatco.com,,
,,,,Purr Nation Cat Alliance,https://www.purrnation.org/,adopt@purrnation.org,,
,,,,We Are Rescue,,butlerkristen@yahoo.com,,
,,,,"North Georgia Animal Alliance, Inc.",https://www.northgeorgiaanimalalliance.org/home.html,ngaa.animals@gmail.com,,
,,,,,,,,
,,HAWAII,,,,,,
,,,"20.90418895660502, -156.28200239359288",East Maui Animal Refuge,https://www.eastmauianimalrefuge.org/,admin@eastmauianimalrefuge.org,,
,,,"20.915962344004694, -156.30325886290373",Leilani Farm Sanctuary,https://leilanifarmsanctuary.org/,info@leilanifarmsanctuary.org,,
,,,"20.893358233379363, -156.31158034866624",MPR Maui Pitbull Rescue,https://www.facebook.com/100064887931852/info/,mauipitbullrescue@hotmail.com,,
,,,,CatFriends,https://www.hicatfriends.org/,info@hicatfriends.org,,
,,,,Hawaii Animal Sanctuary,https://hawaiianimalsanctuary.org/, gina@hawaiianimalsanctuary.org,,
,,,,Hawaii Cat Foundation,https://www.facebook.com/hawaiicatfoundation/timeline/,hicatfoundation@gmail.com,,
,,,"21.392106705448338, -157.74356332302895",Hawaii Dog Foundation,https://www.hawaiidogfoundation.org/,info@HawaiiDogFoundation.org,,
,,,,Love A Cat Charity,http://www.loveacatcharity.org/,cathelp@loveacatcharity.org,,
,,,,KAAAWA K9 RESCUE ,https://www.kk9r.org/,info@kk9r.org,,
,,,,KARES - Kohala Animal Relocation and Education Service,https://www.kareshawaii.org/,kareshawaii@gmail.com,,
,,,"21.495961010802635, -158.02517493821813",Oahu SPCA,https://oahuspca.org/,info@oahuspca.org,,
,,,,Poi Dogs and Popoki,https://www.poidogsandpopoki.org/,adoptions@poidogsandpopoki.org,,
,,,,Aloha Ilio Rescue,https://www.alohailiorescue.com/,officeteam@alohailiorescue.com,,
,,,"20.7910660363475, -156.96362329362418",Lanai Cat Sanctuary,https://lanaicatsanctuary.org/,info@lanaicatsanctuary.org,,
,,,,9th Life Hawaii,http://9thlifehawaii.org/site/index.php,http://9thlifehawaii.org/site/Contact-Info.html,,
,,,,Hui Pono Holoholona,https://www.hphhawaii.org/,paws@hphhawaii.org,,
,,,,Feline Foundation of Maui,http://www.mauicats.com/,felinefoundation@yahoo.com ,,
,,,,K9 Kokua,https://www.k9kokua.org/,https://www.k9kokua.org/contact-us,,
,,,"21.424874667939626, -158.17264634330022",The Hawaii SPCA,https://www.thehawaiispca.org/,hawaiispca@gmail.com,,
,,,"20.92293321066122, -156.50508037042417",Hawaii Animal Rescue Foundation,https://hawaiianimalrescue.org/,dawn@harfcenter.org,,
,,,,,,,,
,,IDAHO,,,,,,
,,,"43.59191161667307, -116.2886816240822",Idaho Humane Society Adoption Center,https://idahohumanesociety.org/,info@idahohumanesociety.org ,,
,,,,Idaho Saint Bernard Rescue,https://www.idahosaintbernardrescue.com/,saintrescueidaho@gmail.com,,
,,,"43.5771852464536, -116.29056442385982",Simply Cats,https://simplycats.org/,info@simplycats.org,,
,,,"48.68486788000519, -116.32171699016095","Second Chance Animal Adoption, Inc",https://www.secondchanceanimaladoption.com/, secondchanceanimaladoptionid@gmail.com,,
,,,"43.629789199511045, -116.63360818931622",West Valley Humane Society,https://westvalleyhumanesociety.org/,help@westvalleyhumanesociety.org,,
,,,"44.52408061865082, -114.21161389323359",Heart of Idaho Animal Sanctuary,https://heartofid.org/,hias@custertel.net,,
,,,,Targhee Animal Shelter,,targheeanimalshelter@gmail.com,,
,,,"43.70348691242266, -116.36991696011258",Take Me Home Dog Rescue,https://www.takemehomedogrescue.org/,takemehomedogrescue@gmail.com ,,
,,,"43.892457169443965, -116.50213139284989",Pet Adoption League,https://petadoptionleagueofgc.com/,palofgc@gmail.com,,
,,,"42.935650333329846, -114.72339625909483",Gooding Dog Pound ,https://www.facebook.com/profile.php?id=100068980457350,mkelley@goodingidaho.org,,
,,,"43.509173847517374, -114.33560576418657",Mountain Humane,https://mountainhumane.org/,pets@mountainhumane.org,,
,,,,"Helping Hands Rescue, Inc.",https://helpinghandsrescue.org/,helpinghandsrescue22@gmail.com,,
,,,,MCPAWS Regional Animal Shelter,https://mcpaws.org/shelter/,frontdesk@mcpaws.org,,
,,,,"Happy Jack Cats, Inc",https://www.happyjackcats.org/,happyjackcats@gmail.com,,
,,,"43.605708296245425, -116.38132102540729",Idaho Horse Rescue,https://idahohorserescue.org/,robert@idahohorserescue.org, admin@idahohorserescue.org,
,,,"43.60295698952134, -116.38671498202464",Meridian Canine Rescue,https://meridianrescue.org/,Info@meridianrescue.org,,
,,,,Conrad Strays Cat Rescue and Adoption,http://www.conradstrays.com/,ConradStrays@aol.com ,,
,,,,Animals Need Help of Bear Lake,https://anhbearlake.org/,https://anhbearlake.org/,,
,,,"46.72191770558582, -116.97442051060227",Humane Society of the Palouse,https://www.humanesocietyofthepalouse.org/,hsop@moscow.com,,
,,,"43.58996956206805, -116.58216383514534",Canyon County Pet Haven dba Pet Haven Cat Adoption Center,,ccpethaven@gmail.com,,
,,,"43.55717687024893, -116.57379346293105",Greyhound Rescue of Idaho,http://www.greyhoundrescueofidaho.org/,greytbaby@msn.com ,info@greyhoundrescueofidaho.org,
,,,,Bannock Humane Society Story,https://www.bannockhumanesociety.org/,bhs.idaho@gmail.com,,
,,,,Heaths Haven,https://www.heathshavenrescue.com/,info@heathshavenrescue.com,,
,,,"48.18025561212113, -116.92247861729125",Priest River Animal Rescue & Critters Thrift Store,https://pranimalrescue.org/,pranimalhouse@hotmail.com,,
,,,"43.82342179035082, -111.7949622344216",Four Paws Pet Adoptions Inc,,fourpawspetadoptions@hotmail.com,,
,,,"47.32039107566753, -116.56284769590289",Hopes Haven Animal Shelter,,hopeshaven@smgazette.com,,
,,,,Paws Rescue Inc.,https://pawsrescueinc.com/,pawsrescueinc12@gmail.com,,
,,,,,,,,
,,ILLINOIS,,,,,,
,,,"42.1549860394432, -88.2955877716546",Créme de la Créme Animal Foundation,https://cdlcanimals.org/,cdlcanimals@yahoo.com,,
,,,"37.46782202543683, -89.21729913041116",Paws Place Adoption Center,http://www.pawspaws.org/,pawsplace1@yahoo.com,,
,,,"42.47806263421917, -87.96912129491595",Haven at the Paws Inn,https://www.facebook.com/HavenAtThePawsInn/,havenattheinn.com@gmail.com,,
,,,"42.04760619159393, -87.98561980178836",The Buddy Foundation,https://www.thebuddyfoundation.org/,buddyfoundation@att.ne,,
,,,,Fur Angels Animal Sanctuary,https://furangelsas.com/,furangelsanimalsanctuary@gmail.com,,
,,,"42.12199958907231, -88.17267933511452",Fur Keeps Animal Rescue,https://furkeepsanimalrescue.org/,https://furkeepsanimalrescue.org/,,
,,,"38.50993265896379, -90.01270756720754",Belleville Area Humane Society,https://bahspets.org/,admin@bahspets.org,,
,,,"39.07970075298868, -89.79467397296455",Benld Adopt-A-Pet,https://www.benldadoptapet.org/,aap1@frontiernet.net,,
,,,,Illinois Animal Rescue,http://illinoisanimalrescueinc.org/,info@illinoisanimalrescueinc.org,,
,,,"41.93797278071581, -88.11595424870977",People and Animals in Community Together (PACT) Humane Society,https://www.pacthumanesociety.org/,operations@pacthumanesociety.org,,
,,,,Central Illinois Sheltie Rescue,http://www.illinoissheltierescue.com/,info@illinoissheltierescue.com,,
,,,"40.45986477726591, -88.990424535713",Wish Bone Canine Rescue,https://www.wishbonecaninerescue.org/,wishbone.vettk@gmail.com,,
,,,"41.171483230522654, -87.72718642213081",New Beginnings for Cats,https://www.facebook.com/NEWBEGINNINGSFORCATS/timeline/,newbeginningsforcats@gmail.com,,
,,,,Perfect Paws Animal Rescue,https://perfectpawsanimalrescue.org/,kirstie@perfectpawsanimalrescue.org,,
,,,"41.44242253411251, -88.22327444300946",Making A Difference Rescue,https://makingadifferencerescue.com/,findmeahome2@sbcglobal.net,,
,,,"41.91708763988689, -87.67616324621372",ALIVE Rescue,https://www.aliverescue.org/,info@aliverescue.org,,
,,,,Pal's Place,,palsplace1@hotmail.com,,
,,,"41.891363411538464, -87.63289583002674",The Anti-Cruelty Society,https://anticruelty.org/,marketing@anticruelty.org,,
,,,,Be Fido's Friend,https://www.befidosfriend.org/,info@befidosfriend.org,,
,,,"41.97663684328051, -87.75427875294008",Chicago Canine Rescue,https://chicagocaninerescue.org/,info@chicagocaninerescue.org,,
,,,,Chicago Pet Rescue,https://www.chicagopetrescue.org/,savinganimals@chicagopetrescue.org,,
,,,"41.95409538920279, -87.70655855153132",Famous Fido Rescue,https://famousfidorescue.org/,fido@FamousFidoRescue.com,,
,,,,Feline Friends,http://felinefriendschicago.org/,felinefriendsorg@gmail.com,,
,,,"41.997983730234466, -87.67164979726863",Felines & Canines,https://www.felinescanines.org/,Abby@FelinesCanines.org,,
,,,,German Shepherd Rescue Inc,,GSRescue1@comcast.net,,
,,,"41.93428645519497, -87.69109195354649",Harmony House for Cats,https://hhforcats.org/,info@hhforcats.org,,
,,,,Lovin Life Rescue,,linda@lovinliferescue.org,,
,,,,New Leash On Life - Chicago,http://www.nlolchicago.org/,chicago@nlolchicago.org,,
,,,"41.920997084307686, -87.67302115678538",One Tail at a Time,https://www.onetail.org/,media@onetail.org,allyson.rosenthal@onetail.org,
,,,"41.91781878897352, -87.65872843310531",PAWS Chicago,https://www.pawschicago.org/,info@pawschicago.org,,
,,,"42.008829882458876, -87.69066404181811",Red Door Animal Shelter,https://www.reddoorshelter.org/,info@RedDoorShelter.org,,
,,,"42.01306973891848, -87.6899889763506",Tree House Humane Society,https://treehouseanimals.org/,info@treehouseanimals.org,,
,,,,Kitties For Keeps Rescue,https://kittiesforkeepsrescue.com/,kittiesforkeepsrescue@gmail.com,,
,,,"38.3902938973122, -90.17086511561436",Humane Society of Monroe,https://helpingstrays.org/,info@helpingstrays.org,,
,,,,Assisi Animal Foundation,https://assisi.org/,https://assisi.org/contact/,,
,,,"42.20871424140092, -88.23760345090979",On Angels' Wings Pet Rescue,https://www.onangelswings.org/,jshager@onangelswings.org,,
,,,"42.177572121025314, -88.2864194937043",Purrfect Cat Rescue Inc.,https://www.purrfectcatrescue.com/,deb@purrfectcatrescue.com,,
,,,,R.A.I.N. of Central Illinois Inc.,https://www.facebook.com/RAIN.RESCUE.ILLINOIS/,rainrescue@gmail.com,,
,,,"40.14583934707521, -87.61630579381912",Humane Society of Danville,https://www.danvillehumane.org/,humanesocietyofdanville@gmail.com,,
,,,"41.949885762115336, -88.71480425373073",Tails Humane Society Dog Training Center,https://www.tailshumanesociety.org/,tailshumanesociety@tbc.net,,
,,,"39.882058374973155, -88.93657757645417",Humane Society of Decatur and Macon County,https://hsdmc.org/,admin@hsdmc.org,,
,,,"42.05215166235831, -87.94042225275778",Tarzan's Safe Haven,http://tarzansafehaven.inzerello.com/,tarzansafehaven@gmail.com,,
,,,"41.810007890915244, -87.98050118495387","West Suburban Humane Society, Inc.",https://www.wshs-dg.org/,development@wshs-dg.org,director@wshs-dg.org,
,,,"37.97268338464751, -89.2127340333949",Perry County Humane Society,https://www.perrycountyhumanesocietyil.com/,pchsinfo@yahoo.com,,
,,,"38.79564403372577, -89.87023398322407",Metro East Humane Society,https://www.mehs.org/,info@mehs.org,,
,,,,Effingham Animal Rescue Sanctuary,https://effinghamanimalrescue.com/,https://effinghamanimalrescue.com/contact/,,
,,,"39.09265914508244, -88.61486638299255",Effingham Co. Humane Society,,4paws@effinghamcountyhs.onmicrosoft.com,,
,,,"42.07173816176976, -88.28612600845535",Hoof Woof & Meow Animal Rescue,https://hoofwoofmeow.org/,info@hoofwoofmeow.org,,
,,,"42.31396684120697, -90.24387540242122",Safe Haven Humane Society of Jo Daviess County,https://safehavenforpets.org/,info@safehavenforpets.org,,
,,,,Almost Home Foundation,https://almosthomefoundation.org/,info@almosthomefoundation.org,,
,,,,Chicagoland Eskie Rescue,https://chicagolandeskierescue.com/,ChicagolandEskieRescue@live.com,,
,,,,Community Animal Rescue Effort - CARE,https://carenorthshore.org/,news@carenorthshore.org,,
,,,"42.02618850173799, -87.70643253356191",Evanston Animal Shelter,http://evanstonanimalshelter.net/,EASadoptions@gmail.com,,
,,,,Gateway 4 Paws,https://gateway4paws.org/,gateway4paws@gmail.com,,
,,,,Clay County Animal Rescue & Shelter,https://www.claycountyshelter.com/,admin@claycountyshelter.com,,
,,,,Friends Forever Humane Society,https://www.friendsforeverhs.org/,Petsrus966@hotmail.com,,
,,,,Utopia for Pets,,utopiaforpets@yahoo.com,,
,,,,Henry County Humane Society - Geneseo,http://www.henrycountyhumanesociety.org/,info@henrycountyhumanesociety.org,,
,,,,Home Sweet Home Pet Rescue,http://homesweethomepetrescue.org/,homesweethome9835@gmail.com,,
,,,,"POUND PETS, INC.",https://www.poundpetsinc.com/,poundpetsinc@gmail.com,,
,,,"42.323187469276206, -88.11209768858652",Save-A-Pet Inc,https://www.saveapetil.org/,adoptions@saveapetil.org,,
,,,"38.86559708869686, -89.40352836054281",Bond County Humane Society,,bchs4pets@sbcglobal.net,,
,,,,Wagging Hearts,http://wagginghearts.org/,contactus@wagginghearts.org,,
,,,,Catty Shack,http://cattyshackil.org/index.html,http://cattyshackil.org/contact.html,,
,,,"40.68667429962844, -89.775034704195",Stray Animal Midway Shelter,http://www.samsrescue.org/,samsadoptions@gmail.com,,
,,,,Free Spirit Siberian Rescue,http://www.huskyrescue.org/,freespiritsiberianrescue@gmail.com,,
,,,"42.174228714546416, -87.8191463262975",Tails of Hope,https://www.facebook.com/tailsofhope/,tailsofhope@aol.com,,
,,,"41.822465179852884, -87.92066494729029",Hinsdale Humane Society,https://www.hinsdalehumanesociety.org/,info@hinsdalehumanesociety.org,,
,,,,Chicago Animal Advocates,,chicagoanimaladvocates@gmail.com,,
,,,,Hoopeston Animal Rescue Team,https://hartshelter.org/,hartshelterteam@gmail.com,,
,,,,Open Door Animal Sanctuary,https://odas.org/,office@odas.org,,
,,,,A Heart For Animals,https://aheartforanimals.org/,AHeart4Animals@gmail.com,,
,,,"42.19650300936728, -88.45045852922769",Animal House Shelter,https://www.animalhouseshelter.com/,info@animalhouseshelter.com,,
