,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,51.52079252,-0.1220503075,https://www.animalfreeresearchuk.org/,hello@animalfreeresearchuk.org,,,,,,,,,,,,,,
,,,https://www.aspinallfoundation.org/,https://share.hsforms.com/1TyTesSqdQOKePCsODiTOSA1n2zx,,,,,,,,,,,,,,
,52.37791166,-2.055527074,https://www.bluecross.org.uk/,https://bluecrosseu.freshdesk.com/support/tickets/new,,,,,,,,,,,,,,
,51.06352319,-0.3279854185,https://www.bornfree.org.uk/,info@bornfree.org.uk,,,,,,,,,,,,,,
,50.97411585,0.09774260372,https://bdmlr.org.uk/,info@bdmlr.org.uk,,,,,,,,,,,,,,
,50.9630167,-3.715010645,https://www.bhwt.org.uk/,info@bhwt.co.uk,,,,,,,,,,,,,,
,56.71494002,-2.468768029,https://www.thebhs.org/,info@thebhs.org,,,,,,,,,,,,,,
,52.40634915,0.7521792021,https://www.bto.org/,info@bto.org,,,,,,,,,,,,,,
,51.2210767,0.5514105181,https://www.buttercups.org.uk/,,,,,,,,,,,,,,,
,51.05516347,0.02285779325,https://www.cats.org.uk/,https://www.cats.org.uk/find-us/contact-us,,,,,,,,,,,,,,
,51.30646228,-0.342557441,http://www.uncaged.co.uk/,https://www.casj.org.uk/contact,,,,,,,,,,,,,,
,50.19172954,-5.408425078,https://cinnamon.org.uk/cinnamon-trust/,https://cinnamon.org.uk/contact-us/,,,,,,,,,,,,,,
,51.18560542,-0.6187929439,https://www.ciwf.org.uk/,https://www.ciwf.org.uk/contact-us/,,,,,,,,,,,,,,
,51.53032729,-0.1022436881,https://www.dogstrust.org.uk/#main-content,info@dogstrust.org.uk,,,,,,,,,,,,,,
,51.58338079,-0.604949839,https://www.thedonkeysanctuary.org.uk/,https://www.thedonkeysanctuary.org.uk/contact,,,,,,,,,,,,,,
,51.51390631,-0.2227037143,https://elephant-family.org/,https://elephant-family.org/contact-us/,,,,,,,,,,,,,,
,50.86384913,-3.030402073,https://www.ferneanimalsanctuary.org/,info@ferneanimalsanctuary.org,,,,,,,,,,,,,,
,53.48107901,-2.226142893,https://www.freedomforanimals.org.uk/,office@freedomforanimals.org.uk,,,,,,,,,,,,,,
,52.54046033,-0.3152916265,https://www.froglife.org/,info@froglife.org,,,,,,,,,,,,,,
,52.94981123,-1.142057199,https://frame.org.uk/,hello@frame.org.uk,,,,,,,,,,,,,,
,53.30656766,0.09946769842,https://hedgehogcare.org.uk/,https://hedgehogcare.org.uk/contact/,,,,,,,,,,,,,,
,52.70394774,1.33720809,https://www.hillside.org.uk/,contact@hillside.org.uk,,,,,,,,,,,,,,
,51.68682232,-0.7995115339,https://horsetrust.org.uk/,info@horsetrust.org.uk,,,,,,,,,,,,,,
,,,https://howmanyelephants.org/,gulp@howmanyelephants.org,,,,,,,,,,,,,,
,51.18584336,-0.63305054,https://www.humanimaltrust.org.uk/,info@humanimaltrust.org.uk,,,,,,,,,,,,,,
,50.97410501,0.09771624593,https://www.internationalanimalrescue.org/,info@internationalanimalrescue.org,info@internationalanimalrescue.org,info@internationalanimalrescue.org,,,,,,,,,,,,
,51.18433191,-0.6166045277,https://www.league.org.uk/,info@league.org.uk,,,,,,,,,,,,,,
,53.36705117,-2.520929893,https://dogshome.net/,https://dogshome.net/contact/,,,,,,,,,,,,,,
,50.36541517,-4.41347223,https://www.monkeysanctuary.org/,info@wildfutures.org,,,,,,,,,,,,,,
,51.65545985,-0.345818901,https://www.nawt.org.uk/,https://www.nawt.org.uk/about/contact-us/,,,,,,,,,,,,,,
,51.51987088,-0.1596388509,https://notodogmeat.com/,info@notodogmeat.com,,,,,,,,,,,,,,
,54.92271732,-1.419067984,https://www.pdsa.org.uk/,https://www.pdsa.org.uk/contact-us/contact-us,,,,,,,,,,,,,,
,51.47746675,-0.1464675187,https://ptes.org/,enquiries@ptes.org,,,,,,,,,,,,,,
,50.90926714,0.1035360101,https://www.raystede.org/,info@raystede.org,,,,,,,,,,,,,,
,52.52440605,1.219640493,https://www.redwings.org.uk/,https://www.redwings.org.uk/contact-us,,,,,,,,,,,,,,
,51.4883561,-1.486841042,https://ror.org.uk/,tvaughan@ror.org.uk,dcatlow@ror.org.uk,,,,,,,,,,,,,
,,,https://www.rspca.org.uk/,https://www.rspca.org.uk/utilities/contactus/askus/online,,,,,,,,,,,,,,
,50.97122708,-0.09075733908,https://www.safehaven4donkeys.org/,info@safehaven4donkeys.org,,,,,,,,,,,,,,
,,,https://www.savetheelephants.org/,info@savetheelephants.org,,,,,,,,,,,,,,
,51.49883617,-0.08348644516,https://www.savetherhino.org/,info@savetherhino.org,,,,,,,,,,,,,,
,56.0829762,-3.401368543,https://www.scottishspca.org/,https://www.scottishspca.org/contact-us,,,,,,,,,,,,,,
,51.20593867,-2.963914373,https://www.secretworld.org/,https://www.secretworld.org/contact-us,,,,,,,,,,,,,,
,,,https://www.sharktrust.org/,https://www.sharktrust.org/forms/general-enquiries,,,,,,,,,,,,,,
,53.43602335,-2.309643455,https://www.saarescue.co.uk/,office@saarescue.co.uk,,,,,,,,,,,,,,
,51.51392174,-0.1027807309,https://spana.org/,hello@spana.org,,,,,,,,,,,,,,
,,,https://www.sos.org.uk/,secretary@sos.org.uk,membership@sos.org.uk,,,,,,,,,,,,,
,51.39332913,-0.4299956273,https://www.theswansanctuary.org.uk/,https://www.theswansanctuary.org.uk/contact-us/,,,,,,,,,,,,,,
"50.9877355093323, 0.9368031240600786",51.17355455,0.08513701155,https://www.lastchanceanimalrescue.co.uk/kennel/dog.php,https://www.lastchanceanimalrescue.co.uk/contact/index.php,,,,,,,,,,,,,,
,53.43979196,-1.259025813,https://www.thornberryanimalsanctuary.org/,info@thornberryanimalsanctuary.org,,,,,,,,,,,,,,
,51.76627082,-0.9210802795,https://www.sttiggywinkles.org.uk/,mail@tiggywinkles.org,,,,,,,,,,,,,,
,54.19616195,-6.34591018,https://www.uspca.co.uk/,enquiries@uspca.co.uk,,,,,,,,,,,,,,
,,,https://uk.whales.org/,info@whales.org,,,,,,,,,,,,,,
,51.30318642,-0.3457750691,https://www.wildlifeaid.org.uk/,https://www.wildlifeaid.org.uk/contact-us,,,,,,,,,,,,,,
,,,https://www.willowsanimals.com/,kate@willowsanimals.com,info@willowsanimals.com,,,,,,,,,,,,,
,52.29937832,-0.1505407775,https://woodgreen.org.uk/,info@woodgreen.org.uk,,,,,,,,,,,,,,
,51.37394129,-0.6457041947,https://savemetrust.co.uk/,info@savemetrust.org,,,,,,,,,,,,,,
,51.1940983,0.2731760167,https://www.animalaid.org.uk/,info@animalaid.org.uk,,,,,,,,,,,,,,
,49.32100032,-123.0971532,https://adavsociety.org/,info@adavsociety.org,,,,,,,,,,,,,,
,52.19794001,0.1411598412,https://animalrightscambridge.wordpress.com/,animalrightscambridge54@gmail.com,,,,,,,,,,,,,,
,53.80966169,-1.574315371,https://web.archive.org/web/20140225231857/http://www.stopvivisection.org.uk/,info@stopvivisection.org.uk,sophie.kennerley@stopvivisection.org.uk,,,,,,,,,,,,,
,,,https://www.badgertrust.org.uk/,https://www.badgertrust.org.uk/you,,,,,,,,,,,,,,
,51.47731576,-0.1465029364,https://www.bats.org.uk/,enquiries@bats.org.uk,,,,,,,,,,,,,,
,51.30647126,-0.3425581768,https://www.casj.org.uk/,https://www.casj.org.uk/contact,,,,,,,,,,,,,,
,51.51326094,-0.1411089114,https://www.conservativeanimalwelfarefoundation.org/,info@conservativeanimalwelfarefoundation.org,,,,,,,,,,,,,,
,51.54646526,-0.1068333503,https://crueltyfreeinternational.org/,info@CrueltyFreeInternational.org,,,,,,,,,,,,,,
,,,https://www.dogsblog.com/,https://www.dogsblog.com/contact/,,,,,,,,,,,,,,
,,,https://www.huntsabs.org.uk/,https://www.huntsabs.org.uk/contact/,,,,,,,,,,,,,,
,51.48607916,-0.1186263513,https://www.ldf.org.uk/research/,https://www.ldf.org.uk/contact_us/?s=ldf,,,,,,,,,,,,,,
,50.69763155,-2.217145933,https://monkeyworld.org/,apes@monkeyworld.org,,,,,,,,,,,,,,
,51.48606933,-0.1186250957,https://www.navs.org.uk/home/,https://www.navs.org.uk/contact_us/,,,,,,,,,,,,,,
,55.956887,-3.171011044,https://www.onekind.org/,https://www.onekind.org/contact,,,,,,,,,,,,,,
,51.46145406,-2.588316754,https://viva.org.uk/,https://viva.org.uk/about-us/contact-us/,,,,,,,,,,,,,,
,51.36814351,-0.09944487881,http://www.catactiontrust.org.uk/,info@catactiontrust.org.uk,,,,,,,,,,,,,,
,51.5163124,-0.1115774481,https://www.rcvsknowledge.org/,info@rcvsknowledge.org,,,,,,,,,,,,,,
,52.42721633,-1.733307993,https://www.birminghamdogshome.org.uk/,https://birminghamdogshome.org.uk/contact/,,,,,,,,,,,,,,
,52.38712588,-1.905553659,https://wythallanimalsanctuary.org/,info@wythallanimalsanctuary.org,,,,,,,,,,,,,,
,50.41651579,-4.045333228,http://www.woodsidesanctuary.org.uk/,management@woodsidesanctuary.org.uk,,,,,,,,,,,,,,
,51.06227698,0.3394005985,https://www.celiahammond.org/,info@celiahammond.org,,,,,,,,,,,,,,
,51.055068,0.02284021518,http://www.cats.org.uk/,giftsinwills@cats.org.uk,Catrescuewestwales@gmail.com,,,,,,,,,,,,,
,54.59942768,-1.093596187,http://www.s-a-r-a.org.uk/,sara.foxrushfarm@gmail.com,,,,,,,,,,,,,,
,53.81094581,-2.175338767,https://www.happa.org.uk/,enquiries@happa.org.uk,,,,,,,,,,,,,,
,54.86404479,-2.838072073,https://www.oaktreeanimals.org.uk/,info@oaktreeanimals.org.uk,,,,,,,,,,,,,,
,55.97615757,-3.183789556,https://www.canineconcernscotland.org.uk/,info@canineconcernscotland.org.uk,,,,,,,,,,,,,,
,51.50679129,-0.1448409844,http://www.kennelclubcharitabletrust.org/,fundraising@kennelclubcharitabletrust.org,,,,,,,,,,,,,,
,,,https://www.cats.org.uk/bridgwater,dominic.sullivan@cats.org.uk,,,,,,,,,,,,,,
,57.12259245,-2.171962751,https://www.scottishgreyhoundsanctuary.org/,scottishgreyhoundsanctuary@gmail.com,,,,,,,,,,,,,,
,,,https://rosinaanimalcentre.weebly.com/,https://rosinaanimalcentre.weebly.com/contact-us-07950023286.html,,,,,,,,,,,,,,
,,,http://www.firstfordogs.org/,admin@firstfordogs.org,,,,,,,,,,,,,,
,53.34008614,-2.808083503,https://shetlandrescue.org.uk/,ShetlandRescue1984@yahoo.com,,,,,,,,,,,,,,
,,,https://www.theedwardfoundation.co.uk/,https://www.theedwardfoundation.co.uk/contact-us,,,,,,,,,,,,,,
,,,http://www.harveysarmy.com/,info@harveysarmy.com,,,,,,,,,,,,,,
,51.51175157,-0.1122626352,https://www.bulldogtrust.org/,info@bulldogtrust.org,,,,,,,,,,,,,,
,52.73889611,-1.569611009,https://www.sfhfc.org.uk/,cathospice@sky.com,,,,,,,,,,,,,,
,51.14568469,1.068987362,https://www.rhodesminniscatsanctuary.com/,rminniscats@gmail.com,,,,,,,,,,,,,,
,50.78605404,-0.7852973956,https://crrc.co.uk/,info@crrc.co.uk,,,,,,,,,,,,,,
,52.66483857,-2.772583692,https://www.shropshirecatrescue.org.uk/,info@shropshirecatrescue.org.uk,,,,,,,,,,,,,,
,53.51582234,-2.44142661,https://www.preventunwantedpets.co.uk/,alison@preventunwantedpets.co.uk,,,,,,,,,,,,,,
,51.58703339,-3.336032258,https://www.pitponies.co.uk/,info@pitponies.co.uk,,,,,,,,,,,,,,
,50.90827262,0.3825005304,https://brownbreadhorserescue.org/,bbhrescue@gmail.com,,,,,,,,,,,,,,
,53.84987899,-3.052069028,https://www.easterleigh.org.uk/,easterleighanimalcharity@gmail.com,,,,,,,,,,,,,,
,52.19560326,0.7606531257,https://www.burystraycatfund.co.uk/,info@burystraycatfund.co.uk,,,,,,,,,,,,,,
,53.23955966,-0.5430606765,https://www.lincolnshiregreyhoundtrust.co.uk/,kev@lincolnshiregreyhoundtrust.com,,,,,,,,,,,,,,
,,,https://www.tamcats.co.uk/,tamcats@talktalk.net,,,,,,,,,,,,,,
,,,,cpr@longfram.net,,,,,,,,,,,,,,
,,,https://www.pfss.org.uk/,fosterenquiry@pfss.org.uk,east@pfss.org.uk,west@pfss.org.uk,north@pfss.org.uk,southwest@pfss.org.uk,,,,,,,,,,
,,,http://www.7thheaven.org.uk/,animalrescuetrust@hotmail.com,,,,,,,,,,,,,,
,51.59697189,-3.065983511,https://www.greyhoundsinwales.moonfruit.co.uk/,greyhoundwelfarewales@gmail.com,,,,,,,,,,,,,,
,,,,enquiries@catsprotection.co.uk,,,,,,,,,,,,,,
,,,https://www.pdsa.org.uk/,knee.simon@pdsa.org.uk,,,,,,,,,,,,,,
,51.51905597,-0.1461133662,https://www.animalwelfarefoundation.org.uk/,enquiries@animalwelfarefoundation.org.uk,,,,,,,,,,,,,,
,,,https://www.c-l-a-w-s.org.uk/,info@c-l-a-w-s.org.uk,,,,,,,,,,,,,,
,50.9545441,0.3622838471,https://www.catastrophescat.org/,alan@internationalanimalrescue.org,,,,,,,,,,,,,,
,51.71372967,-0.210105192,https://www.rvc.ac.uk/act,act@rvc.ac.uk,,,,,,,,,,,,,,
,,,https://www.bluecross.org.uk/,info@bluecross.org.uk,,,,,,,,,,,,,,
,55.96428611,-3.129515954,https://www.edch.org.uk/,https://edch.org.uk/contact-us/,,,,,,,,,,,,,,
,52.51076959,-0.7218826585,https://www.shire-horse.org.uk/,info@shire-horse.org.uk,,,,,,,,,,,,,,
,,,https://www.thetrc.co.uk/,enquiries@thetrc.co.uk,,,,,,,,,,,,,,
,53.36074315,-1.558087418,https://www.millhouseanimalsanctuary.co.uk/,shelter@millhouseanimalsanctuary.co.uk,,,,,,,,,,,,,,
,51.60697281,0.222980917,http://www.rspca.org.uk/local/essex-havering-and-harold-hill-branch/,info@rspca-essexhavering.org,,,,,,,,,,,,,,
,52.2036335,-3.028644734,https://www.rabbitwelfare.co.uk/,info@rabbitwelfare.co.uk,,,,,,,,,,,,,,
,51.97311246,-0.5210232185,http://www.straycatrescue.org.uk/,leona@leonabrown.co.uk,,,,,,,,,,,,,,
,50.84798113,-1.789609982,https://www.facebook.com/profile.php?id=100069203284039,canim682@hotmail.co.uk,,,,,,,,,,,,,,
,53.09245409,0.1582043001,https://www.fenbankgreyhounds.co.uk/,info@fenbankgreyhounds.co.uk,,,,,,,,,,,,,,
,51.10535176,-0.8792127015,https://www.happycatsrescue.co.uk/,enquiries@happycatsrescue.co.uk,,,,,,,,,,,,,,
,51.85039611,-0.501784902,https://www.centralbedfordshirecaninetrust.com/,info@centralbedfordshirecaninetrust.com,,,,,,,,,,,,,,
,53.39179629,-2.739084614,https://catsinneedmenorca.org/,catsinneed1999@aol.com,,,,,,,,,,,,,,
,53.35515723,-1.503553059,http://www.8livescatrescue.org/,eightlives@outlook.com,,,,,,,,,,,,,,
,51.19654284,0.2753024815,https://www.kenthorserescue.org/,https://www.kenthorserescue.org/contact-khr/,,,,,,,,,,,,,,
,,,https://www.staradopt.org/,hello@staradopt.org,,,,,,,,,,,,,,
,53.37602361,-1.485115143,https://www.thesheffieldcatsshelter.org/,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,,,,,,,,,,,,,,
,,,https://www.galgosdelsol.org/,galgosdelsoluk@gmail.com,,,,,,,,,,,,,,
,50.4728485,-4.728834028,https://www.bodminmoorlandpony.org/,bmpr@outlook.com,,,,,,,,,,,,,,
,,,https://www.durhamretiredgreyhounds.co.uk/,durhamhollinhall@gmail.com,,,,,,,,,,,,,,
,50.87487053,-1.244014271,https://thecatwelfaregroup.org/what-we-do,Contact@TheCatWelfareGroup.org,,,,,,,,,,,,,,
,51.36392483,0.5104725096,https://wisteriacatrescue.org/,billy@wisteriacatrescue.org,,,,,,,,,,,,,,
,50.86503841,0.5522294991,https://www.hastingscatlovers.co.uk/,info.hastingscatlovers@gmail.com,,,,,,,,,,,,,,
,53.27486084,-2.766822526,https://www.chorltoncats.org/,colette@chorltoncats.org,,,,,,,,,,,,,,
,54.04656974,-2.888494911,https://www.lancasterandmorecambecatrescue.com/,lancasterandmorecambecatrescue@hotmail.com,,,,,,,,,,,,,,
,54.89399219,-1.369442436,https://www.felinefriendscharity.co.uk/,felinefriendscharity@gmail.com,,,,,,,,,,,,,,
,,,https://catsquad.org/,CATSQUADESSEX@ICLOUD.COM,,,,,,,,,,,,,,
,50.85016487,-1.112808992,http://www.portsmouthcatslostfoundandrehomed.co.uk/,portsmouthcats@hotmail.com,,,,,,,,,,,,,,
,53.72358121,-2.684419584,https://purrfectfriendcatrescue.org/,apurrfectfriend@gmail.com,,,,,,,,,,,,,,
,50.93703338,-1.294180316,https://www.hampshirespirithorserescue.co.uk/,hampshirespirithorserescue@outlook.com,,,,,,,,,,,,,,
,,,,ceredigioncatrescue@gmail.com,,,,,,,,,,,,,,
,51.90045914,0.9609245344,https://www.colchestercatrescue.org.uk/,mail@colchestercatrescue.org.uk,,,,,,,,,,,,,,
,51.97311293,-0.5210338266,https://www.straycatrescue.org.uk/,enquiries@straycatrescue.org.uk,,,,,,,,,,,,,,
,50.71789814,-1.304904727,https://www.felinewelfareiow.co.uk/,felinewelfareiow@hotmail.co.uk,,,,,,,,,,,,,,
,51.68597903,-0.6049451856,https://www.marjorienashcatrescue.org.uk/,info@marjorienashcatrescue.org.uk,,,,,,,,,,,,,,
,51.93133891,1.238624503,https://www.siameserescue.org.uk/,sccwt@siameserescue.org.uk,,,,,,,,,,,,,,
,,,https://www.moultonchaplecatshelter.org/,ray.digby@talktalk.net,,,,,,,,,,,,,,
,,,https://www.paulinefirks.co.uk/,emma.reid21@btinternet.com,,,,,,,,,,,,,,
,51.85729097,1.167924941,https://crescentcatrescue.org/,crescentcatrescue@gmail.com,,,,,,,,,,,,,,
,51.16818295,-1.77325446,https://www.cwwrescue.org/,info@cwwrescue.org,,,,,,,,,,,,,,
,51.46349598,0.369085539,https://www.bowlodgecatrescue.com/,bowlodge@gmail.com,,,,,,,,,,,,,,
,53.16656855,-1.179309904,https://mansfieldcatrescue.co.uk/,admin@mansfieldcatrescue.co.uk,,,,,,,,,,,,,,
,53.41434534,-1.501594238,https://cat-ching.com/,cat-ching@hotmail.com,,,,,,,,,,,,,,
,54.37788893,-2.903179803,https://www.italiangreyhoundrescuecharity.org.uk/,info@italiangreyhoundrescuecharity.org.uk,,,,,,,,,,,,,,
,52.60747322,0.2221519853,https://www.catwelfarewisbech.co.uk/,catwelfarewisbech@gmail.com,,,,,,,,,,,,,,
,50.75713471,-1.555781864,https://www.lymicat.org/,info@lymicat.org,,,,,,,,,,,,,,
,51.52350942,-3.262858323,https://www.catwel-blogspot.com/,catwelcardiff@hotmail.co.uk,,,,,,,,,,,,,,
,53.32807667,-1.525509114,https://catrescue.dore/,TINKERBELL300@ICLOUD.COM,,,,,,,,,,,,,,
,,,https://liverpoolcatwelfare.com/,liverpoolcatwelfare@hotmail.co.uk,,,,,,,,,,,,,,
,,,https://www.cats.org.uk/bedford,https://www.cats.org.uk/bedford/contact-us,,,,,,,,,,,,,,
,,,http://www.straycatrescue.org.uk/,fundraising@straycatrescue.org.uk,enquiries@straycatrescue.org.uk,,,,,,,,,,,,,
,,,https://www.homelesscatrescue.co.uk/,homelesscatrescue@hotmail.com,,,,,,,,,,,,,,
,,,https://www.tvaw.org.uk/,tvaw@btconnect.com,,,,,,,,,,,,,,
,52.29934894,-0.1505806686,https://woodgreen.org.uk/,info@woodgreen.org.uk,,,,,,,,,,,,,,
,,,http://homes4dogs.co.uk/,Homes4Dogs@outlook.com,,,,,,,,,,,,,,
,,,https://www.rescuereview.co.uk/rescue/chester-cat-care-417/,info@chestercatcare.com,,,,,,,,,,,,,,
,53.38286614,-2.606080071,https://www.facebook.com/warringtonanimalwelfare/info/,info@warringtonanimalwelfare.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.pawsinncatrescue.co.uk/,pawsinn@aol.com,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.lefontidogrescuecarlislecumbria.org/,http://www.lefontidogrescuecarlislecumbria.org/contact-us.html,lefontidogrescuecarlislecumbriauk@outlook.com,,,,,,,,,,,,,
,54.36586673,-2.663899971,https://www.animalrescuecumbria.co.uk/,https://www.animalrescuecumbria.co.uk/contact-us/,,,,,,,,,,,,,,
,53.28584022,-1.442064951,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,,,,,,,,,,,,,,
,52.99679968,-1.624601333,https://www.facebook.com/DogRescueDerbyshire/,adoption@justfordogsrescue.co.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.secondchancerescuekennels.co.uk/,secondchancedogs@btinternet.com,,,,,,,,,,,,,,
,53.27042613,-1.433891639,https://www.petsamaritans.co.uk/,https://www.petsamaritans.co.uk/contact-us/,,,,,,,,,,,,,,
,50.4806835,-3.641740848,https://animalsindistress.uk.com/,info@animalsindistress.uk.com,,,,,,,,,,,,,,
,50.43641888,-3.567863668,http://felinenetwork.org.uk/,felinenetwork2009@gmail.com,,,,,,,,,,,,,,
,50.37752106,-4.069329782,https://www.gablesfarm.org.uk/,info@gablesfarm.org.uk,,,,,,,,,,,,,,
,53.42200071,-2.564066925,https://www.oldies.org.uk/,oldies@oldies.org.uk,,,,,,,,,,,,,,
,51.41351303,-2.670724114,https://hollyhedge.org.uk/,https://hollyhedge.org.uk/contact-us/email-form/,,,,,,,,,,,,,,
,51.4481882,-2.489013375,https://blfc.weebly.com/,Senior Co-ordinator (Karen) on 0117 9600304,,,,,,,,,,,,,,
,50.63771325,-3.465928341,https://www.justwhippetsrescue.co.uk/,team@justwhippetsrescue.co.uk,,,,,,,,,,,,,,
,50.77580685,-1.940268333,https://waggytails.org.uk/,https://waggytails.org.uk/contact/,,,,,,,,,,,,,,
,54.5102571,-1.857157494,https://www.wetheriggsanimalrescue.co.uk/,info@wetheriggsanimalrescue.co.uk,,,,,,,,,,,,,,
,54.71225259,-1.51230039,https://strayaid.org.uk/,reception@strayaid.org.uk,,,,,,,,,,,,,,
,54.75570254,-1.603989008,https://www.strayaction.com/,info@strayaction.com,,,,,,,,,,,,,,
,54.61889406,-1.589483237,https://nassl.co.uk/,nassl@nassl.org.uk,,,,,,,,,,,,,,
,50.84096565,-0.2422888684,https://lostcatsbrighton.org.uk/,info@lostcatsbrighton.org.uk,,,,,,,,,,,,,,
,51.46999989,-0.02815401723,https://www.celiahammond.org/,headoffice@celiahammond.org,,,,,,,,,,,,,,
,50.95455327,0.3622826359,https://www.catastrophescats.org/,https://www.catastrophescats.org/contact-us,,,,,,,,,,,,,,
,50.84665283,-0.2263266728,https://catwelfaresussex.com/cws/,julie@catwelfaresussex.com,,,,,,,,,,,,,,
,50.90934903,0.1035069076,https://www.raystede.org/,info@raystede.org,,,,,,,,,,,,,,
,51.91328812,-2.087428751,https://gawa.org.uk/,reception@gawa.org.uk,,,,,,,,,,,,,,
,51.45977768,-2.117760551,https://www.rspcaoandf.org.uk/,info@rspcaoandf.org.uk,,,,,,,,,,,,,,
,51.77330201,-2.322307552,https://teckelsanimalsanctuaries.co.uk/,enquiries@teckelsanimalsanctuaries.co.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.5valleycatrescue.org/,Enquiries@5valleycatrescue.org,,,,,,,,,,,,,,
NOT REGISTERED,,,https://leavalleydogrescue.co.uk/,Info@leavalleydogrescue.co.uk,,,,,,,,,,,,,,
,51.53030974,-0.1022536647,https://www.dogstrust.org.uk/,info@dogstrust.org.uk,,,,,,,,,,,,,,
,51.2522613,-0.7694237971,https://prodogsdirect.org.uk/,https://prodogsdirect.org.uk/contact/,,,,,,,,,,,,,,
,,,https://greekanimalrescue.com/,info@greekanimalrescue.com,,,,,,,,,,,,,,
,51.53125444,-0.2327914563,https://themayhew.org/,vetclinic@mayhewanimalhome.org,,,,,,,,,,,,,,
,51.58905397,-0.1642869703,https://www.facebook.com/AnimalAidAndAdvice/,info@animalaidandadvice.org,,,,,,,,,,,,,,
,,,https://cat77.org.uk/,https://cat77.org.uk/contact,,,,,,,,,,,,,,
,51.49529841,-0.3224366114,https://www.haws-animals.org.uk/,cats@haws-animals.org.uk,otheranimals@haws-animals.org.uk,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.rescuereview.co.uk/rescue/little-angels-rabbit-rescue-967/,admin@littleangelsrabbitrescue.com,,,,,,,,,,,,,,
,51.26942877,-0.8512853781,https://www.greyhoundlifeline.co.uk/,enquiries@greyhoundlifeline.co.uk,,,,,,,,,,,,,,
,50.88722778,-1.732332209,https://southerncountiesgsdrescue.co.uk/,alison@southerncountiesgsdrescue.co.uk,,,,,,,,,,,,,,
,50.75714635,-1.555786097,https://www.lymicat.org/,info@lymicat.org,,,,,,,,,,,,,,
,51.33153096,-1.056490657,https://labrador-lifeline.com/,info@labrador-lifeline.com,,,,,,,,,,,,,,
,52.14077227,-2.682775504,https://www.germanshepherdrescue.co.uk/,info@germanshepherdrescue.co.uk,,,,,,,,,,,,,,
,53.49778931,-2.0431048,https://rspca-tameside-glossop.org.uk/,office@rspca-tameside-glossop.org.uk,,,,,,,,,,,,,,
,53.50784108,-2.207223283,https://dogshome.net/,https://dogshome.net/contact/,,,,,,,,,,,,,,
