Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
Wildhorse Ranch Rescue (Gilbert),,33.3527632,-111.789037,info@whrr.org,https://www.wildhorseranchrescue.com/who-we-are.html,,USA0054,US +1
Robin Hood Animal Rescue (Glendale),,34.1469416,-118.2478471,rhar4all@yahoo.com,https://www.petfinder.com/member/us/az/phoenix/robin-hood-animal-rescue-az168/,,USA0058,US +1
"TALGV, The Animal League of Green Valley",,31.8484548,-111.0265945,info@talgv.org,https://talgv.org/,,USA0064,US +1
Saving Orphan Souls Rescue (S.O.S),,39.2030506,-83.6109882,savingorphansouls@yahoo.com,https://www.savingorphansouls.org/,,USA0059,US +1
"Sun Valley Animal Shelter, Inc. (Glendale)",,34.1469416,-118.2478471,contact@sunvalleypets.org,https://sunvalleypets.org/,,USA0061,US +1
"For the Luv of Paws II, Inc. (Golden Valley)",,46.9317944,-103.8668414,flppupskits@yahoo.com,https://www.fortheluvofpaws.org/,,USA0062,US +1
Yorkie Luv Rescue (Goodyear),,33.4672279,-112.3853489,Andrew@yorkieluvrescue.com,https://yorkieluvrescue.com/,,USA0063,US +1
Arizona Poodle Rescue (Maricopa),,33.34883,-112.49123,aprvolunteers@gmail.com,https://arizonapoodlerescue.org/,,USA0069,US +1
Good Mews Animal Foundation (Marietta),,33.9528472,-84.5496148,admin@goodmews.org,https://www.goodmews.org/,,USA0071,US +1
Friends For Life Animal Sanctuary,,33.3527632,-111.789037,info@azfriends.org,https://azfriends.org/,,USA0049,US +1
Fearless Kitty Rescue (Fountain Hills),,33.6117105,-111.717361,info@fearlesskittyrescue.org,https://fearlesskittyrescue.org/,,USA0046,US +1
Follow Your Heart Animal Rescue (Mesa),,33.4151005,-111.831455,followyourheartfoundation@gmail.com,https://www.followyourheartanimalrescue.org/,,USA0075,US +1
GTDR - Ghost Town Dog Rescue (Mesa),,33.4151005,-111.831455,ghosttowndogrescue@gmail.com,https://www.ghosttowndogrescue.com/,,USA0076,US +1
Standing Proud Pit Bull Rescue (Mesa),,33.4151005,-111.831455,info@standingproudpitbulls.org,https://www.standingproudpitbulls.org/,,USA0079,US +1
VOTSDR - Valley of the Sun Dog Rescue (Mesa),,33.4151005,-111.831455,votsdradoptions@gmail.com,https://www.valleyofthesundogrescue.org/,,USA0080,US +1
Saint Francis Feline Sanctuary (New River),,37.3336893,-80.8085613,Info@felinesanctuary.org,https://felinesanctuary.org/,,USA0081,US +1
SCHS - Santa Cruz Humane Society (Nogales),,31.3402134,-110.936081,schs5654@gmail.com,https://santacruzhumanesociety.org/,,USA0082,US +1
Arizona Desert Rottie & Pals Rescue (Patagonia),,31.5402016,-110.753927,azdesertrottis@aol.com,http://azdesertrotti.com/,,USA0085,US +1
HSCAZ - Humane Society of Central Arizona,,34.2406479,-111.323026,hs@humanesocietycentralaz.org,https://humanesocietycentralaz.org/,,USA0086,US +1
Arizona Animal Welfare League,,33.4484367,-112.074141,marketing@aawl.org,https://aawl.org/,,USA0094,US +1
Blistered Whiskers (Peoria),,40.6938609,-89.5891008,blisteredwhiskers@gmail.com,https://www.facebook.com/BlisteredWhiskers,,USA0088,US +1
HALO Animal Rescue (Pheonix),,30.5854717,-97.6146583,info@halorescue.org,https://www.halorescue.org/,,USA0089,US +1
2 Da Rescue (Phoenix),,33.4484367,-112.074141,karen@2darescue.org,,,USA0090,US +1
Adorable Dog Rescue (Phoenix),,33.4484367,-112.074141,AdorableDogRescue@yahoo.com,https://www.facebook.com/AdorableDogRescue/,,USA0091,US +1
Animals Benefit Club of Arizona (Phoenix),,33.4484367,-112.074141,info@animalsbenefitclub.com,https://animalsbenefitclub.com/,,USA0093,US +1
Caring for Canines,,33.4484367,-112.074141,info@caringforcanines.org,https://caringforcanines.org/,,USA0100,US +1
Arizona Small Dog Rescue (Phoenix),,33.4484367,-112.074141,AZcockerRescue@aol.com,https://azsmalldog.org/,,USA0096,US +1
Arizona Humane Society (Phoenix),,33.4484367,-112.074141,,https://www.azhumane.org/,,USA0097,US +1
AZBR - Arizona Beagle Rescue (Phoenix),,33.4484367,-112.074141,info@azbeaglerescue.com,https://azbeaglerescue.com/,,USA0099,US +1
Lucky Dog Animal Rescue,,38.8950982,-77.0363849,cristina@luckyangel.org,https://www.luckydoganimalrescue.org/home,,USA0077,US +1
Page Animal Adoption Agency,,36.9148305,-111.457294,pageanimaladoption@gmail.com,https://pageanimaladoptionagency.com/,,USA0084,US +1
Desert Paws Rescue (Mesa),,33.4151005,-111.831455,info@desertpawsrescue.org,https://desertpawsrescue.org/,,USA0074,US +1
Home 'Fur' Good No-Kill Animal Rescue & Adoption (Phoenix),,33.4484367,-112.074141,info@homefurgood.org,https://homefurgood.org/,,USA0106,US +1
Little Rascals Rescue (Phoenix),,33.4484367,-112.074141,bu.ter.fly@hotmail.com,https://www.littlerascalsrescue.com/,,USA0107,US +1
Mayday Pit Bull Rescue & Advocacy (Phoenix),,33.4484367,-112.074141,info@maydaypitbullrescue.org,https://www.maydaypitbullrescue.org/,,USA0108,US +1
Saving Paws Rescue Arizona (Phoenix),,33.4484367,-112.074141,savingpawsrescueaz@gmail.com,https://www.savingpawsrescueaz.org/,,USA0114,US +1
Chicago Canine Rescue,,41.8755616,-87.6244212,info@cochisecaninerescue.org,https://chicagocaninerescue.org/,,USA0117,US +1
Miss Kitty's Cat House (Prescott),,34.539984,-112.468812,misskittyscathouse@gmail.com,,,USA0118,US +1
Saving Sage Animal Rescue,,26.1666888,-80.2787573,starrescue1@gmail.com,https://savingsagerescue.org/,,USA0124,US +1
"YHS, Yavapai Humane Society (Prescott)",,34.539984,-112.468812,demo@example.com,https://yavapaihumane.org/,,USA0119,US +1
Circle L Ranch Animal Rescue & Sanctuary (Prescott Valley),,34.5950776,-112.3338634,circlelranchdogs@gmail.com,https://www.circlel.org/,,USA0120,US +1
AZ CARE- AZ Center for Animal Rescue and Education (San Tan Valley),,33.179814,-111.5849298,AZCARE@azcarerescue.org,https://azcarerescue.org/,,USA0123,US +1
Fedwell Farm Rescue Inc. (Scottsdale),,33.4942189,-111.926018,fedwellfarm@yahoo.com,https://www.fedwellfarm.com/,,USA0125,US +1
Foothills Animal Rescue (Scottsdale),,33.4942189,-111.926018,support@foothillsanimal.org,https://foothillsanimal.org/,,USA0126,US +1
VSGSR - Valley of the Sun Giant Schnauzer Rescue,,33.4484367,-112.074141,phxgsrescue@hotmail.com,https://www.vsgiantschnauzerrescue.org/,,USA0116,US +1
Forever Loved Pet Sanctuary (Scottsdale),,33.4942189,-111.926018,info@foreverlovedpets.org,https://www.foreverlovedpets.org/,,USA0127,US +1
Four Peaks Animal Rescue (Phoenix),,33.4484367,-112.074141,4par@desertinet.com,http://www.fourpeaksanimalrescue.org/,,USA0104,US +1
Lucky Dog Rescue (Scottsdale),,33.4942189,-111.926018,info@luckydogrescue.org,http://www.luckydogrescue.org/home,,USA0131,US +1
Safe Haven for Animals (Scottsdale),,33.4942189,-111.926018,shinfo@azshfa.org,https://www.azshfa.org/,,USA0132,US +1
Pet Allies (Show Low),,34.2542084,-110.029832,,https://petalliesaz.org/,,USA0135,US +1
Round Valley Animal Rescue (Springerville),,34.1340599,-109.286008,,https://www.roundvalleyanimalrescue.org/,,USA0137,US +1
Chance Shelter (Surprise),,33.629247,-112.3681428,info@chanceshelter.org,https://www.facebook.com/chanceshelter,,USA0138,US +1
Ohana Animal Rescue (Tempe),,33.4255117,-111.940016,info@ohanaanimalrescue.com,https://www.ohanaanimalrescue.org/,,USA0139,US +1
Claws and Paws Rescue (Tucson),,32.2228765,-110.974847,info@clawsandpawsaz.org,https://www.clawsandpawsaz.org/,,USA0143,US +1
LOVE FOR DOGS,,34.7475612,-112.0272397,info@lovefordogs.org,https://www.lovefordogs.org/,,USA0130,US +1
No Kill Pima County (Tucson),,32.2228765,-110.974847,admin@nokillpimacounty.org,https://www.nokillpimacounty.org,,USA0147,US +1
SAFE - Saving Animals From Euthanasia (Tucson),,32.2228765,-110.974847,bekind2animalstucson@gmail.com,http://safeanimals.com/,,USA0151,US +1
Sky Sanctuary Rescue,,,,skysanctuaryrescue@gmail.com,https://skysanctuaryrescue.org/,,USA0133,US +1
SARA - Saving At Risk Animals (Tucson),,32.2228765,-110.974847,rescuesara@earthlink.net,https://savingatriskanimals.org/,,USA0152,US +1
SDR - Smiling Dog Rescue (Tucson),,32.2228765,-110.974847,SmilingDogRescue@gmail.com,https://www.smilingdogrescue.com/,,USA0153,US +1
"SoAZBR, Southern Arizona Beagle Rescue (Tucson)",,32.2228765,-110.974847,Information@soazbeaglerescue.com,https://soazbeaglerescue.com/,,USA0154,US +1
The Hermitage Cat Shelter,,32.2228765,-110.974847,info@hermitagecatshelter.org,https://www.hermitagecatshelter.org/,,USA0156,US +1
HOPE Animal Shelter in Tucson,,32.3470902,-111.0727381,info@hopeanimalshelter.net,https://www.hopeanimalshelter.net/,,USA0145,US +1
Lost Our Home Pet Foundation (Scottsdale),,33.4942189,-111.926018,info@LostOurhome.org,https://www.lostourhome.org/,,USA0129,US +1
Give Me A Chance Equine Rescue,,34.1209292,-93.053784,tomcat0808@yahoo.com,https://givemeachanceequinerescue.org/,,USA0163,US +1
Forever Paws Animal Shelter,,41.7010642,-71.1546367,info@needypawsanimalshelter.org,https://www.foreverpaws.com/,,USA0169,US +1
ArkanPaws Animal Rescue (Conway),,35.0891932,-92.4398402,ArkanPaws@gmail.com,http://arkanpaws.org/,,USA0170,US +1
Animal League of Washington County,,36.0625843,-94.1574328,animalleaguewc@gmail.com,https://animalleagueofwashingtoncounty.org/,,USA0175,US +1
Humane Society of Faulkner County (Conway),,35.0891932,-92.4398402,contact@humane-fc.org,,,USA0172,US +1
Good Shepherd Humane Society (Eureka Springs),,36.4000796,-93.7392419,adoptioncenter@goodshepherdhumane.org,https://www.goodshepherd-hs.org/,,USA0173,US +1
Spenser's Legacy Animal Rescue (Fayetteville),,36.0625843,-94.1574328,Contact@SpensersLegacy.org,http://www.spenserslegacy.org/,,USA0179,US +1
Humane Society of Wickenburg,,33.9680962,-112.730135,,https://wickenburghumane.com/,,USA0158,US +1
Guardian Angels Cat Rescue and Adoption Shelter (Hot Springs),,34.5038393,-93.0552437,gacr@att.net,https://www.guardianangelscatshelter.org/,,USA0181,US +1
K9 Konnection,,33.9680962,-112.730135,shirleyk9konnection@mail.com,https://www.k9konnectionrescue.org/,,USA0159,US +1
Humane Society of Garland County (Hot Springs),,34.5038393,-93.0552437,garlandcountyhumane@gmail.com,https://hsgconline.org/,,USA0182,US +1
Lone Pine Ranch Animal Shelter (Centerton),,36.3652679,-94.2886875,lonepineshelter@yahoo.com,,,USA0167,US +1
HSO - Humane Society of the Ouachitas,,34.5837324,-94.2376664,hsoshelter@outlook.com,https://hsomena.org,,USA0192,US +1
Out Of The Woods Animal Rescue of Arkansas (Little Rock),,34.7465071,-92.2896267,contact@ootwrescue.org,https://www.ootwrescue.org/,,USA0188,US +1
Stop Animal Cruelty in Hot Spring/Garland County (Malvern),,41.0024095,-95.5851939,mataft@netscape.com,https://www.sachsgc.com/,,USA0189,US +1
"Dogtired Ranch Small Dog Rescue and Shelter, Inc. (Mena)",,45.709097,-68.8590201,dogtiredjanet@hotmail.com,https://www.dogtiredranch.com/,,USA0190,US +1
KC Pet Rescue (Morrilton),,35.154026,-92.7429266,info@kcpetrescue.org,http://www.kcpetrescue.org/,,USA0194,US +1
"Monticello 2nd Chance Fur Dogs, LLC",,33.6293932,-91.7913004,monticello2ndchancefurdogs@yahoo.com,https://monticello2ndchancefurdogs.weebly.com/,,USA0193,US +1
Fabulous Felines NWA,,36.3728608,-94.208787,fabulousfelinesnwa@gmail.com,https://www.fabulousfelinesnwa.com/,,USA0200,US +1
"Ozark Mutts and Stuff, Inc (Mountain Home)",,43.1318937,-115.6939827,Ozarkmuttsandstuff@gmail.com,https://www.ozarkmuttsandstuff.org/,,USA0196,US +1
Pender County Humane Society,,,,operationkindnessschs@gmail.com,https://www.penderhumane.org/,,USA0186,US +1
Stone County Humane Society (Mountain View),,37.3893889,-122.0832101,schs@yelcot.net,https://www.schspets.org/,,USA0197,US +1
RCR - Rock City Rescue (North Little Rock),,34.769536,-92.2670941,rockcityrescue@gmail.com,https://www.rockcityrescue.org/,,USA0199,US +1
West Memphis Animal Shelter,,35.1464797,-90.1845388,wmas@westmemphisar.gov,http://www.westmemphisanimalshelter.com/,,USA0204,US +1
Gail’s Pets Second Chance (Oakland),,37.8044557,-122.271356,gailspets@hotmail.com,,,USA0201,US +1
Have A Heart Pet Shelter,,36.2261109,-92.6848402,haveaheartpetshelter@gmail.com,https://www.haveaheartpetshelter.org/,,USA0208,US +1
Paws Inn No-Kill Animal Shelter (Searcy),,35.9018987,-92.7098744,pawsinnhaven@gmail.com,https://www.pawsinnhaven.org/,,USA0203,US +1
Blue Moon Cat Sanctuary (Witter),,35.9375779,-93.6835235,bluemooncatsanctuary@gmail.com,https://valleyofthebluemoon.net/kitty_retirement/,,USA0205,US +1
National Wildlife Humane Society (Witts Springs),,35.7681338,-92.8668359,info@humanewildlife.org,http://www.humanewildlife.org/,,USA0206,US +1
Kibblez of Love,,26.6279798,-80.4494174,,https://www.kol-fl.org/,,USA0775,US +1
For The Sake Of Animals,,34.1460234,-118.8061794,Bev@SaveARescue.org,https://savearescue.org/,,USA0191,US +1
Feline Rescue and Rehome (Little Rock),,34.7465071,-92.2896267,saveacat@teamfurr.org,http://www.teamfurr.org/,,USA0187,US +1
The Little Angels Project (LAP),,39.6948085,-78.8466876,info@littleangelsproject.org,https://littleangelsproject.org/,,USA0214,US +1
Pickens Animal Rescue,,34.5248245,-84.491494,lifeanimalrescue@gmail.com,https://www.pickensanimalrescue.org/,,USA0213,US +1
High Plateau Humane Society,,41.4873018,-120.5424675,HPHS@Ymail.com,https://highplateauhumanesociety.blogspot.com/,,USA0216,US +1
Haven Humane Society,,40.4479345,-122.2982544,adoptions@havenhumane.org,https://www.havenhumane.org/,,USA0217,US +1
Milo Foundation (Albany),,42.6511674,-73.754968,Info@milofoundation.org,https://www.milofoundation.org/,,USA0215,US +1
"Friends Forever, A Cat Sanctuary (Auburn)",,32.6098566,-85.4807825,info@ffacs.org,,,USA0221,US +1
The Brittany Foundation,,33.6156687,-117.875121,brittanyfoundation@gmail.com,http://www.brittanyfoundationonline.org/,,USA0211,US +1
Bakersfield SPCA,,35.3738712,-119.019463,info@bakersfieldspca.org,https://bakersfieldspca.org/,,USA0224,US +1
Kern County Animal Services,,35.3738712,-119.019463,animalservices@kerncounty.com,https://www.kerncountyanimalservices.org/,,USA0225,US +1
The Amanda Foundation,,34.0696501,-118.3963062,amandafoundation@aol.com,https://www.amandafoundation.org/,,USA0232,US +1
Doggone Crazy Animal Rescue Inc.,,,,info@doggonecrazyrescue.org,https://www.doggonecrazyrescue.org/,,USA0219,US +1
Southern Counties Rescue,,33.4270275,-117.6124179,info@southerncountiesrescue.org,https://www.southerncountiesrescue.org/,,USA0233,US +1
Southern California Siamese Rescue,,34.1481692,-118.7655456,Csmail@siameserescue.org,https://www.californiasiameserescue.org/,,USA0212,US +1
C.A.M.B.R.I.A. Canines and More Being Rescued in America (Acton),,34.4807415,-118.1868379,corkyhenyitz@gmail.com,https://www.cambriasanctuary.org/,,USA0210,US +1
Pet Adoption Fund (PAF),,58.7272222,-156.9405556,admin@petadoptionfund.org,https://www.petadoptionfund.org/,,USA0242,US +1
Austin Humane Society (AHS),,25.6298104,-80.351397,feedback@buttehumane.org,https://austinhumanesociety.org/,,USA0246,US +1
Bunny Bunch Rabbit Rescue,,33.7038145,-117.9627349,caroline.bunnybunch@gmail.com,https://www.bunnybunch.org/,,USA0248,US +1
Itty Bitty Orphan Kitty Rescue,,37.2870626,-121.944881,info@ibokrescue.org,https://www.ibokrescue.org/,,USA0241,US +1
Wags And Whiskers Pet Rescue (Chico),,39.7284945,-121.8374777,lucyparks21@gmail.com,http://www.wagsandwhiskerspetrescue.com/,,USA0247,US +1
Pacific Animal Welfare Society (PAWS),,61.5706849,-149.5452755,INFO@PAWSOFCORONADO.ORG,https://pawsofcoronado.org/,,USA0252,US +1
Animal Outreach of the Mother Lode,,38.6922375,-120.8174979,info@animaloutreach.net,https://animaloutreach.net/,,USA0257,US +1
"Friends of Cats, Inc.",,32.7947731,-116.962526,info@friendsofcats.org,https://www.friendsofcats.org/,,USA0259,US +1
Fat Kitty City,,38.6779591,-121.176058,,https://www.fatkittycity.org,,USA0261,US +1
Mutt Match LA,,,,info@muttmatchla.org,https://www.muttmatchla.org/,,USA0243,US +1
Oasis Animal Sanctuary,,39.617641,-75.072458,sistersanimalsanctuary@frontiernet.net,https://www.oasisanimalsanctuary.org/,,USA0264,US +1
Rancho Coastal Humane Society,,33.0369867,-117.2919818,info@sdpets.org,https://rchumanesociety.org/,,USA0265,US +1
Cat Connection LA,,34.1508718,-118.448986,catconnection@sbcglobal.net,https://catconnectionla.org/,,USA0266,US +1
HEART Pet Rescue,,35.7803977,-78.6390989,adoptions@thezuripetrescue.com,https://heartpetrescue.org/,,USA0244,US +1
Homeless Animal Rescue Team (HART),,34.3410525,-82.9503277,warmhearts@slohart.org,https://www.hartcambria.org/,,USA0239,US +1
Animal Compassion Team of California (ACT),,31.6127285,-97.2248401,info@animalcompassionteam.com,https://www.animalcompassionteam.org/,,USA0276,US +1
The Pet Adoption Center of Orange County,,33.6469261,-117.6859213,info@adoptocpets.org,https://adoptocpets.org/,,USA0273,US +1
Miranda's Rescue For Large & Small Animals,,40.597407,-124.156034,info@mirandasrescue.org,http://mirandasrescue.org/,,USA0274,US +1
OCSP Cat Rescue,,33.750631,-117.8722311,ocsp.adoptions@gmail.com,https://www.ocspcatrescue.org/,,USA0275,US +1
Animal Rescue of Fresno,,36.7394421,-119.78483,volunteer@arf-fresno.com,https://arf-fresno.com/,,USA0277,US +1
Fresno Bully Rescue,,36.708006,-119.5559652,info@fresnobullyrescue.org,https://fresnobullyrescue.org/,,USA0280,US +1
Valley Animal Center,,36.7394421,-119.78483,info@valleyanimal.org,https://valleyanimal.org/,,USA0282,US +1
Barks of Love,,33.560832,-117.210656,rescue@barksoflove.org,https://barksoflove.org/index.html,,USA0283,US +1
South County Tail Waggers,,37.0065078,-121.5631723,info@sctailwaggers.org,https://www.sctailwaggers.org/,,USA0286,US +1
D.E.L.T.A. Rescue,,34.1469416,-118.2478471,info@deltarescue.org,https://deltarescue.org/,,USA0287,US +1
NorCal Poodle Rescue,,39.2190607,-121.06292,norcalpoodlerescueinc@gmail.com,https://www.norcalpoodlerescueadoption.com/,,USA0289,US +1
Peter Zippi Memorial Fund Inc,,33.8659335,-118.3933575,contact@peterzippifund.org,https://www.peterzippifund.org/,,USA0291,US +1
Pet Friends and Rescue,,33.7880457,-117.8894107,office@petfriends.org,https://petfriends.org/,,USA0292,US +1
"The Lovejoy Foundation, Inc.",,33.9562003,-118.353132,Records@lovejoyfoundation.org,http://lovejoyfoundation.org/,,USA0294,US +1
Rescuing Cujo,,47.1915937,-114.891797,Rescuingcujo@gmail.com,https://www.rescuingcujo.com/,,USA0297,US +1
CMSR - California Miniature Schnauzer Rescue,,38.5110803,-122.8473388,schnauzer@dslextreme.com,http://www.schnauzers.us/,,USA0272,US +1
Fallbrook Animal Sanctuary (FAS),,28.0640113,-82.416658,info@fallbrookanimalsanctuary.org,https://fallbrookanimalsanctuary.org/,,USA0270,US +1
The Cat Lounge Rescue and Adoption Center,,32.8458529,-117.2575702,Info@thecatlounge.org,https://thecatlounge.org/,,USA0301,US +1
Laguna Beach Animal Shelter,,33.5426975,-117.785366,puplagunabeachinfo@gmail.com,https://puplagunabeach.org/,,USA0302,US +1
The Blue Bell Foundation for Cats,,33.5426975,-117.785366,info@bluebellcats.org,http://www.bluebellcats.org/,,USA0303,US +1
Paw Parent Animal Sanctuary,,34.6981064,-118.1366153,pawparent@gmail.com,https://www.pawparent.org/,,USA0304,US +1
Kings SPCA,,36.3277959,-119.6461565,info@kingsspca.org,https://kingsspca.org/,,USA0308,US +1
FieldHaven Feline Center,,38.8915741,-121.29318,info@fieldhaven.com,https://fieldhaven.com/,,USA0309,US +1
Hooves & Paws Animal Rescue,,37.9854441,-77.9486307,info@hoovesandpaws.org,https://www.hoovesandpaws.org/,,USA0310,US +1
Tails of Gray,,37.6820583,-121.768053,info@tailsofgray.org,http://www.tailsofgray.org/,,USA0312,US +1
Room 8 Memorial Cat Foundation,,34.0133561,-117.690075,room8cats@gmail.com,https://www.room8cats.org/,,USA0299,US +1
PALS Haven,,38.1342805,-121.2736022,pals.lodi@yahoo.com,https://www.palshaven.org/,,USA0315,US +1
The Cat Cove,,33.7690164,-118.191604,catcoverescue@gmail.com,https://www.thecatcove.com/,,USA0318,US +1
Bullys Rescued and Valued Equally - B.R.A.V.E. Rescue,,46.578611,-122.7099775,braverescue101@gmail.com,https://braverescue101.wixsite.com/brave/about-brave,,USA0321,US +1
Hooks Home Bound Rescue,,,,Hooks@hhbrescue.com,https://www.hhbrescue.com/,,USA0305,US +1
Bunny World Foundation,,34.0536909,-118.242766,info@bunnyworldfoundation.org,http://www.bunnyworldfoundation.org/,,USA0322,US +1
CatCafe Lounge,,33.995044,-118.4668875,info@catcafelounge.com,https://www.catcafelounge.com/,,USA0323,US +1
Eastwood Ranch Foundation,,34.1481692,-118.7655456,Adoption@eastwoodranch.org,https://eastwoodranch.org/,,USA0324,US +1
FixNation,,34.1684364,-118.6058382,info@fixnation.org,https://fixnation.org/,,USA0325,US +1
Pawsitive Connections,,36.5138398,-119.5538929,info@pawsitiveconnections.org,https://www.pawsitiveconnections.org/,,USA0300,US +1
"Romania Animal Rescue, Inc (Livermore)",,37.6820583,-121.768053,nancy@romaniaanimalrescue.org,https://www.romaniaanimalrescue.org/,,USA0311,US +1
Wags and Walks,,34.0536909,-118.242766,info@wagsandwalks.org,https://www.wagsandwalks.org/,,USA0336,US +1
Westside German Shepherd Rescue of Los Angeles,,34.0536909,-118.242766,info@sheprescue.org,https://www.sheprescue.org/,,USA0337,US +1
SaveABunny,,37.9060368,-122.5449763,info@saveabunny.org,https://saveabunny.org/,,USA0340,US +1
