Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
"AWDRI, Australian Working Dog Rescue Int. (Pitt Town)",,22.5016573,-81.1329703,contact@awdri.com.au,https://www.workingdogrescue.com.au/,,USA0802,AUSTRALIA +61
Deaf dogs Rescue Australia,,22.5016573,-81.1329703,adminteam@deafdogsrescueaustralia.info,https://www.deafdogsrescueaustralia.org/,,USA0803,AUSTRALIA +61
Staffy Rescue (Sydney),,22.5016573,-81.1329703,staffyrescueinc@gmail.com,https://www.staffyrescue.org.au/,,USA0804,AUSTRALIA +61
Urban Kittens,,22.5016573,-81.1329703,info@urbankittens.com,https://www.urbankittens.com/,,USA0805,AUSTRALIA +61
Friends of the Pound Tweed Inc.,,22.5016573,-81.1329703,strichte@bigpond.net.au,https://friendsofthepound.com/,,USA0806,AUSTRALIA +61
Best Friends Pet Rescue (Wagga Wagga),,22.5016573,-81.1329703,info@bestfriendspetrescue.org.au,https://bfpr.org.au/,,USA0807,AUSTRALIA +61
Siberian Husky Rescue Club of NSW (Wentworthville),,22.5016573,-81.1329703,mikulovau@gmail.com,http://www.shcnsw.org.au/,,USA0808,AUSTRALIA +61
No Kill Pet Rescue (West Ryde),,22.5016573,-81.1329703,nokilldogrescue@gmail.com,,,USA0809,AUSTRALIA +61
PAWS Darwin,,22.5016573,-81.1329703,pawsdarwinteam@gmail.com,https://pawsdarwin.org.au/,,USA0810,AUSTRALIA +61
Beagle Rescue QLD,,22.5016573,-81.1329703,president@brendanh9.sg-host.com,https://www.beaglerescueqld.com.au/,,USA0811,AUSTRALIA +61
Capricorn Animal Aid,,22.5016573,-81.1329703,capricornanimalaid@gmail.com,https://www.capricornanimalaid.org.au/,,USA0813,AUSTRALIA +61
Cavy Angel's Guinea Pig Rescue,,22.5016573,-81.1329703,,https://www.cavyangelsguineapigrescue.com/,,USA0814,AUSTRALIA +61
Chihuahua Rescue Queensland,,22.5016573,-81.1329703,chihuahuarescueqld@gmail.com,https://www.chihuahuarescueqld.com.au/,,USA0815,AUSTRALIA +61
Cocker Spaniel Rescue QLD,,22.5016573,-81.1329703,admin@cockerspanielrescue.com.au,https://www.cockerspanielrescue.com.au/,,USA0816,AUSTRALIA +61
Crazy Cat Lady Rescue Queensland,,22.5016573,-81.1329703,crazycatladyqld@outlook.com,https://www.facebook.com/crazycatladyqld/,,USA0817,AUSTRALIA +61
Deathrow Unchained Animal Rescue,,22.5016573,-81.1329703,sanctuary@deathrowunchained.org,https://www.facebook.com/deathrowunchained/,,USA0818,AUSTRALIA +61
"ACS, Australian Cavy Sanctuary (Brisbane)",,22.5016573,-81.1329703,acsmelbourne@gmail.com,https://www.australiancavysanctuary.org/,,USA0819,AUSTRALIA +61
Best Friends Refuge Rescue (Brisbane),,22.5016573,-81.1329703,bfr@bestfriendsrescue.com,https://www.bestfriendsrescue.com/,,USA0820,AUSTRALIA +61
Little Paws Kitten Rescue (Brisbane),,22.5016573,-81.1329703,littlepawskr@gmail.com,https://www.littlepawskittenrescue.org.au/,,USA0821,AUSTRALIA +61
Queensland Staffy and Amstaff Rescue (Brisbane),,22.5016573,-81.1329703,,https://www.qldstaffyandamstaffrescue.org.au/,,USA0822,AUSTRALIA +61
Brisbane Valley Cat Rescue,,22.5016573,-81.1329703,buster02@westnet.com.au,https://brisbanevalleycatrescue.com/,,USA0823,AUSTRALIA +61
Little Legs Cat & Dog Rescue,,22.5016573,-81.1329703,president@llsqld.com.au,https://www.llsqld.com.au/,,USA0824,AUSTRALIA +61
Animal Rescue Tablelands Inc,,22.5016573,-81.1329703,,https://animalrescuetablelandsinc.net/,,USA0826,AUSTRALIA +61
"PAA, Peninsula Animal Aid (Margate)",,22.5016573,-81.1329703,paa@peninsulaanimalaid.com.au,https://peninsulaanimalaid.com.au/,,USA0827,AUSTRALIA +61
4 Paws Animal Rescue (Maroochydore),,22.5016573,-81.1329703,4paws@4pawsanimalrescue.org.au,https://www.4pawsanimalrescue.org.au/,,USA0828,AUSTRALIA +61
Bull Arab Rescue,,22.5016573,-81.1329703,bullarabrescue@outlook.com,https://www.bullarabrescue.com.au/,,USA0829,AUSTRALIA +61
YAPS - Young Animal Protection Society (Smithfield Cairns),,22.5016573,-81.1329703,pets@yaps.org.au,https://www.yaps.org.au/,,USA0830,AUSTRALIA +61
Sunshine Coast Animal Refuge (Tanawha),,22.5016573,-81.1329703,marketing@sippycreek.com.au,https://sippycreek.com.au/,,USA0831,AUSTRALIA +61
Cat Adoption Foundation Incorporated,,22.5016573,-81.1329703,info@cafinc.org.au,https://cafinc.org.au/,,USA0833,AUSTRALIA +61
"AWL, Animal Welfare League of South Australia (Wingfield)",,22.5016573,-81.1329703,support@awl.org.au,https://awl.org.au/,,USA0834,AUSTRALIA +61
Rescue Cats Safe Haven Inc,,22.5016573,-81.1329703,rescuecatsafehaven@gmail.com,https://rescuecatssafehaven.com.au/,,USA0835,AUSTRALIA +61
Ten Lives Cat Centre,,22.5016573,-81.1329703,info@tenlives.com.au,https://tenlives.com.au/index.html,,USA0836,AUSTRALIA +61
Big Ears Animal Sanctuary Inc. (Prospect),,22.5016573,-81.1329703,,https://www.bigearsanimalsanctuary.com/,,USA0837,AUSTRALIA +61
Arctic Rescue Victoria Inc,,22.5016573,-81.1329703,contact@arcticrescue.org.au,https://arcticrescue.org.au/,,USA0839,AUSTRALIA +61
Australian Animal Rescue Inc,,22.5016573,-81.1329703,Info@australiananimalrescue.org.au,http://www.australiananimalrescue.org.au/main.html,,USA0840,AUSTRALIA +61
Cheltenham Cat Rescue,,22.5016573,-81.1329703,natasha@cheltenhamcatrescue.org.au,https://www.cheltenhamcatrescue.org.au/,,USA0841,AUSTRALIA +61
admin@cindyspromise.org,,22.5016573,-81.1329703,dandycatrescue@yahoo.com,https://www.dandycatrescue.org.au/,,USA0843,AUSTRALIA +61
"BAWCS, Bendigo Animal Welfare & Community Services",,22.5016573,-81.1329703,admin@bawcs.org.au,https://www.bawcs.org.au/,,USA0845,AUSTRALIA +61
Ingrids Haven (Broadford),,22.5016573,-81.1329703,iarving042@gmail.com,https://www.ingridshaven.net.au/,,USA0846,AUSTRALIA +61
RSPCA Victoria (Burwood East),,22.5016573,-81.1329703,volunteer@rspcavic.org.au,https://rspcavic.org/,,USA0847,AUSTRALIA +61
Second Chance Animal Rescue (Campbellfield),,22.5016573,-81.1329703,info@secondchanceanimalrescue.com.au,https://secondchanceanimalrescue.com.au/,,USA0848,AUSTRALIA +61
Animal Aid (Coldstream),,22.5016573,-81.1329703,enquiries@animalaid.org.au,https://animalaid.org.au/,,USA0849,AUSTRALIA +61
"VicDRG, Victorian Dog Rescue and Resource Group Inc (Elsternwick)",,22.5016573,-81.1329703,office@victoriandogrescue.org.au,https://www.victoriandogrescue.org.au/,,USA0850,AUSTRALIA +61
The Cat Corner (Ferntree Gully),,22.5016573,-81.1329703,enquiries@thecatcorner.com.au,https://www.thecatcorner.com.au/,,USA0851,AUSTRALIA +61
Save A Dog Scheme (Iris),,22.5016573,-81.1329703,admin@saveadog.org.au,https://saveadog.org.au/,,USA0853,AUSTRALIA +61
Pug Rescue and Adoption Victoria Inc. (Knox City Centre),,22.5016573,-81.1329703,info@pugrescue.org.au,https://www.pugrescue.org.au/,,USA0854,AUSTRALIA +61
Bast Cat Club (Melbourne),,22.5016573,-81.1329703,bastcatclub@optusnet.com.au,https://www.facebook.com/bastcatclub,,USA0855,AUSTRALIA +61
Halfway Home Animal Rescue Inc. (Melbourne),,22.5016573,-81.1329703,info@halfwayhome.org.au,https://www.halfwayhome.org.au/,,USA0856,AUSTRALIA +61
Runaway Rabbit Orphanage (Olinda),,22.5016573,-81.1329703,info@rabbitrunaway.org.au,https://www.rabbitrunaway.org.au/,,USA0857,AUSTRALIA +61
Give a Kitty a Home Rescue Inc,,22.5016573,-81.1329703,gakah@gmail.com,https://gakah.org.au/,,USA0858,AUSTRALIA +61
Blue Cross Animals Society of Victoria (Wonga Park),,22.5016573,-81.1329703,enquiries@bluecrossanimals.org.au,https://www.facebook.com/AnimalsBlueCross/,,USA0859,AUSTRALIA +61
South Gippsland Animal Aid (Wonthaggi),,22.5016573,-81.1329703,iancole1950@dodo.com.au,http://www.animalaidsouthgippsland.org.au/,,USA0860,AUSTRALIA +61
Pets Haven Animal Shelter (Woodend),,22.5016573,-81.1329703,shelter@petshaven.org.au,https://petshaven.org.au/,,USA0861,AUSTRALIA +61
Canine Welfare Alliance of Australia,,22.5016573,-81.1329703,caninewelfareaustralia@gmail.com,https://www.facebook.com/CanineWelfareAustralia/,,USA0862,AUSTRALIA +61
Express Wildlife Rescue,,22.5016573,-81.1329703,expresswildliferescue@amnet.net.au,https://www.facebook.com/Expresswildliferescue/,,USA0863,AUSTRALIA +61
Albany Animal Welfare,,22.5016573,-81.1329703,albanyanimalwelfare@gmail.com,https://www.facebook.com/albanyanimalwelfare/,,USA0864,AUSTRALIA +61
"SAFE Perth, Saving Perth Animals from Euthanasia Inc (Joondalup)",,22.5016573,-81.1329703,info@safeperth.com.au,https://www.safeperth.com.au/,,USA0865,AUSTRALIA +61
Menagerie Manor Animal Rescue and Re-homing (Healesville),,22.5016573,-81.1329703,menagerie.manor@gmail.com,https://www.facebook.com/MenagerieManor.Greyhound.Awareness.and.Rehoming/,,USA0852,AUSTRALIA +61
Dogs' Refuge Home (Shenton Park),,22.5016573,-81.1329703,enquiries@dogshome.org.au,https://www.dogshome.org.au/,,USA0867,AUSTRALIA +61
Animal Protection Society WA (Southern River),,22.5016573,-81.1329703,info@apswa.asn.au,https://www.apswa.asn.au/,,USA0868,AUSTRALIA +61
Armadale Community Animal Rescue Group Inc,,22.5016573,-81.1329703,ACARG.Rescue@gmail.com,https://www.facebook.com/ArmadaleCommunityAnimalRescueGroup/,,USA0866,AUSTRALIA +61
ACT Animal Rescue (Canberra),,-35.3176144,149.1244686,info@petrescue.org.au,https://www.petrescue.com.au/,,OTH0046,
Cat Protection Society NSW Inc (Newtown),,-33.8952597,151.1777832,info@catprotection.org.au,https://catprotection.org.au/,,OTH0061,
Staffy Rescue (Sydney),,-33.7817196,151.0909088,staffyrescueinc@gmail.com,https://www.staffyrescue.org.au/,,OTH0064,
Border Small Animal Rescue,,,,bordersmallanimalrescue@hotmail.com,https://www.facebook.com/bordersmallanimalrescue/,,OTH0048,
Central Coast Animal Care Facility,,,,ccacfpetadoptions@gmail.com,https://www.facebook.com/Ccacf/,,OTH0049,
Denise At Paws Inc,,,,info@deniseatpaws.com.au,https://www.deniseatpaws.com.au/,,OTH0051,
Sydney Dogs and Cats Home (Carlton),,,,info@sydneydogsandcatshome.org,https://sydneydogsandcatshome.org/,,OTH0053,
SoCares Animal Care Facility,,,,socaresacf@gmail.com,https://www.socaresanimalcarefacility.com.au/,,OTH0054,
HappyPaws Haven (Eatonsville),,,,//info@happypawshaven.com.au/,https://www.happypawshaven.com.au/,,OTH0055,
Monikas Doggie Rescue (Ingleside),,,,admin@doggierescue.com,https://doggierescue.com/,,OTH0056,
Animal Rights and Rescue Group Inc. (Lismore),,,,nonkill@animalrights.org.au,https://animalrights.org.au/,,OTH0057,
Friends Of The Hound Inc. (Murwillumbah South),,,,enquiries@friendsofthehound.org.au,https://www.friendsofthehound.org.au/,,OTH0059,
Dog Rescue Newcastle,,,,,https://www.dogrescuenewcastle.com.au/,,OTH0060,
Deaf dogs Rescue Australia,,,,adminteam@deafdogsrescueaustralia.info,https://www.deafdogsrescueaustralia.org/,,OTH0063,
Urban Kittens,,,,info@urbankittens.com,https://www.urbankittens.com/,,OTH0065,
Friends of the Pound Tweed Inc.,,,,strichte@bigpond.net.au,https://friendsofthepound.com/,,OTH0066,
Best Friends Pet Rescue (Wagga Wagga),,,,info@bestfriendspetrescue.org.au,https://bfpr.org.au/,,OTH0067,
Siberian Husky Rescue Club of NSW (Wentworthville),,,,mikulovau@gmail.com,http://www.shcnsw.org.au/,,OTH0068,
No Kill Pet Rescue (West Ryde),,,,nokilldogrescue@gmail.com,,,OTH0069,
PAWS Darwin,,,,pawsdarwinteam@gmail.com,https://pawsdarwin.org.au/,,OTH0070,
Beagle Rescue QLD,,,,president@brendanh9.sg-host.com,https://www.beaglerescueqld.com.au/,,OTH0071,
Caboolture and District Animal Welfare Inc,,,,teamcadawi@gmail.com,https://caboolturebribieanimalwelfare.com.au/,,OTH0072,
Capricorn Animal Aid,,,,capricornanimalaid@gmail.com,https://www.capricornanimalaid.org.au/,,OTH0073,
Cavy Angel's Guinea Pig Rescue,,,,,https://www.cavyangelsguineapigrescue.com/,,OTH0074,
Chihuahua Rescue Queensland,,,,chihuahuarescueqld@gmail.com,https://www.chihuahuarescueqld.com.au/,,OTH0075,
Cocker Spaniel Rescue QLD,,,,admin@cockerspanielrescue.com.au,https://www.cockerspanielrescue.com.au/,,OTH0076,
Crazy Cat Lady Rescue Queensland,,,,crazycatladyqld@outlook.com,https://www.facebook.com/crazycatladyqld/,,OTH0077,
Deathrow Unchained Animal Rescue,,,,sanctuary@deathrowunchained.org,https://www.facebook.com/deathrowunchained/,,OTH0078,
Best Friends Refuge Rescue (Brisbane),,-27.4998936,153.0565471,bfr@bestfriendsrescue.com,https://www.bestfriendsrescue.com/,,OTH0080,
Brisbane Valley Cat Rescue,,,,buster02@westnet.com.au,https://brisbanevalleycatrescue.com/,,OTH0083,
Little Legs Cat & Dog Rescue,,,,president@llsqld.com.au,https://www.llsqld.com.au/,,OTH0084,
Little Paws Kitten Rescue (Brisbane),,-27.4998936,153.0565471,littlepawskr@gmail.com,https://www.littlepawskittenrescue.org.au/,,OTH0081,
Animal Rescue Tablelands Inc,,,,,https://animalrescuetablelandsinc.net/,,OTH0086,
Queensland Staffy and Amstaff Rescue (Brisbane),,-27.4998936,153.0565471,,https://www.qldstaffyandamstaffrescue.org.au/,,OTH0082,
4 Paws Animal Rescue (Maroochydore),,,,4paws@4pawsanimalrescue.org.au,https://www.4pawsanimalrescue.org.au/,,OTH0088,
Bull Arab Rescue,,,,bullarabrescue@outlook.com,https://www.bullarabrescue.com.au/,,OTH0089,
YAPS - Young Animal Protection Society (Smithfield Cairns),,,,pets@yaps.org.au,https://www.yaps.org.au/,,OTH0090,
Sunshine Coast Animal Refuge (Tanawha),,,,marketing@sippycreek.com.au,https://sippycreek.com.au/,,OTH0091,
Cat Adoption Foundation Incorporated,,,,info@cafinc.org.au,https://cafinc.org.au/,,OTH0093,
Rescue Cats Safe Haven Inc,,,,rescuecatsafehaven@gmail.com,https://rescuecatssafehaven.com.au/,,OTH0095,
Ten Lives Cat Centre,,,,info@tenlives.com.au,https://tenlives.com.au/index.html,,OTH0096,
Big Ears Animal Sanctuary Inc. (Prospect),,,,,https://www.bigearsanimalsanctuary.com/,,OTH0097,
Arctic Rescue Victoria Inc,,,,contact@arcticrescue.org.au,https://arcticrescue.org.au/,,OTH0099,
Australian Animal Rescue Inc,,,,Info@australiananimalrescue.org.au,http://www.australiananimalrescue.org.au/main.html,,OTH0100,
Cheltenham Cat Rescue,,,,natasha@cheltenhamcatrescue.org.au,https://www.cheltenhamcatrescue.org.au/,,OTH0101,
Cindys Promise - rescue & rehab inc,,,,admin@cindyspromise.org,https://www.cindyspromise.org/,,OTH0102,
admin@cindyspromise.org,,,,dandycatrescue@yahoo.com,https://www.dandycatrescue.org.au/,,OTH0103,
Dreamer's Hen Rescue,,,,Dhenrescue@gmail.com,https://www.facebook.com/dreamershenrescue/,,OTH0104,
Second Chance Animal Rescue (Campbellfield),,-37.675418,144.9531784,info@secondchanceanimalrescue.com.au,https://secondchanceanimalrescue.com.au/,,OTH0108,
Ingrids Haven (Broadford),,,,iarving042@gmail.com,https://www.ingridshaven.net.au/,,OTH0106,
RSPCA Victoria (Burwood East),,,,volunteer@rspcavic.org.au,https://rspcavic.org/,,OTH0107,
Animal Aid (Coldstream),,,,enquiries@animalaid.org.au,https://animalaid.org.au/,,OTH0109,
Bast Cat Club (Melbourne),,-37.7072174,144.7810823,bastcatclub@optusnet.com.au,https://www.facebook.com/bastcatclub,,OTH0115,
The Cat Corner (Ferntree Gully),,,,enquiries@thecatcorner.com.au,https://www.thecatcorner.com.au/,,OTH0111,
Menagerie Manor Animal Rescue and Re-homing (Healesville),,,,menagerie.manor@gmail.com,https://www.facebook.com/MenagerieManor.Greyhound.Awareness.and.Rehoming/,,OTH0112,
Save A Dog Scheme (Iris),,,,admin@saveadog.org.au,https://saveadog.org.au/,,OTH0113,
Pug Rescue and Adoption Victoria Inc. (Knox City Centre),,,,info@pugrescue.org.au,https://www.pugrescue.org.au/,,OTH0114,
Give a Kitty a Home Rescue Inc,,,,gakah@gmail.com,https://gakah.org.au/,,OTH0118,
Blue Cross Animals Society of Victoria (Wonga Park),,,,enquiries@bluecrossanimals.org.au,https://www.facebook.com/AnimalsBlueCross/,,OTH0119,
South Gippsland Animal Aid (Wonthaggi),,,,iancole1950@dodo.com.au,http://www.animalaidsouthgippsland.org.au/,,OTH0120,
Pets Haven Animal Shelter (Woodend),,,,shelter@petshaven.org.au,https://petshaven.org.au/,,OTH0121,
Canine Welfare Alliance of Australia,,,,caninewelfareaustralia@gmail.com,https://www.facebook.com/CanineWelfareAustralia/,,OTH0122,
Express Wildlife Rescue,,,,expresswildliferescue@amnet.net.au,https://www.facebook.com/Expresswildliferescue/,,OTH0123,
Albany Animal Welfare,,,,albanyanimalwelfare@gmail.com,https://www.facebook.com/albanyanimalwelfare/,,OTH0124,
Halfway Home Animal Rescue Inc. (Melbourne),,-37.7072174,144.7810823,info@halfwayhome.org.au,https://www.halfwayhome.org.au/,,OTH0116,
Armadale Community Animal Rescue Group Inc,,,,ACARG.Rescue@gmail.com,https://www.facebook.com/ArmadaleCommunityAnimalRescueGroup/,,OTH0126,
Runaway Rabbit Orphanage (Olinda),,-8.0026097,-34.8852312,info@rabbitrunaway.org.au,https://www.rabbitrunaway.org.au/,,OTH0117,
Dogs' Refuge Home (Shenton Park),,-31.959862,115.8225972,enquiries@dogshome.org.au,https://www.dogshome.org.au/,,OTH0127,
Animal Protection Society WA (Southern River),,,,info@apswa.asn.au,https://www.apswa.asn.au/,,OTH0128,
