Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
UK Organization - City of Edinburgh,Montrose Terrace,55.956887,-3.171011044,,,,UK0067,City of Edinburgh
UK Organization - Bristol,Backfields,51.46145406,-2.588316754,,,,UK0068,Bristol
UK Organization - Greater London,High Street,51.36814351,-0.09944487881,,,,UK0069,Greater London
UK Organization - City of London,Chancery Lane,51.5163124,-0.1115774481,,,,UK0070,City of London
UK Organization - Solihull,Catherine De Barnes Lane,52.42721633,-1.733307993,,,,UK0071,Solihull
UK Organization - Bromsgrove,Middle Lane,52.38712588,-1.905553659,,,,UK0072,Bromsgrove
UK Organization - South Hams,Boringdon Hill,50.41651579,-4.045333228,,,,UK0073,South Hams
UK Organization - Wealden,Church Street,51.06227698,0.3394005985,,,,UK0074,Wealden
UK Organization - Wealden,Isle of Thorns,51.055068,0.02284021518,,,,UK0075,Wealden
UK Organization - Redcar,Redcar,54.59942768,-1.093596187,,,,UK0076,Redcar
UK Organization - Burnley,Black House Lane,53.81094581,-2.175338767,,,,UK0077,Burnley
UK Organization - Cumberland,Wetheral,54.86404479,-2.838072073,,,,UK0078,Cumberland
UK Organization - City of Edinburgh,Portland Street,55.97615757,-3.183789556,,,,UK0079,City of Edinburgh
UK Organization - City of Westminster,Clarges Street,51.50679129,-0.1448409844,,,,UK0080,City of Westminster
UK Organization - Aberdeen City,Abbotshall Road,57.12259245,-2.171962751,,,,UK0081,Aberdeen City
UK Organization - Halton,Ramsbrook Lane,53.34008614,-2.808083503,,,,UK0082,Halton
UK Organization - City of Westminster,Temple Place,51.51175157,-0.1122626352,,,,UK0083,City of Westminster
UK Organization - South Derbyshire,Burton Road,52.73889611,-1.569611009,,,,UK0084,South Derbyshire
UK Organization - Folkestone and Hythe,Green Lane,51.14568469,1.068987362,,,,UK0085,Folkestone and Hythe
UK Organization - Chichester,Chalder Lane,50.78605404,-0.7852973956,,,,UK0086,Chichester
UK Organization - Shropshire,Lyth Hill Road,52.66483857,-2.772583692,,,,UK0087,Shropshire
UK Organization - Wigan,Friars Close,53.51582234,-2.44142661,,,,UK0088,Wigan
UK Organization - Blackpool,Red Bank Road,53.84987899,-3.052069028,,,,UK0091,Blackpool
UK Organization - West Suffolk,A134,52.19560326,0.7606531257,,,,UK0092,West Suffolk
UK Organization - Lincoln,Kingsley Street,53.23955966,-0.5430606765,,,,UK0093,Lincoln
UK Organization - Newport,Risca Road,51.59697189,-3.065983511,,,,UK0094,Newport
UK Organization - City of Westminster,Mansfield Street,51.51905597,-0.1461133662,,,,UK0095,City of Westminster
UK Organization - Rother,Dallington,50.9545441,0.3622838471,,,,UK0096,Rother
UK Organization - Welwyn Hatfield,Hawkshead Lane,51.71372967,-0.210105192,,,,UK0097,Welwyn Hatfield
UK Organization - City of Edinburgh,Seafield Road East,55.96428611,-3.129515954,,,,UK0098,City of Edinburgh
UK Organization - North Northamptonshire,Rockingham Hill,52.51076959,-0.7218826585,,,,UK0099,North Northamptonshire
UK Organization - Sheffield,Mayfield Road,53.36074315,-1.558087418,,,,UK0100,Sheffield
UK Organization - Greater London,Chippenham Road,51.60697281,0.222980917,,,,UK0101,Greater London
UK Organization - Kington,Bridge Street,52.2036335,-3.028644734,,,,UK0102,Kington
UK Organization - Central Bedfordshire,Westoning,51.97311246,-0.5210232185,,,,UK0103,Central Bedfordshire
UK Organization - New Forest,Southampton Road,50.84798113,-1.789609982,,,,UK0104,New Forest
UK Organization - East Lindsey,Fodder Dike Bank,53.09245409,0.1582043001,,,,UK0105,East Lindsey
UK Organization - East Hampshire,St Andrews Road,51.10535176,-0.8792127015,,,,UK0106,East Hampshire
UK Organization - Central Bedfordshire,Bakers Lane,51.85039611,-0.501784902,,,,UK0107,Central Bedfordshire
UK Organization - Widnes,St Aidans Drive,53.39179629,-2.739084614,,,,UK0108,Widnes
UK Organization - Sheffield,Carter Knowle Avenue,53.35515723,-1.503553059,,,,UK0109,Sheffield
UK Organization - Tonbridge and Malling,High Street,51.19654284,0.2753024815,,,,UK0110,Tonbridge and Malling
UK Organization - Sheffield,Clarke Street,53.37602361,-1.485115143,,,,UK0111,Sheffield
UK Organization - Bodmin,Hillside Park,50.4728485,-4.728834028,,,,UK0112,Bodmin
UK Organization - Winchester,Leafy Lane,50.87487053,-1.244014271,,,,UK0113,Winchester
UK Organization - Rochester,Beatty Road,51.36392483,0.5104725096,,,,UK0114,Rochester
UK Organization - St Leonards,Sedlescombe Gardens,50.86503841,0.5522294991,,,,UK0115,St Leonards
UK Organization - Cheshire West and Chester,Sandringham Avenue,53.27486084,-2.766822526,,,,UK0116,Cheshire West and Chester
UK Organization - Lancaster,Lister Grove,54.04656974,-2.888494911,,,,UK0117,Lancaster
UK Organization - Sunderland,Fuller Road,54.89399219,-1.369442436,,,,UK0118,Sunderland
UK Organization - Portsmouth,Jubilee Avenue,50.85016487,-1.112808992,,,,UK0119,Portsmouth
UK Organization - Preston,Aldwych Drive,53.72358121,-2.684419584,,,,UK0120,Preston
UK Organization - Eastleigh,Shamblehurst Lane North,50.93703338,-1.294180316,,,,UK0121,Eastleigh
UK Organization - Essex,Bromley Road,51.90045914,0.9609245344,,,,UK0122,Essex
UK Organization - Central Bedfordshire,Westoning,51.97311293,-0.5210338266,,,,UK0123,Central Bedfordshire
UK Organization - Newport,Nicholson Street,50.71789814,-1.304904727,,,,UK0124,Newport
UK Organization - Buckinghamshire,Long Park,51.68597903,-0.6049451856,,,,UK0125,Buckinghamshire
UK Organization - Harwich,Stour Close,51.93133891,1.238624503,,,,UK0126,Harwich
UK Organization - Essex,Abbey Crescent,51.85729097,1.167924941,,,,UK0127,Essex
UK Organization - Amesbury,Lynchets Road,51.16818295,-1.77325446,,,,UK0128,Amesbury
UK Organization - Tilbury,Feenan Highway,51.46349598,0.369085539,,,,UK0129,Tilbury
UK Organization - Mansfield,Roman Bank,53.16656855,-1.179309904,,,,UK0130,Mansfield
UK Organization - Sheffield,Farndale Road,53.41434534,-1.501594238,,,,UK0131,Sheffield
UK Organization - Windermere,Orrest Drive,54.37788893,-2.903179803,,,,UK0132,Windermere
UK Organization - King's Lynn and West Norfolk,Pius Drove,52.60747322,0.2221519853,,,,UK0133,King's Lynn and West Norfolk
UK Organization - New Forest,Highfield Avenue,50.75713471,-1.555781864,,,,UK0134,New Forest
UK Organization - Cardiff,Cefn Coch,51.52350942,-3.262858323,,,,UK0135,Cardiff
UK Organization - Sheffield,Cavendish Avenue,53.32807667,-1.525509114,,,,UK0136,Sheffield
UK Organization - Huntingdonshire,London Road,52.29934894,-0.1505806686,,,,UK0137,Huntingdonshire
UK Organization - Warrington,Mersey Way,53.38286614,-2.606080071,,,,UK0138,Warrington
UK Organization - Westmorland and Furness,A685,54.36586673,-2.663899971,,,,UK0139,Westmorland and Furness
UK Organization - North East Derbyshire,Loundes Road,53.28584022,-1.442064951,,,,UK0140,North East Derbyshire
UK Organization - Derbyshire Dales,North Lane,52.99679968,-1.624601333,,,,UK0141,Derbyshire Dales
UK Organization - Chesterfield,Broomhill Road,53.27042613,-1.433891639,,,,UK0142,Chesterfield
UK Organization - Teignbridge,Edgelands Lane,50.4806835,-3.641740848,,,,UK0143,Teignbridge
UK Organization - Paignton,Gerston Place,50.43641888,-3.567863668,,,,UK0144,Paignton
UK Organization - Plymouth,Merafield Road,50.37752106,-4.069329782,,,,UK0145,Plymouth
UK Organization - Warrington,Kinross Close,53.42200071,-2.564066925,,,,UK0146,Warrington
UK Organization - Bristol,Wildcountry Lane,51.41351303,-2.670724114,,,,UK0147,Bristol
UK Organization - Bristol,Churchill Close,51.4481882,-2.489013375,,,,UK0148,Bristol
UK Organization - Teignbridge,Castle Gate,50.63771325,-3.465928341,,,,UK0149,Teignbridge
"UK Organization - Bournemouth, Christchurch and Poole",Magna Road,50.77580685,-1.940268333,,,,UK0150,"Bournemouth, Christchurch and Poole"
UK Organization - County Durham,A66,54.5102571,-1.857157494,,,,UK0151,County Durham
UK Organization - County Durham,A1(M),54.71225259,-1.51230039,,,,UK0152,County Durham
UK Organization - County Durham,Rosebay Road,54.75570254,-1.603989008,,,,UK0153,County Durham
UK Organization - Newton Aycliffe,Kirkstone Place,54.61889406,-1.589483237,,,,UK0154,Newton Aycliffe
UK Organization - Adur,Old Shoreham Road,50.84096565,-0.2422888684,,,,UK0155,Adur
UK Organization - Greater London,Lewisham Way,51.46999989,-0.02815401723,,,,UK0156,Greater London
UK Organization - Rother,Dallington,50.95455327,0.3622826359,,,,UK0157,Rother
UK Organization - Brighton,Mile Oak Road,50.84665283,-0.2263266728,,,,UK0158,Brighton
UK Organization - Lewes,The Broyle,50.90934903,0.1035069076,,,,UK0159,Lewes
UK Organization - Cheltenham,Gardners Lane,51.91328812,-2.087428751,,,,UK0160,Cheltenham
UK Organization - Chippenham,The Bridge,51.45977768,-2.117760551,,,,UK0161,Chippenham
UK Organization - Stroud,Bristol Road,51.77330201,-2.322307552,,,,UK0162,Stroud
UK Organization - Greater London,Wakley Street,51.53030974,-0.1022536647,,,,UK0163,Greater London
UK Organization - Rushmoor,Cole Avenue,51.2522613,-0.7694237971,,,,UK0164,Rushmoor
UK Organization - Greater London,Ponsard Road,51.53125444,-0.2327914563,,,,UK0165,Greater London
UK Organization - Greater London,Diploma Avenue,51.58905397,-0.1642869703,,,,UK0166,Greater London
UK Organization - Greater London,Boston Manor Road,51.49529841,-0.3224366114,,,,UK0167,Greater London
UK Organization - Hart,Crookham Road,51.26942877,-0.8512853781,,,,UK0168,Hart
UK Organization - New Forest,Toms Lane,50.88722778,-1.732332209,,,,UK0169,New Forest
UK Organization - New Forest,Highfield Avenue,50.75714635,-1.555786097,,,,UK0170,New Forest
UK Organization - Basingstoke and Deane,Tottenham Close,51.33153096,-1.056490657,,,,UK0171,Basingstoke and Deane
UK Organization - Herefordshire,Marden,52.14077227,-2.682775504,,,,UK0172,Herefordshire
UK Organization - Tameside,John Street,53.49778931,-2.0431048,,,,UK0173,Tameside
UK Organization - Manchester,Moss Brook Road,53.50784108,-2.207223283,,,,UK0174,Manchester
UK Organization - Rochdale,Tavistock Road,53.59469634,-2.154087641,,,,UK0175,Rochdale
UK Organization - Greater London,Jail Lane,51.31113708,0.05067001776,,,,UK0176,Greater London
UK Organization - Edenbridge,Hartfield Road,51.17356769,0.08513258381,,,,UK0177,Edenbridge
UK Organization - St Just,Old Foundry Close,50.12884104,-5.677585122,,,,UK0178,St Just
UK Organization - Sevenoaks,Butchers Lane,51.36875803,0.2955754632,,,,UK0179,Sevenoaks
UK Organization - Dartford,Cotton Lane,51.45128733,0.2492014603,,,,UK0180,Dartford
UK Organization - Ashford,Ashford Road,51.10851511,0.7276431909,,,,UK0181,Ashford
UK Organization - Bolton,Northolt Drive,53.56704975,-2.42782318,,,,UK0182,Bolton
UK Organization - Bury,Bridge Street,53.64827801,-2.316774615,,,,UK0183,Bury
UK Organization - Lancaster,Blea Tarn Road,54.02504886,-2.7812583,,,,UK0184,Lancaster
UK Organization - Lancaster,Hazelrigg Lane,54.0135514,-2.774085113,,,,UK0185,Lancaster
UK Organization - Blackpool,Red Bank Road,53.84986381,-3.052066775,,,,UK0186,Blackpool
UK Organization - Preston,Field Maple Drive,53.77873527,-2.657669558,,,,UK0187,Preston
UK Organization - Leeds,Belle Vue Avenue,53.82833665,-1.425533194,,,,UK0188,Leeds
UK Organization - Boston,Dolphin Lane,52.97785253,-0.02356053545,,,,UK0189,Boston
UK Organization - East Lindsey,Chapel Lane,53.03680418,0.01491361529,,,,UK0190,East Lindsey
UK Organization - North Kesteven,Blackmoor Road,53.15157822,-0.5796680175,,,,UK0191,North Kesteven
UK Organization - East Lindsey,Donna Nook Road,53.46240892,0.1449071499,,,,UK0192,East Lindsey
UK Organization - East Lindsey,Lumley Road,53.14336235,0.3371542871,,,,UK0193,East Lindsey
UK Organization - Rhondda Cynon Taf,Llanharan,51.53396991,-3.436302787,,,,UK0194,Rhondda Cynon Taf
UK Organization - ,East Lane,53.51736141,-3.002794391,,,,UK0195,
UK Organization - Greater London,Boston Manor Road,51.49527868,-0.3224392333,,,,UK0196,Greater London
UK Organization - Breckland,Roudham Road,52.44928447,0.9054175983,,,,UK0197,Breckland
UK Organization - Great Yarmouth,Newport Road,52.69170725,1.701064418,,,,UK0198,Great Yarmouth
UK Organization - Great Yarmouth,High Street,52.57835407,1.727686669,,,,UK0199,Great Yarmouth
UK Organization - Breckland,Woodrising Road,52.59758552,0.9318883624,,,,UK0200,Breckland
UK Organization - South Norfolk,The Street,52.52438855,1.219635868,,,,UK0201,South Norfolk
UK Organization - Raunds,Brooks Road,52.35037832,-0.5253499952,,,,UK0202,Raunds
UK Organization - Wellingborough,London Road,52.2810938,-0.6785892641,,,,UK0203,Wellingborough
UK Organization - Berwick-upon-Tweed,Windmill Way East,55.78983697,-2.015349143,,,,UK0204,Berwick-upon-Tweed
UK Organization - North Tyneside,Hallington Mews,55.03452421,-1.574723131,,,,UK0205,North Tyneside
UK Organization - Richmond,Market Place,54.40289294,-1.735973649,,,,UK0206,Richmond
UK Organization - North Yorkshire,Kirk Gate,54.31826584,-0.5147938454,,,,UK0207,North Yorkshire
UK Organization - North Yorkshire,Sneaton,54.45258557,-0.589588837,,,,UK0208,North Yorkshire
UK Organization - York,Landing Lane,53.96498052,-1.112333393,,,,UK0209,York
UK Organization - North East Derbyshire,Long Duckmanton,53.23908296,-1.341125242,,,,UK0210,North East Derbyshire
UK Organization - Bassetlaw,Mansfield Road,53.30794716,-0.9941414609,,,,UK0211,Bassetlaw
UK Organization - Broxtowe,Hobsic Close,53.04424789,-1.318135837,,,,UK0212,Broxtowe
UK Organization - Broxtowe,Westby Lane,52.98922978,-1.271408496,,,,UK0213,Broxtowe
UK Organization - Cherwell,Park End,52.04040282,-1.325945264,,,,UK0214,Cherwell
UK Organization - Shropshire,Chorley,52.46202954,-2.432243845,,,,UK0215,Shropshire
UK Organization - Shropshire,Sandy Lane,52.81074536,-2.720679416,,,,UK0216,Shropshire
UK Organization - Bath,Claverton Hill,51.37541742,-2.321667045,,,,UK0217,Bath
UK Organization - Dorset,Award Road,50.80175826,-1.91658596,,,,UK0218,Dorset
UK Organization - Somerset,New Road,51.20585778,-2.963897217,,,,UK0219,Somerset
UK Organization - Staffordshire Moorlands,Pike Lane,53.1549981,-1.840081693,,,,UK0220,Staffordshire Moorlands
UK Organization - West Suffolk,A134,52.19560439,0.7606516349,,,,UK0221,West Suffolk
UK Organization - Surrey Heath,Chertsey Road,51.37415568,-0.6457978617,,,,UK0222,Surrey Heath
UK Organization - Bassetlaw,Town Street,53.31297675,-0.7722706443,,,,UK0223,Bassetlaw
UK Organization - Greater London,High Street,51.36814153,-0.0994449162,,,,UK0224,Greater London
UK Organization - Guildford,Shere Road,51.2410786,-0.4968543869,,,,UK0225,Guildford
UK Organization - Arun,Gaugemaster Way,50.8300003,-0.5775425601,,,,UK0226,Arun
UK Organization - Chichester,Chalder Lane,50.78607739,-0.7853029925,,,,UK0227,Chichester
UK Organization - Brighton,Whitethorn Drive,50.85696846,-0.1709319385,,,,UK0228,Brighton
UK Organization - Nuneaton and Bedworth,Oaston Road,52.5250116,-1.455850853,,,,UK0229,Nuneaton and Bedworth
UK Organization - Stratford-on-Avon,Chapel Street,52.16509273,-1.778828901,,,,UK0230,Stratford-on-Avon
UK Organization - Solihull,Catherine De Barnes Lane,52.42719366,-1.733304834,,,,UK0231,Solihull
UK Organization - Solihull,Northbrook Road,52.41941003,-1.818258645,,,,UK0232,Solihull
UK Organization - Walsall,Park Road,52.5656735,-1.944512134,,,,UK0233,Walsall
UK Organization - Wiltshire,Westbrook Green,51.3902981,-2.06639537,,,,UK0234,Wiltshire
UK Organization - Swindon,Frankland Road,51.54512047,-1.838989787,,,,UK0235,Swindon
UK Organization - Chelmsford,Buttsbury,51.6543566,0.4025967708,,,,UK0236,Chelmsford
UK Organization - Malvern Hills,Hawthorn Lane,52.14600051,-2.283244264,,,,UK0237,Malvern Hills
UK Organization - Cleobury Mortimer,Cleobury Road,52.37357837,-2.41356866,,,,UK0238,Cleobury Mortimer
UK Organization - Wyre Forest,Worcester Street,52.38654622,-2.247067348,,,,UK0239,Wyre Forest
UK Organization - Barnsley,Barugh Lane,53.57151118,-1.529908399,,,,UK0240,Barnsley
UK Organization - Barnsley,Woodhead Road,53.46139863,-1.520501241,,,,UK0241,Barnsley
UK Organization - Doncaster,Great North Road,53.45785566,-1.031983517,,,,UK0242,Doncaster
UK Organization - Highland,,57.58866097,-3.750821609,,,,UK0243,Highland
UK Organization - Bradford,Halifax Road,53.84002359,-1.928462226,,,,UK0244,Bradford
UK Organization - Leeds,Moor Knoll Lane,53.72953258,-1.541894544,,,,UK0245,Leeds
UK Organization - Rotherham,Moat Lane,53.4082831,-1.272354478,,,,UK0246,Rotherham
UK Organization - Sheffield,Clarke Street,53.37600161,-1.485100314,,,,UK0247,Sheffield
UK Organization - Sheffield,Quarry Hill,53.33271181,-1.381273259,,,,UK0248,Sheffield
UK Organization - Leeds,Cave Lane,53.72439605,-1.531432666,,,,UK0249,Leeds
