Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
Cuori Randagi ONLUS,,12.4989994,124.6746741,associazione@cuorirandagi.org,https://www.cuorirandagi.org/,,UNK0073,Unknown
ENTE DI TUTELA ANIMALE L'ALTRA ZAMPA,,12.4989994,124.6746741,info.laltrazampa@gmail.com,http://www.laltrazampa.it/,,UNK0074,Unknown
Fattoria di Chiara e Arianna ONLUS,,12.4989994,124.6746741,fattoriadichiaraearianna@gmail.com,https://www.fattoriadichiaraearianna.com/,,UNK0075,Unknown
FIENILE ANIMATO,,12.4989994,124.6746741,info@fienileanimato.it,http://www.fienileanimato.it/,,UNK0076,Unknown
G.A.VOL. GRUPPO ANIMALISTI VOLTERRA ORGANIZZAZIONE DI VOLONTARIATO,,12.4989994,124.6746741,gavol2007@libero.it,https://www.gavolonlusvolterra.it/chi-siamo/,,UNK0077,Unknown
La Terra dei Cavalli,,12.4989994,124.6746741,nellaterradeicavalli@hotmail.it,https://www.laterradeicavalli.com/,,UNK0078,Unknown
"Associazione Animalista ""Le Fusa"" O.N.L.U.S.",,12.4989994,124.6746741,info@associazionelefusa.it,http://www.associazionelefusa.it/,,UNK0079,Unknown
NON SOLO VITA DA CANI ONLUS,,12.4989994,124.6746741,info@vitadacani.org,https://www.vitadacani.org/,,UNK0080,Unknown
PRO ANIMALS ONLUS,,12.4989994,124.6746741,info@proanimals.it,http://proanimalsonlus.proanimals.it/,,UNK0082,Unknown
ONLUS proteggiamo i nostri amici animali in Maremma,,12.4989994,124.6746741,serenaarri1975@gmail.com,https://www.facebook.com/people/ONLUS-proteggiamo-i-nostri-amici-animali-in-Maremma/100068494837208/?paipv=0&eav=AfaPp81MtmC7ENcPYW3VVlFBludpIG4ZhAs9PZdMfOzGwJIzJd81TPY79xA8J2kka8U&_rdr,,UNK0083,Unknown
Rescue Boxer La Fenice Onlus,,12.4989994,124.6746741,sostieni.fenice.boxer@gmail.com,https://adozioniboxer.it/,,UNK0084,Unknown
Rifugio per cani Agrilia,,12.4989994,124.6746741,agrilia@agrilia.it,https://www.rifugiopercaniagrilia.org/,,UNK0085,Unknown
Rifugio Ramondetti Cassardo Onlus,,12.4989994,124.6746741,posta@rifugiotrofarello.org,https://www.facebook.com/RifugioRamondettiCassardoOnlus/?locale=it_IT,,UNK0086,Unknown
Un rifugio da salvare,,12.4989994,124.6746741,sosprimosoccorso@libero.it,https://www.facebook.com/sosprimosoccorsocaniegatti/?locale=it_IT,,UNK0087,Unknown
Telefono Difesa Animali O.D.V.,,12.4989994,124.6746741,info@telefonodifesaanimali.it,https://www.telefonodifesaanimali.it/,,UNK0088,Unknown
Associazione Un Cane per Sorridere Onlus,,12.4989994,124.6746741,info@uncanepersorridere.it,https://www.uncanepersorridere.it/,,UNK0089,Unknown
Vita Da Gatti - Cagliari,,12.4989994,124.6746741,vitadagattionlus@gmail.com,https://www.facebook.com/profile.php?id=100064520838960&locale=it_IT,,UNK0090,Unknown
VITA Randagia ONLUS - Volontari Italiani Tutela Animali,,12.4989994,124.6746741,Vitarandagia@hotmail.com,https://www.facebook.com/vitarandagia/,,UNK0091,Unknown
Zampa Siciliana onlus,,12.4989994,124.6746741,Zampsicilianaonlus@libero.it,https://www.facebook.com/Zampasiciliana/?locale=it_IT,,UNK0092,Unknown
Zampamica Lecco ODV,,12.4989994,124.6746741,zampamicalecco@gmail.com,https://www.zampamica2010.org/,,UNK0093,Unknown
Zampe Felici Onlus,,12.4989994,124.6746741,taniazampefelici@gmail.com,https://www.facebook.com/zampefelicionlus/,,UNK0094,Unknown
4 zampe in riviera onlus,,12.4989994,124.6746741,4zampeinriviera.onlus@gmail.com,https://www.facebook.com/4zampeinriviera/,,UNK0095,Unknown
A.NI.T.A. - Associazione Nicese Tutela Animali,"Via M. Tacca 135, 14049 Nizza Monferrato",,,,,,UNK0098,Nizza Monferrato (AT)
A.R.C.A. San Damiano d'Asti,,,,,,,UNK0099,San Damiano d'Asti (AT)
A.T.A. - PC Alessandria Camino,,,,,,,UNK0100,Camino (AL)
"Amici degli Animali ""Gustavo Allara""","Strada della Varda 53, 10093 Collegno",,,,,,UNK0101,Collegno (TO)
Amici dei Gatti Galliate,"Via del Piaggio 57, 28067 Galliate",,,info@amicideigatti.org,https://www.amicideigatti.org,,UNK0102,Galliate (NO)
Amici dei Mici Savigliano,"Via Galimberti 10-12, Savigliano",,,,https://amicideimicisavigliano.org,,UNK0103,Savigliano (CN)
Amici del Cane Domodossola,"Regione Nosere - Via Polveriera, 28845 Domodossola",,,amicidelcanedomodossola@hotmail.it,https://amicidelcanedomo.wixsite.com/canile,,UNK0104,Domodossola (VB)
Amici del Cane Omegna,"Via Comoli 106-186, 28887 Omegna",,,,,,UNK0105,Omegna (VB)
Amici del Rifugio di Cavour,"Via Barrata 34, 10061 Cavour",,,,https://rifugiodicavour.it,,UNK0106,Cavour (TO)
Amici di Zampa Alba,"Via Vivaro 17, Loc. Toppino, 12051 Alba",,,amicidizampa@tiscali.it,https://amicidizampa.org,,UNK0107,Alba (CN)
Amico Randagio,,,,info@amicorandagio.it,https://www.amicorandagio.it,,UNK0108,Vercelli (VC)
Animal SOS ODV,,,,info@animal-sos.it,https://www.voltoweb.it/animalsos,,UNK0109,Carmagnola (TO)
Animali Senza Confini,,,,,,,UNK0110,Coazze (TO)
ASPA - Animali Solo per Amore ODV,"Via Orfanotrofio 16, 13900 Biella / Via per Castelletto Cervo 407/A, Cossato",,,,https://www.aspaonlus.it,,UNK0111,Biella (BI)
Animal's Angel Novi ONLUS,Sede: Novi Ligure (AL) - op. Canile Tortona Via Castelnuovo 31,,,,https://animalsangelsnovi.wordpress.com,,UNK0112,Castelletto d'Orba (AL)
Arca di Piera ODV,"Via Valgioie 39, 10040 Rivalta di Torino",,,arcadipieraposta@gmail.com,https://www.arcadipiera.it,,UNK0113,Rivalta di Torino (TO)
Arione Creat,,,,,,,UNK0114,Castagnole Piemonte (TO)
Associazione A-mici di Trino ODV,,,,unacasaperamici@gmail.com,,,UNK0115,Trino (VC)
Associazione Biellese Difesa Animali (A.B.D.A.),"c/o CTV, Via Orfanotrofio 16, 13900 Biella",,,bonaudigrabriella34@gmail.com,,,UNK0116,Biella (BI)
Associazione Borgomanerese Amici Quattrozampe ODV,"Via Chiesa 2, 28021 Borgomanero",,,,,,UNK0117,Borgomanero (NO)
Associazione Canile Rifugio Paquito ONLUS,"Via G. Amendola 48, 28010 Fontaneto d'Agogna",,,rifugio.paquito@hotmail.it,https://www.canilerifugiopaquito.org,,UNK0119,Fontaneto d'Agogna (NO)
"Associazione di Volontariato ""Amici degli Animali"" Saluggia",,,,,,,UNK0120,Saluggia (VC)
"Associazione di Volontariato ""Arcadia""",,,,,,,UNK0121,Robassomero (TO)
Gattile San Francesco d'Assisi,"Via Ferraris 21/E-F, Santhià",,,,,,UNK0152,Santhià (VC)
Il Rifugio degli Asinelli ONLUS,,12.4989994,124.6746741,info@ilrifugiodegliasinelli.org,https://www.ilrifugiodegliasinelli.org/,,UNK0097,Unknown
Associazione Cani Rubini,,44.7975517,-63.7650119,canirubini@gmail.com,,,UNK0118,Alba (CN)
"Associazione di Volontariato ""Diamoci la Zampa"" ODV","Strada per Casale 1, 13044 Crescentino",,,info@diamocilazampaodv.it,https://www.diamocilazampaodv.it,,UNK0122,Crescentino (VC)
Associazione di Volontariato L'Arca di Noè,,,,,,,UNK0123,Livorno Ferraris (VC)
Associazione di Volontariato Panciallegra ONLUS,"Via Monteverde 37, 15121 Alessandria",,,info@panciallegra.it,https://www.panciallegra.it,,UNK0124,Alessandria (AL)
Associazione di Volontariato Rifugio Miletta ETS,"Via Visconti 31 ter, 28010 Agrate Conturbia",,,info@rifugiomiletta.org,https://www.rifugiomiletta.org,,UNK0125,Agrate Conturbia (NO)
Associazione di Volontariato Scodinzola Felice ODV,"Via ai Casoni, Piano Grande, Fondotoce, Verbania",,,info@scodinzolafelice.it,https://www.scodinzolafelice.it,,UNK0126,Verbania (VB)
Associazione Difesa Felini,,,,,,,UNK0127,Asti (AT)
Associazione Liberigatti Animalista Ambientalista,,,,,,,UNK0128,Settimo Torinese (TO)
Associazione Nazionale Protezione Animali,,,,,,,UNK0129,Fossano (CN)
Associazione Nazionale Protezione Animali per la Vita (A.N.P.A.V.),"Via G. Marconi 16, 10010 Settimo Vittone",,,,https://www.anpav.net,,UNK0130,Ivrea (TO)
Associazione Novarese Amici del Gatto,,,,,,,UNK0131,Novara (NO)
Associazione Novese Donatori Volontari Sangue,,,,,,,UNK0132,Novi Ligure (AL)
Associazione Novese per il Ricovero dei Cani Abbandonati,,,,,,,UNK0133,Novi Ligure (AL)
Associazione per la Tutela degli Animali,"Via Ghilini 73, 15100 Alessandria",,,,,,UNK0134,Alessandria (AL)
Associazione Pontesturese Ecologia e Animali,,,,,,,UNK0135,Pontestura (AL)
Associazione Protezione Animali Chivasso,,,,,,,UNK0137,Chivasso (TO)
Associazione Protezione Animali Lietta Marucco,,,,,,,UNK0138,Borgo d'Ale (VC)
Associazione Zoofila Astigiana,"Fraz. San Marzanotto 249, 14100 Asti",,,,,,UNK0139,Asti (AT)
Associazione Zoofila Borgo Ticino,,,,,,,UNK0140,Borgo Ticino (NO)
Bastardini,,,,,,,UNK0141,Rivoli (TO)
Centro Recupero Animali Selvatici,,,,,,,UNK0142,Bernezzo (CN)
Code in Coda,,,,,,,UNK0143,Torino (TO)
Cuore di Zampa,,,,,,,UNK0144,Valenza (AL)
Diamogli una Zampa,,,,,,,UNK0145,Busca (CN)
Difesa Animali Santhià,,,,,,,UNK0146,Santhià (VC)
Doggy Bag,,,,,,,UNK0147,Fiano (TO)
Ente Italiano Protezione Animali,,,,,,,UNK0148,Caselle Torinese (TO)
Eporedianimali - Onlus,,,,,,,UNK0149,Ivrea (TO)
Fido Cerca Casa,,,,,,,UNK0150,Bra (CN)
Gattagorà,"Corso San Maurizio 35, 10124 Torino",,,,,,UNK0151,Torino (TO)
Gruppo di Volontariato per la Tutela e l'Assistenza degli Animali,,,,,,,UNK0153,Acqui Terme (AL)
Happy Dog,,,,,,,UNK0154,Santo Stefano Roero (CN)
I Gatti del Borgo - Associazione per la Protezione degli Animali,,,,,,,UNK0155,Comignago (NO)
I Miei Amici - Sezione Pinerolo,,,,,,,UNK0156,Pinerolo (TO)
Il Cucciolo Protezione Animali,,,,,,,UNK0157,Chivasso (TO)
Il Rifugio di Diana,,,,,,,UNK0158,Castellar Guidobono (AL)
In Punta di Coda,,,,,,,UNK0159,San Mauro Torinese (TO)
International Animal Protection League Italia,,,,,,,UNK0160,Villafranca d'Asti (AT)
L.I.D.A. - Cirié Valli di Lanzo,"Corso Nazioni Unite 32, 10073 Cirié",,,,,,UNK0161,Cirié (TO)
L.I.D.A. - Tutela Felini Torino,,,,,,,UNK0162,Torino (TO)
L.I.D.A. - Sezione Alba-Bra,,,,,,,UNK0163,Bra (CN)
L.I.D.A. - Sezione Carrù-Mondovì-Ceva,,,,,,,UNK0164,Carrù (CN)
L.I.D.A. - Sezione Fossano-Savigliano,,,,,,,UNK0165,Fossano (CN)
L.I.D.A. - Sezione Garessio-Ormea,,,,,,,UNK0166,Garessio (CN)
Gattile di Cuneo (L.I.D.A.),"Via Barolo 43/a, Cuneo",,,,http://www.gattiledicuneo.it,,UNK0167,Cuneo (CN)
L.I.D.A. - Sezione Asti,,,,,,,UNK0169,Valfenera (AT)
L.I.D.A. - Sezione Chieri,,,,,,,UNK0170,Chieri (TO)
L.I.D.A. - Sezione Cuneo,,,,,,,UNK0171,Cuneo (CN)
L.I.D.A. - Sezione Novara,,,,,,,UNK0172,Novara (NO)
L.I.D.A. - Sezione Pinerolo,"Strada Poirino 101, Pinerolo",,,lida.pinerolo@gmail.com,,,UNK0173,Pinerolo (TO)
L.I.D.A. - Sezione Pino Torinese,,,,,,,UNK0174,Pino Torinese (TO)
L.I.D.A. - Sezione Torino,,,,,,,UNK0175,Torino (TO)
La Cuccia - Associazione per la Protezione degli Animali,"Via Masini 29, Galliate",,,,,,UNK0176,Galliate (NO)
La Fattoria,"c/o C.I.B.I. S.a.s., Località Larizzate, 13100 Vercelli (VC)",,,info@canilevercelli.it,canilevercelli.it,,UNK0177,Vercelli (VC)
La Rondine - Ass. di Protezione Animali ONLUS,"Frazione Loreto, Via Borgata Castelvecchio 85/A, 12045 Fossano (CN)",,,associazionelarondine@libero.it,csvcuneo.it/lida_associazione/,,UNK0178,Fossano (CN)
La Scintilla,"Via per Gozzano 68/A, 28021 Borgomanero (NO)",,,lascintillaonlus@gmail.com,,,UNK0179,Borgomanero (NO)
La Vie en Rose,"Via del Ruata, 10067 Vigone (TO)",,,lavieenrose.rifugio@gmail.com,,,UNK0180,Vigone (TO)
RIFUGIO L'ANELLO DI RE SALOMONE,Strada Boschetto 38,,,info@lanellodiresalomone.net,lanellodiresalomone.net,,UNK0181,Piverone (TO)
Le Code Lunghe,"Via Chiesa della Salute 6/C, 10147 Torino (TO)",,,info@lecodelunghe.it,,,UNK0182,Torino (TO)
Le Sfigatte,,,,,,,UNK0183,Torino (TO)
Lega Animalista Piemontese,"Frazione Levata, Cascina Fittavolini 8, 15062 Bosco Marengo (AL)",,,lap.alessandria@gmail.com,,,UNK0184,Bosco Marengo (AL)
Lega Italiana per la Difesa del Gatto,"Via Cumiana 27/A, 10141 Torino (TO)",,,legatgatto.torino@libero.it,,,UNK0185,Torino (TO)
Maramiao - Associazione di Volontariato a Salvaguardia e Tutela dei Felini,,,,,,,UNK0186,Nizza Monferrato (AT)
Micio Villaggio,"Strada Comunale della Berlia 106, 10095 Collegno (TO)",,,prenotazionimiciovillaggio@gmail.com,miciovillaggio.org,,UNK0187,Collegno (TO)
Mondo Gatto Torino,"Corso Quintino Sella 53, 10131 Torino (TO)",,,mondogattotorino@libero.it,mondogattotorino.com,,UNK0188,Torino (TO)
Nati Liberi,"Via Gramsci 6, 28881 Casale Corte Cerro (VB)",,,natiliberi@inwind.it,,,UNK0189,Casale Corte Cerro (VB)
Nonsolocuccioli,"Via Borgonuovo 48, 10040 Givoletto (TO)",,,eleonoragiorda@libero.it,nonsolocuccioli.org,,UNK0190,Givoletto (TO)
Nonsologatti,"Via Giulio Monteverde 20, 15033 Casale Monferrato (AL)",,,associazionenonsologatti@gmail.com,comune.casale-monferrato.al.it/nonsologatti,,UNK0191,Casale Monferrato (AL)
Oasi degli Animali,"Via Barbavara 25, Frazione Vignarello, 28070 Tornaco (NO)",,,oasideglianimali2012@gmail.com,oasi-degli-animali.webncode.it,,UNK0192,Tornaco (NO)
Parco Animalista,"Piazza d'Armi, Corso Galileo Ferraris, 10134 Torino (TO)",,,info@parcoanimalistapiazzadarmi.it,parcoanimalistapiazzadarmi.it,,UNK0193,Torino (TO)
Progetto A-mici Animali,"Corso Unione Sovietica 355, 10135 Torino (TO)",,,progettoamicianimali@gmail.com,,,UNK0194,Torino (TO)
Progetto Miao-Fido ONLUS,"Via dei Fiori, Zona Bio Parco, Trecate",,,info@miaofido.it,miaofido.org,,UNK0195,Trecate (NO)
Protezione Micio ODV,"Corso Peschiera 325, 10141 Torino (TO)",,,info@protezionemicio.it,protezionemicio.it,,UNK0196,Torino (TO)
Quattro Zampe nel Cuore,"Via Ottavio Rivetti 25, 13030 Rovasenda (VC)",,,quattrozampenelcuore.vc@gmail.com,,,UNK0197,Rovasenda (VC)
Rifugio Argo,"Via Gibbione 24, Val della Torre",,,valdellatorre@enpa.org,,,UNK0198,Val della Torre (TO)
Rifugio Martini,,,,,,,UNK0199,Arquata Scrivia (AL)
Rifugio Miao,"Via Cervetti Cesare 22, Orbassano",,,,,,UNK0200,Orbassano (TO)
Un Gatto per Amico,,,,,,,UNK0202,Castelletto Sopra Ticino (NO)
Una Casa per Tutti,,,,,,,UNK0203,Torino (TO)
Una Cuccia per la Vita,,,,,,,UNK0204,Tarantasca (CN)
Una Zampa per la Vita,,,,,,,UNK0205,Vicoforte (CN)
Salva una Vita,,31.1999661,29.8937371,,,,UNK0201,Alessandria (AL)
Contact: info,,12.4989994,124.6746741,info@adavsociety.org,https://adavsociety.org/,,UNK0335,Unknown
Contact: admin,,12.4989994,124.6746741,admin@animals-in-need.org,https://animals-in-need.org/,,UNK0528,Unknown
Contact: info,,12.4989994,124.6746741,info@b-a-r-k.co.uk,https://b-a-r-k.co.uk/,,UNK0529,Unknown
Contact: hq,,12.4989994,124.6746741,hq@bordercollierescue.org,http://www.bordercollierescue.org/,,UNK0531,Unknown
Contact: carole,,12.4989994,124.6746741,carole@happybreed.co.uk,http://www.happybreed.co.uk/,,UNK0563,Unknown
Contact: info,,12.4989994,124.6746741,info@crrc.co.uk,https://crrc.co.uk/,,UNK0564,Unknown
Thecatsite.com,,12.4989994,124.6746741,support@thecatsite.com,https://www.facebook.com/TheCatSite/,,UNK0206,Unknown
SIDDI MARIA CRISTINA,Private Foster Network Registry,,,,,,UNK0207,Alba (CN)
