Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
THE ANIMAL CANCER THERAPY SUBSIDIZATION SOCIETY (ACTSS),,,,info@actssalberta.ca,http://www.actssalberta.ca/,,CAN0121,CANADA +1
THE ANIMAL GUARDIAN SOCIETY,,,,TAGSINFO@YAHOO.CA,http://animalguardian.org/,,CAN0122,CANADA +1
THE BAY OF ISLANDS SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS CORP.,,,,NLWESTSPCA@GMAIL.COM,http://nlwestspca.com/,,CAN0123,CANADA +1
THE ELSA WILD ANIMAL APPEAL OF CANADA,,,,INFO@ELSACANADA.COM,http://www.elsacanada.com/,,CAN0125,CANADA +1
THE ONLY ANIMAL THEATRE SOCIETY,,,,INFO@THEONLYANIMAL.COM,http://www.theonlyanimal.com/,,CAN0127,CANADA +1
VICTORIA COUNTY ANIMAL SHELTER INC.,,,,SISSONRIDGE@GMAIL.COM,,,CAN0129,CANADA +1
VOICE OF CONCERN FOR ANIMAL LIFE SOCIETY,,,,INFO@VOCALVICTORIA.COM,,,CAN0130,CANADA +1
World Society for the Protection of Animals Canada /Société mondiale pour la protection des animaux Canada,,,,INFO@WORDANIMALPROTECTION.CA,http://worldanimalprotection.ca/,,CAN0131,CANADA +1
WEST COAST ANIMALS FOR COMMUNITY CARE AND EMOTIONAL SUPPORT SOCIETY,,,,ACCESSDOGS@GMAIL.COM,,,CAN0132,CANADA +1
WHISTLER ANIMALS GALORE SOCIETY,,,,WAG@WHISTERWAG.COM,http://www.whistlerwag.com/,,CAN0133,CANADA +1
A Home for Hooves Farm Sanctuary Foundation,,,,homeforhooves@gmail.com,http://www.ahomeforhoovesfarmsanctuary.com/,,CAN0134,CANADA +1
ASPEN VALLEY WILDLIFE SANCTUARY (ROSSEAU),,,,INFO@ASPENVALLEY.CA,http://www.aspenvalley.ca/,,CAN0135,CANADA +1
Bear Creek Exotic Wildlife Sanctuary Inc.,,,,INFO@BEARCREEKSANCTUARY.COM,http://bearcreeksanctuary.com/,,CAN0136,CANADA +1
Carters Forever Rescue and Sanctuary Ltd.,,,,,http://www.cartersreseve.com/,,CAN0137,CANADA +1
COUNTRY CAT SANCTUARY,,,,,http://countrycatrescue.com/,,CAN0138,CANADA +1
DELKATLA SANCTUARY SOCIETY,,,,HECATEBIRD@GMAIL.COM,http://haidagwallbirds.com/,,CAN0139,CANADA +1
Eden's Way Farm Sanctuary,,,,edenswayfarmsanctuary@gmail.com,http://www.edenswayfarmsanctuary.ca/,,CAN0140,CANADA +1
Forget Me Not Cat Sanctuary Society,,,,JUNEVOLSKY@SHAW.CA,http://www.forgetmenotcats.com/,,CAN0141,CANADA +1
Friends of Shoal Harbour Sanctuary ON The Salish Sea: Important Bird Area Society,,,,BOBPEART@SHAW.CA,http://www.shoalharbour.com/,,CAN0142,CANADA +1
FRIENDS OF PARROT SANCTUARY SOCIETY,,,,PARROTISLAND@SHAW.CA,http://www.parotisland.net/,,CAN0143,CANADA +1
GREYHAVEN EXOTIC BIRD SANCTUARY,,,,INFO@GREYHAVEN.BC.CA,http://www.greyhavenbirds.com/,,CAN0144,CANADA +1
Hearts to Homes Feline Rescue & Sanctuary,,,,HEARTSTOHOMESFELINES@GMAIL.COM,http://www.heartstohomes.ca/,,CAN0145,CANADA +1
Horse Rescue Ontario and Sanctuary,,,,DEBBI.S.BROWN@GMAIL.COM,http://www.horserescueontario.org/,,CAN0146,CANADA +1
HAPPY CAT SANCTUARY SOCIETY OF ALBERTA,,,,ROHLBARB@GMAIL.COM,http://www.happycatsanctuary.net/,,CAN0147,CANADA +1
Regional Animal Protection Society,,,,ucaps1@yahoo.com,http://www.rapsbc.com/,,CAN0001,CANADA +1
HEARTS ON NOSES A MINI PIG SANCTUARY,,,,HEARTSONNOSES@SHAW.CA,http://heartsonnoses.com/,,CAN0148,CANADA +1
Pawsitive Sanctuary,,,,infopawsitivesanctuary@gmail.com,http://www.pawsitivesanctuary.com/,,CAN0152,CANADA +1
PAWS AND WHISKERS SANCTUARY INC.,,,,PAWS@BELLALIANT.NET,http://www.pawssussex.ca/,,CAN0153,CANADA +1
Running Rabbit Farm Rabbit Rescue Sanctuary and Education Centre,,,,BUNNYLADY2@YAHOO.CA,http://www.runningrabbitfarm.com/,,CAN0154,CANADA +1
RIDEAU VALLEY WILDLIFE SANCTUARY,,,,INFO@RIDEAUWILDLIFE.ORG,http://www.rideauwildlife.org/,,CAN0155,CANADA +1
Stars Piggly Wigglys Sanctuary Foundation,,,,spwsanctuary@outlook.com,http://www.starspigglywigglyssanctuary.com/,,CAN0156,CANADA +1
Story Book Farm Primate Sanctuary,,,,SBFPSANCTUARY@GMAIL.COM,http://https//www.storybookmonkeys.org/contact.htm,,CAN0157,CANADA +1
SECOND CHANCE WILDLIFE SANCTUARY,,,,ADOPTACAT@SECOND-CHANCE.WS,http://www.second-chance.ws/,,CAN0158,CANADA +1
Tango's Lead Canine Rescue & Sanctuary,,,,tangoslead@gmail.com,http://tangosleeadcaninerescue.com/,,CAN0159,CANADA +1
The Alice Sanctuary,,,,info@thealicesanctuary.org,http://www.thealicesanctuary.ca/,,CAN0160,CANADA +1
The Ass Menagerie Sanctuary,,,,leisa@assmenageriesanctuary.com,http://www.assmenageriesanctuary.com/,,CAN0161,CANADA +1
THE DONKEY SANCTUARY OF CANADA,,,,INFO@DONKEYSANCTUARY.CA,http://www.donkeysanctuary.ca/,,CAN0162,CANADA +1
Woodlands Wildlife Sanctuary,,,,ADMIN@WOODLANDSWILDLIFESANCTUARY.CA,http://www.woodlandswildlifesanctuary.ca/,,CAN0163,CANADA +1
WARREN PEACE BUNNY SANCTUARY,,,,ANNIE.WARRENPEACE@GMAIL.COM,http://www.wpbs.blogspot.com/,,CAN0164,CANADA +1
Yamnuska Wolfdog Sanctuary Ltd.,,,,YAMNUSKAWOLFDOGSANCTUARY@GMAIL.COM,,,CAN0165,CANADA +1
BARCs Rescue (Calgary),,,,info@barcsrescue.com,https://barcsrescue.com/,,CAN0167,CANADA +1
"FRFA, Feline Rescue Foundation of Alberta (Calgary)",,,,contact@frfa.ca,https://frfa.ca/,,CAN0168,CANADA +1
Little Mutts Rescue Society (Calgary),,,,littlemuttsrescue@gmail.com,https://www.littlemuttsrescue.org/,,CAN0169,CANADA +1
"MEOW, Make Each One Wanted Foundation (Calgary)",,,,socialmedia@meowfoundation.com,https://meowfoundation.com/,,CAN0170,CANADA +1
Misty Creek Dog Rescue (Calgary),,,,info@mistycreekdogrescue.com,https://mistycreekdogrescue.com/,,CAN0171,CANADA +1
Pawsitive Match Rescue (Calgary),,,,board@pawsitivematch.org,https://pawsitivematch.org/,,CAN0172,CANADA +1
Pets for Life (Calgary),,,,info@petsforlifesocietyalberta.ca,https://petsforlifesocietyalberta.ca/,,CAN0173,CANADA +1
Loyal Rescue Inc. (Peterborough),,,,info@loyalrescue.com,https://www.loyalrescue.com/,,CAN0226,CANADA +1
Heaven Can Wait Rescue Foundation,,,,hcw@telusplanet.net,https://www.heavencanwait.ca/,,CAN0176,CANADA +1
Pound Rescue (Okotoks),,,,poundrescue@gmail.com,http://poundrescue.com/,,CAN0177,CANADA +1
Red Deer & District SPCA,,,,info@cahumane.com,https://reddeerspca.com/home,,CAN0178,CANADA +1
Whisker Rescue (Red Deer),,,,whiskerrescue@live.com,https://whiskerrescue.com/,,CAN0179,CANADA +1
CARES Cat Shelter,,,,,https://www.carescatshelter.com/,,CAN0181,CANADA +1
Katie’s Place (Maple Ridge),,,,Info@katiesplaceshelter.com,https://katiesplaceshelter.com/,,CAN0182,CANADA +1
FVHS - Fraser Valley Humane Society (Mission),,,,catcare@fraservalleyhumanesociety.com,https://fraservalleyhumanesociety.com/,,CAN0183,CANADA +1
"KAAP, Kootenay Animal Assistance Program Socierty (Nelson)",,,,contact@kaap.ca,https://www.kaap.ca/,,CAN0184,CANADA +1
"RAPS, Richmond Animal Protection Society (Richmond)",,,,info@rapsbc.com,https://www.rapsbc.com/,,CAN0185,CANADA +1
"S.A.R.A., Save Animals Through Rescue and Adoption Society (Surrey)",,,,sarasociety@gmail.com,https://www.sarasociety.com/,,CAN0186,CANADA +1
Little Paws Rescue Society (Vancouver),,,,julia@littlepawsrescue.ca,http://littlepawsrescue.ca/,,CAN0187,CANADA +1
"VOKRA, Vancouver Orphan Kitten Rescue Association",,,,info@vokra.ca,https://www.vokra.ca/,,CAN0188,CANADA +1
Victoria Cat Rescue Corps Society,,,,victoriacatrescue@gmail.com,https://www.victoriacatrescue.com/,,CAN0189,CANADA +1
"PVHS, Pembina Valley Humane Society (Morden)",,,,hello@pvhsociety.ca,https://pvhsociety.ca/,,CAN0190,CANADA +1
Craig Street Cats (Winnipeg),,,,cats@craigstcats.ca,https://www.craigstreetcats.ca/,,CAN0191,CANADA +1
Rescue Siamese & Stray Cats (Winnipeg),,,,rescue_siamesewpg@hotmail.com,https://rescuesiamese.com/,,CAN0192,CANADA +1
Winnipeg Pet Rescue Shelter,,,,info@wpgpet.ca,https://petrescueshelter.com/,,CAN0193,CANADA +1
Victoria County S.P.C.A. (Arthurette),,,,vcspcasheltermanager@gmail.com,http://victoriacountyspca.com/,,CAN0194,CANADA +1
Fredericton SPCA,,,,info@frederictonspca.ca,http://frederictonspca.ca/,,CAN0195,CANADA +1
Scaredy Cat Rescue (Corner Brook),,,,scr.fund@gmail.com,https://www.facebook.com/cornerbrookSCR/,,CAN0197,CANADA +1
Heavenly Creatures (St. John's),,,,Email: heavenlycreaturesca@gmail.com,https://heavenlycreatures.ca/,,CAN0198,CANADA +1
Beagle Paws (St. John’s),,,,info@beaglepaws.com,https://www.beaglepaws.com/,,CAN0199,CANADA +1
Scapa (Stephenville),,,,SCAPA.Sanctuary@gmail.com,https://scapasanctuary.blogspot.com/,,CAN0200,CANADA +1
Animal Rescue Coalition (Halifax),,,,arc@seabright.ca,http://www.animalrescuecoalitions.com/,,CAN0203,CANADA +1
Boston Terrier Club of Canada Rescue (Porters Lake),,,,info@bostonterrierrescuecanada.com,https://www.bostonterrierrescuecanada.com/,,CAN0204,CANADA +1
Simcoe and District Humane Society,,,,info@SimcoeDHumane.ca,https://www.simcoedhumane.ca/,,CAN0205,CANADA +1
Bee Meadow Farm,,,,info@beemeadowfarm.com,https://www.beemeadowfarm.com/,,CAN0206,CANADA +1
Roy and Cher's Rescue Farm (Bainsville),,,,royandcher@gmail.com,http://www.royandcher.org/,,CAN0207,CANADA +1
Street Cats Rescue (Barrie),,,,streetcatsrescue@hotmail.com,https://www.facebook.com/StreetCatsRescue/,,CAN0208,CANADA +1
"SOAR, Southern Ontario Animal Rescue (Brampton)",,,,,http://www.greenpeople.org/listing/Southern-Ontario-21947.cfm,,CAN0209,CANADA +1
Boxer Rescue Ontario (Burlington),,,,info@boxerrescueontario.com,https://www.boxerrescueontario.com/,,CAN0210,CANADA +1
RSNB - Ruff Start New Beginnings (Colborne),,,,rsnbrescue2016@gmail.com,https://www.ruffstartnewbeginnings.com/,,CAN0211,CANADA +1
Cats Anonymous,,,,admin@catsanonymous.ca,http://www.catsanonymous.ca/,,CAN0212,CANADA +1
GDHS - Gananoque and District Humane Society,,,,humanesociety@bellnet.ca,https://www.ganhumanesociety.ca/,,CAN0213,CANADA +1
Pomeranian and Small Breed Rescue,,,,PomeranianSmallBreedRescue@gmail.com,https://psbrescue.com/,,CAN0214,CANADA +1
"CDR, Canadian Dachshund Rescue (Haliburton)",,,,info@wienerdogrescue.com,https://www.wienerdogrescue.com/,,CAN0215,CANADA +1
Hamilton/Burlington SPCA,,,,info@hbspca.com,https://www.hbspca.com/,,CAN0216,CANADA +1
Ugly Mutts Dog Rescue (Hamilton),,,,admin@uglymuttsdogrescue.com,https://www.facebook.com/UglyMutts,,CAN0217,CANADA +1
Animalert,,,,info@animalert.ca,https://www.animalert.ca/,,CAN0219,CANADA +1
N.T.C.R. - North Toronto Cat Rescue (Markham),,,,info@northtorontocatrescue.com,https://www.northtorontocatrescue.com/,,CAN0220,CANADA +1
"N.A.R.C, Navan Animal Rescue Corporation",,,,donations@narc-charity.ca,https://www.facebook.com/NavanAnimalRescueCorporation,,CAN0221,CANADA +1
Niagara Dog Rescue (Niagara Falls),,,,info@niagaradogrescue.org,http://www.niagaradogrescue.com/,,CAN0222,CANADA +1
The Comfie Cat Shelter (Orillia),,,,info@comfiecatshelter.ca,https://comfiecatshelter.wixsite.com/comfiecats,,CAN0223,CANADA +1
"B.A.R.K., Bytown Association for Rescued Kanines (Ottawa)",,,,smckeil@primus.ca,http://www.bark-ottawa.com/,,CAN0224,CANADA +1
Ottawa Dog Rescue,,,,admin@ottawadogrescue.com,https://otowndogrescue.com/,,CAN0225,CANADA +1
Pets Alive Niagara (St. Catharines),,,,petsaliveniagara@gmail.com,https://www.petsaliveniagara.ca/site/home,,CAN0229,CANADA +1
Pet Patrol Inc. (St. Clements),,,,askus@petpatrol.ca,http://www.petpatrol.ca/,,CAN0230,CANADA +1
Annex Cat Rescue (Toronto),,,,info@annexcatrescue.ca,https://annexcatrescue.ca/,,CAN0232,CANADA +1
"EHS, Etobicoke Humane Society (Toronto)",,,,info@etobicokehumanesociety.com,https://etobicokehumanesociety.com/,,CAN0233,CANADA +1
Jack Russell Terrier Rescue of Ontario (Toronto),,,,board@russellrescue.org,https://russellrescue.org/,,CAN0234,CANADA +1
Toronto Cat Rescue,,,,info@torontocatrescue.ca,https://www.torontocatrescue.ca/,,CAN0235,CANADA +1
"AVA, Action Volunteers for Animals (Unionville)",,,,ava@actionvolunteersforanimals.com,https://www.avacats.org/,,CAN0236,CANADA +1
PEI Humane Society (Charlottetown),,,,info@peihumanesociety.com,https://peihumanesociety.com/,,CAN0237,CANADA +1
SPCA of Western Quebec (Gatineau),,,,ahspca@storm.ca,http://www.aylmer-hull-spca.qc.ca/main_e.html,,CAN0238,CANADA +1
Réseau d'aide aux animaux abandonnés et errants de la Mauricie,,,,RAAAEMauricie@gmail.com,https://www.raaaemauricie.org/,,CAN0239,CANADA +1
"A.R.N., Animal Rescue Network (Montreal)",,,,communications.rsa.arn@gmail.com,https://www.reseausecoursanimal.org/,,CAN0240,CANADA +1
Frontier Animal Society (Stanstead),,,,frontieranimalsociety@gmail.com,http://www.safas.ca/,,CAN0241,CANADA +1
Last Chance Horse and Pony Rescue and Sanctuary,,,,LASTCHANCEHORSEANDPONYRESCUE@HOTMAIL.COM,http://lchpr.org/,,CAN0150,CANADA +1
Adoption Mona Lisa (Thetford Mines),,,,adoptionmonalise@hotmail.com,https://adoptionmonalise.qc.ca/,,CAN0242,CANADA +1
"SCAT, Saskatoon Street Cat Rescue",,,,contact@streetcat.ca,https://streetcat.ca/,,CAN0243,CANADA +1
Smeaton & Area Homeless Cat Shelter,,,,pets@petfinder.com,https://awos.petfinder.com/shelters/SK17.html,,CAN0244,CANADA +1
SOS Prairie Rescue,,,,beattheheat@sosprairierescue.com,https://www.sosprairierescue.com/,,CAN0245,CANADA +1
BRITISH COLUMBIA SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,,,,publicinfo@sfspca.org,http://www.spca.bc.ca/,,CAN0002,CANADA +1
THE CANADIAN FOUNDATION FOR ANIMAL-ASSISTED SUPPORT SERVICES / LA FONDATION CANADIENNE DES SERVICES DE SOUTIEN ASSISTÉS PAR ANIMAUX,,,,GENERALINFO@CF4AASS.ORG,http://www.cf4aass.org/,,CAN0124,CANADA +1
THE NORTHERN ONTARIO ANIMAL WELFARE SOCIETY,,,,LINDA@NOAWS.COM,http://www.noaws.com/,,CAN0126,CANADA +1
THE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS (NEWFOUNDLAND & LABRADOR),,,,DIRECTOR@SPCASTJOHNS.ORG,http://www.spcastjohns.org/,,CAN0128,CANADA +1
ARF- Animal Rescue Foundation (Calgary),,,,,https://arf.ab.ca/,,CAN0166,CANADA +1
Bide Awhile Animal Shelter (Dartmouth),,44.683476,-63.6117895,PR@bideawhile.org,https://bideawhile.org/,,OTH0159,
PROTECTING ANIMAL LIFE SOCIETY (P.A.L.S.),,52.9375502,6.2894843,NAKUSP.PALS@GMAIL.COM,http://www.nakusppals.com/,,OTH0238,
RESEAU SECOURS ANIMAL (R.S.A.)/ANIMAL RESCUE NETWORK (A.R.N.),,-51.6413317,-69.2149239,communications.rsa.arn@gmail.com,http://www.animalrescuenetwork.org/,,OTH0242,
Rocky Mountain Animal Rescue (Canmore),,,,rockymountainanimalrescue@gmail.com,http://www.rockymountainanimalrescue.com/,,CAN0174,CANADA +1
Animal Protection Party,,,,contact@animalprotectionparty.ca,https://www.animalprotectionparty.ca/,,CAN0003,CANADA +1
Alberta Animal Rescue Crew Society,,,,info@aarcs.ca,https://aarcs.ca/,,CAN0004,CANADA +1
Providing Animals with Safety for Life Foundation,,,,PAWSRESCUE@HOTMAIL.COM,http://www.paws-rescue.com/,,CAN0098,CANADA +1
PACIFIC ANIMAL FOUNDATION,,,,ADMIN@PACIFICANIMAL.ORG,http://www.pacificanimal.org/,,CAN0099,CANADA +1
PACIFIC ANIMAL THERAPY SOCIETY,,,,INFO@PATSPETS.CA,http://patspets.ca/,,CAN0100,CANADA +1
PNPC Animal Rescue,,,,PNPCANIMALRESCUE@GMAIL.COM,http://www.pnpc.ca/,,CAN0101,CANADA +1
R.A.S.T.A. (RESCUE AND SANCTUARY FOR THREATENED ANIMALS),,,,RASTASANCTUARY@GMAIL.COM,http://www.rastarescue.org/,,CAN0104,CANADA +1
Rocky Mountain Animal Rescue Foundation,,,,ROCKYMOUNTAINANIMALRESCUE@GMAIL.COM,http://rockymountainanimalrescue.com/,,CAN0105,CANADA +1
RESPONSIBLE ANIMAL CARE SOCIETY,,,,INFO@TRAC-BC.CA,http://www.tracs-bc.ca/,,CAN0108,CANADA +1
Promised Land Animal Sanctuary,,,,promisedlandanimalsanctuary@gmail.com,,,CAN0097,CANADA +1
ORGANIZATION ADVOCATING SANCTUARY FOR ENDANGERED SPECIES,,,,ADMIN@OASESCONSERVATION.ORG,http://www.oasesconservation.org/,,CAN0151,CANADA +1
Northern Spirit K9 Rescue (Edmonton),,,,,https://www.facebook.com/northernspiritk9/,,CAN0175,CANADA +1
SPCA Nova Scotia (Darthmouth),,,,dartmouth@spcans.ca,https://www.novascotiaspca.ca/,,CAN0202,CANADA +1
PROMOTING ANIMAL WELFARE SOCIETY (P A W S ) OF GEORGINA,,,,PAWS@PAWSOFGEORGINA.COM,http://www.pawsofgeorgina.com/,,CAN0102,CANADA +1
L.A.W.S. Lanark Animal Welfare Society (Smith Falls),,,,shelter@lanarkanimals.ca,https://www.lanarkanimals.ca/,,CAN0228,CANADA +1
PROTECTING ANIMAL LIFE SOCIETY (P.A.L.S.),,,,NAKUSP.PALS@GMAIL.COM,http://www.nakusppals.com/,,CAN0103,CANADA +1
SAVE ANIMALS THROUGH RESCUE AND ADOPTION (S.A.R.A),,,,SARASOCIETY@GMAIL.COM,http://sarasociety.com/,,CAN0112,CANADA +1
"S.H.A.I.D., Sheltering Helpless Animals In Distress (Bridgewater)",,,,info@shaidanimalshelter.com,https://www.shaidanimalshelter.com/,,CAN0201,CANADA +1
Dog Tales Rescue and Sanctuary (King City),,,,info@dogtales.ca,https://www.dogtales.ca/,,CAN0218,CANADA +1
Forgotten Ones Cat Rescue & Adoption (Richmond Hill),,,,contact@forgottenones.ca,http://www.forgottenones.ca/,,CAN0227,CANADA +1
Adopt A Dog/Save A Life (Toronto),,,,info@adoptadogsavealife.com,https://www.adoptadogsavealife.com/index.html,,CAN0231,CANADA +1
SPCA Nova Scotia (Cape Breton),,,,capebreton@spcans.ca,https://www.novascotiaspca.ca/,,CAN0246,CANADA +1
SPCA Nova Scotia (Colchester),,,,colchester@spcans.ca,https://www.novascotiaspca.ca/,,CAN0247,CANADA +1
SPCA Nova Scotia (Kings,,,,kings@spcans.ca,https://www.novascotiaspca.ca/,,CAN0248,CANADA +1
Animal Protection Party,,,,contact@animalprotectionparty.ca,https://www.animalprotectionparty.ca/,,OTH0129,
Alberta Animal Rescue Crew Society,,,,info@aarcs.ca,https://aarcs.ca/,,OTH0130,
Alberta Helping Animals Society,,,,AlbertaHelpingAnimalsSociety@gmail.com,http://www.ahas.ca/,,OTH0131,
Angel's Animal Rescue Society,,,,aarsrescue@gmail.com,https://angelsanimalrescue.ca/,,OTH0132,
Animal Haven Rescue League,,,,animalhavenrescue@gmail.com,http://www.animalhavenrescue.ca/,,OTH0134,
Animal Justice Canada,,,,info@animaljustice.ca,https://animaljustice.ca/,,OTH0135,
ANIMAL AID FOUNDATION,,,,INFO@ANIMALAIDFOUNDATION.CA,http://www.animalaidfoundation.ca/,,OTH0136,
Animal Rescue Committee of Slave Lake,,,,info@arcofsl.com,https://www.arcofsl.com/,,OTH0137,
Animal Rescue Transfer Society,,,,ANIMALRESCUETRANSFER@GMAIL.COM,,,OTH0138,
Animal Shelter & Adoption Society for St. Paul & Area,,,,PAWSOFGOLD@LIVE.CA,https://stpaulanimalshelter.org/,,OTH0139,
Animals of Distinction Arts Society,,,,JIM@ANIMALSOFDISTINCTION.ORG,https://animalsofdistinction.org/,,OTH0140,
Audrey's League for Wayward Animals Yearning for Safety,,,,director@alwaysanimalrescue.ca,,,OTH0141,
ADOPTION ANIMALE ROSIE,,,,ANNEDUBE@HOTMAIL.COM,http://rosieanimaladoption.org/,,OTH0144,
ANIMAL ADVOCATES SOCIETY of BC,,,,ANIMALADVOCATES@TELUS.NET,http://www.animaladvocates.com/,,OTH0145,
ANIMAL AID & ADOPTION,,,,ANIMALAIDADOPT@GMAIL.COM,http://animalaidandadoption.com/,,OTH0146,
ANIMAL AIDE ASSOCIATION OF ST. THOMAS-ELGIN,,,,animalaidestthomas@gmail.com,http://www.animalaidecats.com/,,OTH0147,
ANIMAL ASSISTANCE GROUP,,,,CHERYLALBERTA@HOTMAIL.COM,http://www.animalassistancegroup.org/,,OTH0148,
Animal Assistance Society of the Niagara Region,,,,animalassistancesociety@gmail.com,https://www.facebook.com/AnimalAsisstanceSocietyofNiagara,,OTH0149,
ANIMAL OUTREACH,,,,ANIMALOUTREACHINFO@YAHOO.CA,http://animaloutreach.ca/,,OTH0150,
ANIMAL RESCUE COALITIONS NOVA SCOTIA,,,,ARC@SEABRIGHT.CA,http://www.animalrescuecoalitions.com/,,OTH0151,
ANIMAL RESCUE FOUNDATION (ARF) OF ALBERTA,,,,ARF.ALBERTA@ARF.AB.CA,http://www.arf.ab.ca/,,OTH0152,
ANIMAL SHELTER (BATHURST) INC.,,,,gloucesterspca@aibn.com,http://bathurstspca.com/,,OTH0153,
ANIMAL TRACKERS INC,,,,ANIMAL.TRACKERS@SYMPATICO.CA,,,OTH0154,
ANIMAL WELFARE FOUNDATION OF CANADA,,,,AWFC.INFO@GMAIL.COM,http://www.awfc.ca/,,OTH0155,
ANIMALERT PET ADOPTIONS INC,,,,ANIMALERT@ROGERS.COM,http://www.animalert.ca/,,OTH0156,
Bandaged Paws Animal Rescue Association,,,,INFO@BANDAGEDPAWS.ORG,http://bandagedpaws.org/,,OTH0157,
Beulah Burman Memorial Animal Shelter Society,,,,WENDY@PETPROJECTS.CA,http://www.petprojects.ca/,,OTH0158,
BIG SKY RANCH ANIMAL SANCTUARY,,,,BIGSKYRANCH@RIPNET.COM,http://www.bigskyranch.ca/,,OTH0160,
BONNYVILLE AND DISTRICT S.P.C.A. (SOCIETY FOR THE PREVENTIONOF CRUELTY TO ANIMALS),,,,HEATHERBONNYVILLESPCA@GMAIL.COM,http://www.bonnyvillespca.ca/,,OTH0161,
BRITISH COLUMBIA FOUNDATION FOR NON ANIMAL RESEARCH,,,,GURTON@SPCA.BC.CA,http://www.bcfnar.org/,,OTH0162,
Campbell River Partners for Animal Welfare Society,,,,CAMPBELLRIVERPAWS@GMAIL.COM,http://www.crpaws.ca/,,OTH0163,
Canadian Abused and Abandoned Animal Protection Society/Caps,,,,LIBER@TELUS.NET,,,OTH0164,
Canadian Animal Task Force Society,,,,generalinquiries@cataskforce.org,http://www.cataskforce.org/,,OTH0165,
Canadian Coalition for Farm Animals (CCFA) / Coalition canadienne pour la protection des animaux de ferme (CCPAF),,,,vicki@humanefood.ca,http://https//www.humanefood.ca/,,OTH0166,
Cat's Cradle Animal Rescue,,,,CCAR@SHAW.CA,http://www.catscradleanimalrescue.com/,,OTH0168,
Centre de services animaliers de Rimouski,,,,info@csar.ca,http://www.csar.ca/,,OTH0169,
Communauté droit animalier Québec - DAQ,,,,info@daq.quebec,http://daq.quebec/,,OTH0170,
Community Animal Allies of Niagara,,,,CAAN-CATMOBILE@HOTMAIL.COM,http://www.caan-catmobile.org/,,OTH0171,
Companion Animal Rescue Effort,,,,INFO@CARE-CA.ORG,http://www.care-ca.org/,,OTH0172,
Cowichan Valley Animal Rescue Association,,,,HOPEFUL.HEARTS@HOTMAIL.COME,http://cvanimalrescue.weebly.com/,,OTH0173,
REST.Q ANIMAL SANCTUARY SOCIETY,,,,INFO@RESTQSANCTUARY.ORG,http://www.restqsanctuary.org/,,OTH0174,
THE WINNIPEG HUMANE SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS,,,,SHAWNEM@WINNIPEGHUMANESOCIETY.CA,http://www.winnipeghumanesociety.ca/,,OTH0175,
CANADIAN ANIMAL ASSISTANCE TEAM (CAAT),,,,CAAT7@SHAW.CA,http://www.caat-canada.org/,,OTH0176,
