Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
"RCVS Knowledge
Advancing veterinary care for the benefit of animals",,,,info@rcvsknowledge.org,https://www.rcvsknowledge.org/,,GBR0099,UK +44
Birmingham Dogs' Home,,,,,https://www.birminghamdogshome.org.uk/,,GBR0100,UK +44
Woodside Animal Welfare Trust,,,,management@woodsidesanctuary.org.uk,http://www.woodsidesanctuary.org.uk/,,GBR0101,UK +44
Celia Hammond Animal Trust,,,,info@celiahammond.org,https://www.celiahammond.org/,,GBR0102,UK +44
Saltburn Animal Rescue Association,,,,sara.foxrushfarm@gmail.com,http://www.s-a-r-a.org.uk/,,GBR0103,UK +44
Horses and Ponies Protection Association (HAPPA),,,,enquiries@happa.org.uk,https://www.happa.org.uk/,,GBR0104,UK +44
Oak Tree Animals' Charity,,,,info@oaktreeanimals.org.uk,https://www.oaktreeanimals.org.uk/,,GBR0105,UK +44
Canine Concern Scotland Trust,,,,info@canineconcernscotland.org.uk,https://www.canineconcernscotland.org.uk/,,GBR0106,UK +44
The Kennel Club Charitable Trust,,,,fundraising@kennelclubcharitabletrust.org,http://www.kennelclubcharitabletrust.org/,,GBR0107,UK +44
Scottish Greyhound Sanctuary,,,,scottishgreyhoundsanctuary@gmail.com,https://www.scottishgreyhoundsanctuary.org/,,GBR0108,UK +44
ROSINA ANIMAL CENTRE,,,,,https://rosinaanimalcentre.weebly.com/,,GBR0109,UK +44
First For Dogs Foundation,,,,admin@firstfordogs.org,http://www.firstfordogs.org/,,GBR0110,UK +44
Shetland Rescue,,,,ShetlandRescue1984@yahoo.com,https://shetlandrescue.org.uk/,,GBR0111,UK +44
Harvey's Army,,,,info@harveysarmy.com,http://www.harveysarmy.com/,,GBR0112,UK +44
The Bulldog Trust Limited,,,,info@bulldogtrust.org,https://www.bulldogtrust.org/,,GBR0113,UK +44
St Francis Hospice For Cats,,,,cathospice@sky.com,https://www.sfhfc.org.uk/,,GBR0114,UK +44
The Rhodes Minnis Cat Sanctuary,,,,rminniscats@gmail.com,https://www.rhodesminniscatsanctuary.com/,,GBR0115,UK +44
The Cat and Rabbit Rescue Centre,,,,info@crrc.co.uk,https://crrc.co.uk/,,GBR0116,UK +44
Shropshire Cat Rescue,,,,info@shropshirecatrescue.org.uk,https://www.shropshirecatrescue.org.uk/,,GBR0117,UK +44
Prevent Unwanted Pets,,,,alison@preventunwantedpets.co.uk,https://www.preventunwantedpets.co.uk/,,GBR0118,UK +44
The Fforest Uchaf Horse and Pony Rehabilitation Centre Charitable Trust,,,,info@pitponies.co.uk,https://www.pitponies.co.uk/,,GBR0119,UK +44
Brownbread Horse Rescue,,,,bbhrescue@gmail.com,https://brownbreadhorserescue.org/,,GBR0120,UK +44
Easterleigh Animal Sanctuary,,,,easterleighanimalcharity@gmail.com,https://www.easterleigh.org.uk/,,GBR0121,UK +44
Bury's Stray Cat Fund,,,,info@burystraycatfund.co.uk,https://www.burystraycatfund.co.uk/,,GBR0122,UK +44
Lincolnshire Greyhound Trust,,,,kev@lincolnshiregreyhoundtrust.com,https://www.lincolnshiregreyhoundtrust.co.uk/,,GBR0123,UK +44
Cats Protection - Tamworth & Atherstones Branch,,,,tamcats@talktalk.net,https://www.tamcats.co.uk/,,GBR0124,UK +44
Cat Protection and Rescue,,,,cpr@longfram.net,,,GBR0125,UK +44
Pet Fostering Service Scotland,,,,fosterenquiry@pfss.org.uk,https://www.pfss.org.uk/,,GBR0126,UK +44
7th Heaven Animal Rescue Trust,,,,animalrescuetrust@hotmail.com,http://www.7thheaven.org.uk/,,GBR0127,UK +44
Greyhound Welfare and Rescue,,,,greyhoundwelfarewales@gmail.com,https://www.greyhoundsinwales.moonfruit.co.uk/,,GBR0128,UK +44
"Cats Protection - Crawley, Reigate & District",,,,enquiries@catsprotection.co.uk,,,GBR0129,UK +44
British Veterinary Association Animal Welfare Foundation,,,,enquiries@animalwelfarefoundation.org.uk,https://www.animalwelfarefoundation.org.uk/,,GBR0130,UK +44
Animal Care Trust,,,,act@rvc.ac.uk,https://www.rvc.ac.uk/act,,GBR0131,UK +44
Blue Cross,,,,info@bluecross.org.uk,https://www.bluecross.org.uk/,,GBR0132,UK +44
Edinburgh Dog and Cat Home,,,,,https://www.edch.org.uk/,,GBR0133,UK +44
The Shire Horse Society,,,,info@shire-horse.org.uk,https://www.shire-horse.org.uk/,,GBR0134,UK +44
The British Thoroughbred Retraining Centre,,,,enquiries@thetrc.co.uk,https://www.thetrc.co.uk/,,GBR0135,UK +44
Rabbit Welfare Fund,,,,info@rabbitwelfare.co.uk,https://www.rabbitwelfare.co.uk/,,GBR0136,UK +44
Stray Cat Rescue,,,,leona@leonabrown.co.uk,http://www.straycatrescue.org.uk/,,GBR0137,UK +44
Marmaris Cat Welfare Trust,,,,canim682@hotmail.co.uk,https://www.facebook.com/profile.php?id=100069203284039,,GBR0138,UK +44
Fen Bank Greyhound Sanctuary,,,,info@fenbankgreyhounds.co.uk,https://www.fenbankgreyhounds.co.uk/,,GBR0139,UK +44
Happycats Rescue,,,,enquiries@happycatsrescue.co.uk,https://www.happycatsrescue.co.uk/,,GBR0140,UK +44
Central Bedfordshire Canine Trust,,,,info@centralbedfordshirecaninetrust.com,https://www.centralbedfordshirecaninetrust.com/,,GBR0141,UK +44
Cats In Need Menorca,,,,catsinneed1999@aol.com,https://catsinneedmenorca.org/,,GBR0142,UK +44
8 Lives Cat Rescue,,,,eightlives@outlook.com,http://www.8livescatrescue.org/,,GBR0143,UK +44
Kent Horse Rescue,,,,,https://www.kenthorserescue.org/,,GBR0144,UK +44
The Sheffield Cats Shelter,,,,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,https://www.thesheffieldcatsshelter.org/,,GBR0145,UK +44
Galgos Del Sol UK,,,,galgosdelsoluk@gmail.com,https://www.galgosdelsol.org/,,GBR0146,UK +44
Bodmin Moorland Pony Rehabilitation,,,,bmpr@outlook.com,https://www.bodminmoorlandpony.org/,,GBR0147,UK +44
Durham District Retired Greyhounds,,,,durhamhollinhall@gmail.com,https://www.durhamretiredgreyhounds.co.uk/,,GBR0148,UK +44
The Cat Welfare Group Ltd,,,,Contact@TheCatWelfareGroup.org,https://thecatwelfaregroup.org/what-we-do,,GBR0149,UK +44
Hastings Cat Lovers (hcl),,,,info.hastingscatlovers@gmail.com,https://www.hastingscatlovers.co.uk/,,GBR0150,UK +44
Chorlton Cats Charity,,,,colette@chorltoncats.org,https://www.chorltoncats.org/,,GBR0151,UK +44
Lancaster and Morecambe Cat Rescue,,,,lancasterandmorecambecatrescue@hotmail.com,https://www.lancasterandmorecambecatrescue.com/,,GBR0152,UK +44
Feline Friends Limited,,,,felinefriendscharity@gmail.com,https://www.felinefriendscharity.co.uk/,,GBR0153,UK +44
Cat Squad South East,,,,CATSQUADESSEX@ICLOUD.COM,https://catsquad.org/,,GBR0154,UK +44
Portsmouth Cats Lost Found & Rehomed,,,,portsmouthcats@hotmail.com,http://www.portsmouthcatslostfoundandrehomed.co.uk/,,GBR0155,UK +44
Hampshire Spirit Horse Rescue,,,,hampshirespirithorserescue@outlook.com,https://www.hampshirespirithorserescue.co.uk/,,GBR0156,UK +44
Ceredigion Cat Rescue,,,,ceredigioncatrescue@gmail.com,,,GBR0157,UK +44
The Colchester and District Cat Rescue and Homing Society,,,,mail@colchestercatrescue.org.uk,https://www.colchestercatrescue.org.uk/,,GBR0158,UK +44
The Marjorie Nash Cat Rescue,,,,info@marjorienashcatrescue.org.uk,https://www.marjorienashcatrescue.org.uk/,,GBR0159,UK +44
The Siamese Cat Welfare Trust,,,,sccwt@siameserescue.org.uk,https://www.siameserescue.org.uk/,,GBR0160,UK +44
Moulton Chapel Cat Shelter,,,,ray.digby@talktalk.net,https://www.moultonchaplecatshelter.org/,,GBR0161,UK +44
Costa Blanca Feral Cat Trust,,,,emma.reid21@btinternet.com,https://www.paulinefirks.co.uk/,,GBR0162,UK +44
Crescent Cat Rescue,,,,crescentcatrescue@gmail.com,https://crescentcatrescue.org/,,GBR0163,UK +44
Cat Watch Rescue Shelter,,,,info@cwwrescue.org,https://www.cwwrescue.org/,,GBR0164,UK +44
Bow Lodge Cat Rescue,,,,bowlodge@gmail.com,https://www.bowlodgecatrescue.com/,,GBR0165,UK +44
Mansfield Cat Rescue,,,,admin@mansfieldcatrescue.co.uk,https://mansfieldcatrescue.co.uk/,,GBR0166,UK +44
Cat-ching,,,,cat-ching@hotmail.com,https://cat-ching.com/,,GBR0167,UK +44
Italian Greyhound Rescue,,,,info@italiangreyhoundrescuecharity.org.uk,https://www.italiangreyhoundrescuecharity.org.uk/,,GBR0168,UK +44
Cat Welfare Fund (wisbech),,,,catwelfarewisbech@gmail.com,https://www.catwelfarewisbech.co.uk/,,GBR0169,UK +44
Catwel (cardiff),,,,catwelcardiff@hotmail.co.uk,https://www.catwel-blogspot.com/,,GBR0170,UK +44
Liverpool Cat Welfare and Sanctuary,,,,liverpoolcatwelfare@hotmail.co.uk,https://liverpoolcatwelfare.com/,,GBR0171,UK +44
Bedford and Biggleswade Cats Protection,,,,,https://www.cats.org.uk/bedford,,GBR0172,UK +44
Stray Cat Rescue (Dunstable),,,,fundraising@straycatrescue.org.uk,http://www.straycatrescue.org.uk/,,GBR0173,UK +44
Homeless Cat Rescue (Luton),,,,homelesscatrescue@hotmail.com,https://www.homelesscatrescue.co.uk/,,GBR0174,UK +44
"TVAW, Thames Valley Animal Welfare (Wycombe)",,,,tvaw@btconnect.com,https://www.tvaw.org.uk/,,GBR0175,UK +44
"Wood Green, The Animals Charity (Godmanchester)",,,,info@woodgreen.org.uk,https://woodgreen.org.uk/,,GBR0176,UK +44
Animal Helpline Dog Rescue (Wansford),,,,Homes4Dogs@outlook.com,http://homes4dogs.co.uk/,,GBR0177,UK +44
Chester Cat Care,,,,info@chestercatcare.com,https://www.rescuereview.co.uk/rescue/chester-cat-care-417/,,GBR0178,UK +44
Warrington Animal Welfare,,,,info@warringtonanimalwelfare.org.uk,https://www.facebook.com/warringtonanimalwelfare/info/,,GBR0179,UK +44
Paws Inn (Weaverham),,,,pawsinn@aol.com,http://www.pawsinncatrescue.co.uk/,,GBR0180,UK +44
LFDR - Le Fonti Dog Rescue (Carlisle),,,,lefontidogrescuecarlislecumbriauk@outlook.com,http://www.lefontidogrescuecarlislecumbria.org/,,GBR0181,UK +44
Animal Rescue Cumbria,,,,,https://www.animalrescuecumbria.co.uk/,,GBR0182,UK +44
Chesterfield Animal Rescue,,,,,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,,GBR0183,UK +44
Just For Dogs,,,,adoption@justfordogsrescue.co.uk,https://www.facebook.com/DogRescueDerbyshire/,,GBR0184,UK +44
Second Chance Rescue (Derby),,,,secondchancedogs@btinternet.com,http://www.secondchancerescuekennels.co.uk/,,GBR0185,UK +44
Pet Samaritans (Chesterfield),,,,,https://www.petsamaritans.co.uk/,,GBR0186,UK +44
Animals in Distress Rescue Centre (Newton Abbot),,,,info@animalsindistress.uk.com,https://animalsindistress.uk.com/,,GBR0187,UK +44
Feline Network (Paignton),,,,felinenetwork2009@gmail.com,http://felinenetwork.org.uk/,,GBR0188,UK +44
Gables Farm Dogs and Cats Home,,,,info@gablesfarm.org.uk,https://www.gablesfarm.org.uk/,,GBR0189,UK +44
Oldies Club (Plymouth),,,,oldies@oldies.org.uk,https://www.oldies.org.uk/,,GBR0190,UK +44
Holly Hedge Animal Sanctuary (Barrow Gurney),,,,,https://hollyhedge.org.uk/,,GBR0191,UK +44
Bristol's League for Cats (Barrs Court),,,,,https://blfc.weebly.com/,,GBR0192,UK +44
Just Whippets Rescue,,,,team@justwhippetsrescue.co.uk,https://www.justwhippetsrescue.co.uk/,,GBR0193,UK +44
Waggy Tails Rescue (Wimborne),,,,,https://waggytails.org.uk/,,GBR0194,UK +44
Wetheriggs Animal Rescue & Conservation Centre (Barnard),,,,info@wetheriggsanimalrescue.co.uk,https://www.wetheriggsanimalrescue.co.uk/,,GBR0195,UK +44
Stray Aid Ltd (Coxhoe),,,,reception@strayaid.org.uk,https://strayaid.org.uk/,,GBR0196,UK +44
Stray Action for Dogs (Langley Moor),,,,info@strayaction.com,https://www.strayaction.com/,,GBR0197,UK +44
"NASSL, National Animal Sanctuaries Support League (Newton Aycliffe)",,,,nassl@nassl.org.uk,https://nassl.co.uk/,,GBR0198,UK +44
Lost Cats (Brighton),,,,info@lostcatsbrighton.org.uk,https://lostcatsbrighton.org.uk/,,GBR0199,UK +44
"C.H.A.T, Celia Hammond Animal Trust (Hastings)",,,,headoffice@celiahammond.org,https://www.celiahammond.org/,,GBR0200,UK +44
Catastrophes Cat Rescue (Heathfield),,,,,https://www.catastrophescats.org/,,GBR0201,UK +44
Cat Welfare Sussex (Portslade),,,,julie@catwelfaresussex.com,https://catwelfaresussex.com/cws/,,GBR0202,UK +44
Raystede Centre for Animal Welfare (Ringmer),,,,info@raystede.org,https://www.raystede.org/,,GBR0203,UK +44
Gloucestershire Animal Welfare Association & Cheltenham Animal Shelter,,,,reception@gawa.org.uk,https://gawa.org.uk/,,GBR0204,UK +44
Oak and Furrows Wildlife Rescue (Cirencester),,,,info@rspcaoandf.org.uk,https://www.rspcaoandf.org.uk/,,GBR0205,UK +44
Teckels Animal Sanctuaries (Gloucester),,,,enquiries@teckelsanimalsanctuaries.co.uk,https://teckelsanimalsanctuaries.co.uk/,,GBR0206,UK +44
5 Valley Cat Rescue (Stroud),,,,Enquiries@5valleycatrescue.org,https://www.5valleycatrescue.org/,,GBR0207,UK +44
Lea Valley Dog Rescue,,,,Info@leavalleydogrescue.co.uk,https://leavalleydogrescue.co.uk/,,GBR0208,UK +44
Dog Trust (Bolton),,,,info@dogstrust.org.uk,https://www.dogstrust.org.uk/,,GBR0209,UK +44
Pro Dogs Direct (Catford),,,,,https://prodogsdirect.org.uk/,,GBR0210,UK +44
"GAR, Greek Animal Rescue (Hendon)",,,,info@greekanimalrescue.com,https://greekanimalrescue.com/,,GBR0211,UK +44
The Mayhew Animal Home (Kensal Green),,,,vetclinic@mayhewanimalhome.org,https://themayhew.org/,,GBR0212,UK +44
Animal Aid and Advice North London,,,,info@animalaidandadvice.org,https://www.facebook.com/AnimalAidAndAdvice/,,GBR0213,UK +44
Cat Action Trust 1977 Central London,,,,,https://cat77.org.uk/,,GBR0214,UK +44
Hounslow Animal Welfare Society,,,,cats@haws-animals.org.uk,https://www.haws-animals.org.uk/,,GBR0215,UK +44
Little Angels Rabbit Rescue (Romford),,,,admin@littleangelsrabbitrescue.com,https://www.rescuereview.co.uk/rescue/little-angels-rabbit-rescue-967/,,GBR0216,UK +44
Greyhound Lifeline (Fleet),,,,enquiries@greyhoundlifeline.co.uk,https://www.greyhoundlifeline.co.uk/,,GBR0217,UK +44
Southern Counties German Shepherd Rescue (Linwood),,,,alison@southerncountiesgsdrescue.co.uk,https://southerncountiesgsdrescue.co.uk/,,GBR0218,UK +44
Lymington Cat & Kitten Rescue,,,,info@lymicat.org,https://www.lymicat.org/,,GBR0219,UK +44
The Labrador Lifeline Trust (Tadley),,,,info@labrador-lifeline.com,https://labrador-lifeline.com/,,GBR0220,UK +44
"GSDR, German Shepherd Dog Rescue (Marden)",,,,info@germanshepherdrescue.co.uk,https://www.germanshepherdrescue.co.uk/,,GBR0221,UK +44
Feline Care Cat Rescue (East Harling),,,,info@felinecare.org.uk,http://www.felinecare.org.uk/,,GBR0249,UK +44
RSCPA Tameside and Glossop Branch (Ashton under Lyne),,,,office@rspca-tameside-glossop.org.uk,https://rspca-tameside-glossop.org.uk/,,GBR0222,UK +44
Manchester & Cheshire Dogs' Home (Harpurhey),,,,,https://dogshome.net/,,GBR0223,UK +44
Futures For Dogs,,,,futuresfordogs@aol.com,https://www.facebook.com/futuresfordogs/,,GBR0224,UK +44
Friends Of Animals League (Biggin Hill),,,,info@foalfarm.org.uk,https://www.foalfarm.org.uk/,,GBR0225,UK +44
Last Chance Animal Rescue Centre (Edenbridge),,,,,https://www.lastchanceanimalrescue.co.uk/,,GBR0226,UK +44
Kent Greyhound Rescue (Hythe),,,,,https://www.kentgreyhoundrescue.com/,,GBR0227,UK +44
Streetkatz Rescue (Lamberhurst),,,,streetkatzinfo@gmail.com,https://www.streetkatzrescue.com/,,GBR0228,UK +44
Large Breed Dog Rescue (Maidstone),,,,lbdr.adoption@gmail.com,https://www.facebook.com/LargeBreedDogRescue/,,GBR0229,UK +44
Anim Mates (Rochester),,,,info@anim-mates.org.uk,https://www.anim-mates.org.uk/,,GBR0230,UK +44
"SEDR, South East Dog Rescue (Swanley)",,,,,https://www.sedogrescue.co.uk/,,GBR0231,UK +44
The Retreat Animal Rescue (Swanley),,,,theretreatanimalrescue@btinternet.com,https://www.retreatanimalrescue.org.uk/,,GBR0232,UK +44
The Destitute Animal Shelter (Bolton),,,,,https://boltonanimalshelter.org.uk/,,GBR0233,UK +44
Bleakholt Animal Sanctuary (Bury),,,,info@bleakholt.org,https://www.bleakholt.org/,,GBR0234,UK +44
Animal Care (Lancaster),,,,rehoming@animalcare-lancaster.co.uk,https://www.animalcare-lancaster.co.uk/,,GBR0235,UK +44
